ip,tags,date
140.250.91.175,phishing,2025-12-26
172.67.207.129,phishing,2025-12-26
104.21.34.211,phishing,2025-12-26
121.204.103.232,phishing,2025-12-26
104.21.86.143,phishing,2025-12-26
172.67.139.157,phishing,2025-12-26
104.21.60.101,phishing,2025-12-26
192.169.69.25,"NanoCore,C2",2025-12-26
138.68.155.86,"Njrat,C2",2025-12-26
167.71.255.8,,2025-12-26
113.140.213.44,phishing,2025-12-26
172.67.166.198,phishing,2025-12-26
172.67.153.79,phishing,2025-12-26
64.225.11.206,,2025-12-26
183.165.226.39,phishing,2025-12-26
59.56.215.2,phishing,2025-12-26
172.67.166.199,phishing,2025-12-26
104.21.25.6,phishing,2025-12-26
196.150.234.229,,2025-12-26
104.21.62.135,phishing,2025-12-26
120.30.66.202,phishing,2025-12-26
172.67.178.126,phishing,2025-12-26
113.140.212.0,phishing,2025-12-26
104.21.2.161,phishing,2025-12-26
172.67.164.19,phishing,2025-12-26
171.211.48.58,phishing,2025-12-26
172.67.175.218,phishing,2025-12-26
104.21.79.185,phishing,2025-12-26
104.21.80.126,phishing,2025-12-26
140.224.122.30,phishing,2025-12-26
172.67.168.97,phishing,2025-12-26
104.21.62.157,phishing,2025-12-26
218.91.231.229,phishing,2025-12-26
172.67.180.186,phishing,2025-12-26
112.192.188.161,phishing,2025-12-26
172.67.199.84,phishing,2025-12-26
104.21.72.40,phishing,2025-12-26
34.85.71.47,phishing,2025-12-26
104.21.60.89,phishing,2025-12-26
104.21.82.185,phishing,2025-12-26
91.195.240.123,"Lokibot,C2",2025-12-26
34.85.58.217,phishing,2025-12-26
34.84.27.4,phishing,2025-12-26
172.67.150.229,phishing,2025-12-26
172.67.150.121,phishing,2025-12-26
35.243.113.48,phishing,2025-12-26
104.21.46.246,phishing,2025-12-26
34.104.185.102,phishing,2025-12-26
104.21.53.30,phishing,2025-12-26
35.189.134.124,phishing,2025-12-26
136.110.78.36,phishing,2025-12-26
172.67.132.249,phishing,2025-12-26
104.21.36.69,phishing,2025-12-26
183.165.246.173,phishing,2025-12-26
172.67.208.132,phishing,2025-12-26
172.67.171.206,phishing,2025-12-26
123.189.115.142,phishing,2025-12-26
104.21.15.180,phishing,2025-12-26
172.67.205.47,phishing,2025-12-26
172.67.135.43,phishing,2025-12-26
115.226.249.178,phishing,2025-12-26
104.21.95.239,phishing,2025-12-26
172.67.192.221,phishing,2025-12-26
144.255.40.113,phishing,2025-12-26
104.21.63.14,phishing,2025-12-26
104.21.8.240,phishing,2025-12-26
104.21.17.121,phishing,2025-12-26
191.241.29.142,phishing,2025-12-26
47.236.93.103,phishing,2025-12-26
172.67.181.34,,2025-12-26
188.165.63.129,,2025-12-26
193.233.198.203,,2025-12-26
192.238.192.11,,2025-12-26
156.234.208.0,,2025-12-26
156.234.152.0,,2025-12-26
23.235.188.0,,2025-12-26
156.234.145.0,,2025-12-26
103.48.132.0,,2025-12-26
156.234.96.0,,2025-12-26
104.140.144.0,,2025-12-26
199.101.108.0,,2025-12-26
103.177.46.0,,2025-12-26
95.40.120.43,,2025-12-27
137.220.156.97,phishing,2025-12-28
172.67.199.19,,2025-12-28
178.17.59.117,"Njrat,C2",2025-12-28
199.101.108.0,RAT,2025-12-28
103.177.46.0,RAT,2025-12-28
156.234.96.0,RAT,2025-12-28
103.48.132.0,RAT,2025-12-28
156.234.152.0,RAT,2025-12-28
156.234.208.0,RAT,2025-12-28
156.234.145.0,RAT,2025-12-28
156.234.252.0,RAT,2025-12-28
103.41.6.0,RAT,2025-12-28
23.235.182.105,malware,2025-12-29
137.220.156.97,phishing,2025-12-29
157.254.165.172,,2025-12-29
193.9.30.24,phishing,2025-12-30
162.241.253.237,phishing,2025-12-30
34.97.249.74,phishing,2025-12-30
104.21.18.154,phishing,2025-12-30
172.67.187.178,phishing,2025-12-30
106.111.198.38,phishing,2025-12-30
172.67.158.32,phishing,2025-12-30
104.21.32.148,phishing,2025-12-30
34.97.54.237,phishing,2025-12-30
104.21.56.98,phishing,2025-12-30
220.167.173.6,phishing,2025-12-30
172.67.132.163,phishing,2025-12-30
104.21.60.101,phishing,2025-12-30
104.21.56.225,phishing,2025-12-30
172.67.141.244,phishing,2025-12-30
104.21.60.56,phishing,2025-12-30
172.67.131.212,phishing,2025-12-30
180.125.100.244,phishing,2025-12-30
172.67.172.24,phishing,2025-12-30
172.67.161.230,phishing,2025-12-30
218.71.51.161,phishing,2025-12-30
172.67.170.168,phishing,2025-12-30
172.67.204.251,phishing,2025-12-30
172.67.134.225,phishing,2025-12-30
218.91.32.214,phishing,2025-12-30
104.21.12.64,phishing,2025-12-30
172.67.183.179,phishing,2025-12-30
172.67.175.218,phishing,2025-12-30
113.242.238.34,phishing,2025-12-30
172.67.192.180,phishing,2025-12-30
172.67.147.11,phishing,2025-12-30
104.21.92.22,phishing,2025-12-30
140.250.91.174,phishing,2025-12-30
49.87.75.209,phishing,2025-12-30
172.67.184.254,phishing,2025-12-30
104.21.32.218,phishing,2025-12-30
172.67.129.206,phishing,2025-12-30
172.67.149.163,phishing,2025-12-30
114.103.80.196,phishing,2025-12-30
172.67.192.221,phishing,2025-12-30
115.226.234.10,phishing,2025-12-30
180.121.239.91,phishing,2025-12-30
172.67.130.234,phishing,2025-12-30
104.21.77.109,phishing,2025-12-30
115.208.35.215,phishing,2025-12-30
172.67.209.244,phishing,2025-12-30
172.67.139.239,phishing,2025-12-30
59.56.212.191,phishing,2025-12-30
172.67.150.148,phishing,2025-12-30
104.21.30.127,phishing,2025-12-30
114.230.68.123,phishing,2025-12-30
172.67.138.121,phishing,2025-12-30
104.21.28.181,phishing,2025-12-30
60.20.110.108,phishing,2025-12-30
172.67.139.54,phishing,2025-12-30
104.21.62.157,phishing,2025-12-30
175.155.182.71,phishing,2025-12-30
104.21.52.38,phishing,2025-12-30
172.67.171.43,phishing,2025-12-30
116.208.49.1,phishing,2025-12-30
113.76.40.242,phishing,2025-12-30
172.67.134.118,phishing,2025-12-30
172.67.169.188,phishing,2025-12-30
183.155.105.207,phishing,2025-12-30
104.21.4.122,phishing,2025-12-30
172.67.217.135,phishing,2025-12-30
172.67.222.191,phishing,2025-12-30
104.21.79.132,,2025-12-30
107.150.98.9,phishing,2025-12-30
213.199.56.71,malware,2025-12-30
194.15.113.210,,2025-12-30
156.234.96.0,C2,2025-12-30
103.48.132.0,C2,2025-12-30
156.234.152.0,C2,2025-12-30
156.234.208.0,C2,2025-12-30
156.234.145.0,C2,2025-12-30
156.234.252.0,C2,2025-12-30
103.41.6.0,C2,2025-12-30
199.101.108.0,C2,2025-12-30
23.235.188.0,C2,2025-12-30
156.234.216.0,C2,2025-12-30
185.39.19.96,NetSupportRAT,2025-12-30
172.86.105.49,,2025-12-30
95.215.108.158,,2025-12-30
45.142.193.144,NetSupport,2025-12-31
20.77.48.77,,2025-12-31
23.235.182.105,,2026-01-01
51.79.214.122,,2026-01-01
