ip,tags,date
108.167.149.240,,2026-01-22
92.53.96.165,,2026-01-22
89.46.110.75,,2026-01-22
188.114.96.0,phishing,2026-01-22
104.21.78.6,,2026-01-22
172.67.214.68,,2026-01-22
103.99.208.136,,2026-01-22
149.3.170.165,"APT,phishing,C2",2026-01-22
45.93.20.195,,2026-01-22
45.93.20.198,,2026-01-22
45.93.20.61,,2026-01-22
144.31.219.13,,2026-01-22
193.23.200.134,,2026-01-22
18.219.179.54,C2,2026-01-22
185.93.89.85,,2026-01-22
95.164.86.148,,2026-01-22
213.139.206.15,,2026-01-23
185.93.89.85,,2026-01-23
23.235.188.0,RAT,2026-01-23
156.234.208.0,RAT,2026-01-23
113.45.128.0,RAT,2026-01-23
207.56.192.0,RAT,2026-01-23
113.44.0.0,RAT,2026-01-23
148.178.32.0,RAT,2026-01-23
148.178.64.0,RAT,2026-01-23
113.45.0.0,RAT,2026-01-23
120.46.0.0,RAT,2026-01-23
149.50.96.98,,2026-01-23
178.130.46.8,,2026-01-24
172.236.14.20,,2026-01-24
172.236.23.65,,2026-01-24
52.78.83.90,,2026-01-24
46.245.90.67,,2026-01-24
158.94.210.242,,2026-01-24
165.22.225.218,,2026-01-24
39.81.66.204,,2026-01-24
138.199.53.239,,2026-01-24
179.61.223.49,,2026-01-24
195.133.88.86,,2026-01-24
179.61.223.50,,2026-01-24
192.109.200.95,"NanoCore,C2",2026-01-25
107.152.32.98,"NanoCore,C2",2026-01-25
196.251.107.104,"RedLine,C2",2026-01-25
185.241.208.150,"RedLine,C2",2026-01-25
35.152.251.238,,2026-01-25
83.136.211.187,BlueNoroff,2026-01-25
113.30.151.250,"malware,stealer",2026-01-25
172.241.31.224,,2026-01-25
149.56.106.131,,2026-01-25
45.227.253.59,,2026-01-26
213.209.159.175,stealer,2026-01-26
212.64.210.140,C2,2026-01-26
193.161.193.99,"Njrat,C2",2026-01-26
104.21.84.109,,2026-01-26
172.67.191.99,,2026-01-26
104.21.21.154,,2026-01-26
172.67.199.83,,2026-01-26
104.21.3.248,,2026-01-26
172.67.131.97,,2026-01-26
104.21.46.198,,2026-01-26
172.67.141.170,,2026-01-26
136.0.9.8,,2026-01-26
23.27.20.143,,2026-01-26
172.67.131.198,,2026-01-27
104.21.11.5,,2026-01-27
172.67.166.161,,2026-01-27
104.21.34.245,,2026-01-27
213.209.159.175,,2026-01-27
150.5.140.214,,2026-01-27
172.67.164.206,,2026-01-27
104.21.10.235,,2026-01-27
185.205.187.108,,2026-01-27
178.208.72.189,,2026-01-27
207.56.192.0,,2026-01-27
178.16.52.0,,2026-01-27
23.235.188.0,,2026-01-27
156.234.208.0,,2026-01-27
74.119.149.0,,2026-01-27
91.92.240.0,,2026-01-27
124.220.0.0,,2026-01-27
23.226.52.0,,2026-01-27
148.178.32.0,,2026-01-27
148.178.64.0,,2026-01-27
178.16.53.70,,2026-01-27
91.92.240.219,,2026-01-27
45.93.20.55,,2026-01-27
91.215.85.42,,2026-01-27
14.103.141.207,C2,2026-01-27
175.106.17.231,phishing,2026-01-28
46.254.8.125,phishing,2026-01-28
103.65.138.210,phishing,2026-01-28
184.171.244.129,phishing,2026-01-28
46.29.136.52,phishing,2026-01-28
172.67.158.113,,2026-01-28
104.21.66.97,,2026-01-28
43.165.70.97,,2026-01-28
104.21.36.229,,2026-01-28
172.67.200.201,,2026-01-28
185.11.61.84,stealer,2026-01-28
115.187.22.110,phishing,2026-01-28
174.136.230.21,phishing,2026-01-28
178.16.54.31,,2026-01-28
