ip,tags,date
137.220.156.97,phishing,2025-12-28
172.67.199.19,,2025-12-28
178.17.59.117,"Njrat,C2",2025-12-28
199.101.108.0,RAT,2025-12-28
103.177.46.0,RAT,2025-12-28
156.234.96.0,RAT,2025-12-28
103.48.132.0,RAT,2025-12-28
156.234.152.0,RAT,2025-12-28
156.234.208.0,RAT,2025-12-28
156.234.145.0,RAT,2025-12-28
156.234.252.0,RAT,2025-12-28
103.41.6.0,RAT,2025-12-28
23.235.182.105,malware,2025-12-29
137.220.156.97,phishing,2025-12-29
157.254.165.172,,2025-12-29
193.9.30.24,phishing,2025-12-30
162.241.253.237,phishing,2025-12-30
34.97.249.74,phishing,2025-12-30
104.21.18.154,phishing,2025-12-30
172.67.187.178,phishing,2025-12-30
106.111.198.38,phishing,2025-12-30
172.67.158.32,phishing,2025-12-30
104.21.32.148,phishing,2025-12-30
34.97.54.237,phishing,2025-12-30
104.21.56.98,phishing,2025-12-30
220.167.173.6,phishing,2025-12-30
172.67.132.163,phishing,2025-12-30
104.21.60.101,phishing,2025-12-30
104.21.56.225,phishing,2025-12-30
172.67.141.244,phishing,2025-12-30
104.21.60.56,phishing,2025-12-30
172.67.131.212,phishing,2025-12-30
180.125.100.244,phishing,2025-12-30
172.67.172.24,phishing,2025-12-30
172.67.161.230,phishing,2025-12-30
218.71.51.161,phishing,2025-12-30
172.67.170.168,phishing,2025-12-30
172.67.204.251,phishing,2025-12-30
172.67.134.225,phishing,2025-12-30
218.91.32.214,phishing,2025-12-30
104.21.12.64,phishing,2025-12-30
172.67.183.179,phishing,2025-12-30
172.67.175.218,phishing,2025-12-30
113.242.238.34,phishing,2025-12-30
172.67.192.180,phishing,2025-12-30
172.67.147.11,phishing,2025-12-30
104.21.92.22,phishing,2025-12-30
140.250.91.174,phishing,2025-12-30
49.87.75.209,phishing,2025-12-30
172.67.184.254,phishing,2025-12-30
104.21.32.218,phishing,2025-12-30
172.67.129.206,phishing,2025-12-30
172.67.149.163,phishing,2025-12-30
114.103.80.196,phishing,2025-12-30
172.67.192.221,phishing,2025-12-30
115.226.234.10,phishing,2025-12-30
180.121.239.91,phishing,2025-12-30
172.67.130.234,phishing,2025-12-30
104.21.77.109,phishing,2025-12-30
115.208.35.215,phishing,2025-12-30
172.67.209.244,phishing,2025-12-30
172.67.139.239,phishing,2025-12-30
59.56.212.191,phishing,2025-12-30
172.67.150.148,phishing,2025-12-30
104.21.30.127,phishing,2025-12-30
114.230.68.123,phishing,2025-12-30
172.67.138.121,phishing,2025-12-30
104.21.28.181,phishing,2025-12-30
60.20.110.108,phishing,2025-12-30
172.67.139.54,phishing,2025-12-30
104.21.62.157,phishing,2025-12-30
175.155.182.71,phishing,2025-12-30
104.21.52.38,phishing,2025-12-30
172.67.171.43,phishing,2025-12-30
116.208.49.1,phishing,2025-12-30
113.76.40.242,phishing,2025-12-30
172.67.134.118,phishing,2025-12-30
172.67.169.188,phishing,2025-12-30
183.155.105.207,phishing,2025-12-30
104.21.4.122,phishing,2025-12-30
172.67.217.135,phishing,2025-12-30
172.67.222.191,phishing,2025-12-30
104.21.79.132,,2025-12-30
107.150.98.9,phishing,2025-12-30
213.199.56.71,malware,2025-12-30
194.15.113.210,,2025-12-30
156.234.96.0,C2,2025-12-30
103.48.132.0,C2,2025-12-30
156.234.152.0,C2,2025-12-30
156.234.208.0,C2,2025-12-30
156.234.145.0,C2,2025-12-30
156.234.252.0,C2,2025-12-30
103.41.6.0,C2,2025-12-30
199.101.108.0,C2,2025-12-30
23.235.188.0,C2,2025-12-30
156.234.216.0,C2,2025-12-30
185.39.19.96,NetSupportRAT,2025-12-30
172.86.105.49,,2025-12-30
95.215.108.158,,2025-12-30
45.142.193.144,NetSupport,2025-12-31
20.77.48.77,,2025-12-31
23.235.182.105,,2026-01-01
51.79.214.122,,2026-01-01
156.234.96.0,,2026-01-01
103.48.132.0,,2026-01-01
156.234.152.0,,2026-01-01
156.234.208.0,,2026-01-01
156.234.145.0,,2026-01-01
156.234.252.0,,2026-01-01
103.41.6.0,,2026-01-01
156.234.216.0,,2026-01-01
23.235.188.0,,2026-01-01
217.119.139.117,stealer,2026-01-02
144.172.114.238,,2026-01-02
193.36.38.2,,2026-01-02
185.126.67.49,,2026-01-02
57.158.26.42,,2026-01-02
148.251.238.243,C2,2026-01-02
212.193.31.102,C2,2026-01-02
193.36.38.2,,2026-01-03
158.94.210.11,,2026-01-03
20.60.172.129,,2026-01-03
