url,last_online,threat,tags,ip
http://115.57.192.139:49190/i,2026-01-28,malware_download,"32-bit,elf,mips,Mozi",115.57.192.139
http://130.12.180.43/files/drum/monk.exe,2026-01-28,malware_download,"c2-monitor-auto,dropped-by-amadey,Stealc",130.12.180.43
http://117.209.92.67:59591/i,2026-01-28,malware_download,"32-bit,elf,mips,Mozi",117.209.92.67
http://217.24.176.168:33058/i,2026-01-28,malware_download,"32-bit,elf,mips,Mozi",217.24.176.168
http://117.209.92.67:59591/bin.sh,2026-01-28,malware_download,"32-bit,elf,mips,Mozi",117.209.92.67
http://115.55.192.171:58817/bin.sh,2026-01-28,malware_download,"32-bit,elf,mips,Mozi",115.55.192.171
http://27.33.225.183:36345/i,2026-01-28,malware_download,"32-bit,elf,mips,Mozi",27.33.225.183
http://115.48.141.198:40340/i,2026-01-28,malware_download,"32-bit,elf,mips,Mozi",115.48.141.198
http://115.48.141.198:40340/bin.sh,2026-01-28,malware_download,"32-bit,elf,mips,Mozi",115.48.141.198
http://42.239.143.123:51923/i,2026-01-28,malware_download,"32-bit,elf,mips,Mozi",42.239.143.123
https://pub-8f57965f8599440e97ac52dbcca4fc58.r2.dev/Sqveiqrgbuniasncoigenr.zip,2026-01-28,malware_download,"Malgent,Trojan:Win32/Malgent!MSR",
https://mgtms.cc/direct/Win_Driver_SSL_support_v43.22.209.44.exe,2026-01-28,malware_download,"exe,SalatStealer",
https://mgtms.cc/direct/Printer_Driver_SSL_support_v43.22.209.99.exe,2026-01-28,malware_download,"CoinMiner,exe",
https://raw.githubusercontent.com/EtMathew/brainrot-script-roblox/main/juxtamarine/brainrot-script-roblox-unblenchingly.zip,2026-01-28,malware_download,"fake-git,github,LuaLoader,SmartLoader,zip",
http://217.24.176.168:33058/bin.sh,2026-01-28,malware_download,"32-bit,elf,mips,Mozi",217.24.176.168
http://110.37.39.88:49682/i,2026-01-28,malware_download,"32-bit,arm,elf,mirai,Mozi",110.37.39.88
http://130.12.180.43/files/7154568111/QYfsVxm.exe,2026-01-28,malware_download,"dropped-by-amadey,fbf543,MaskGramStealer",130.12.180.43
http://27.33.225.183:36345/bin.sh,2026-01-28,malware_download,"32-bit,elf,mips,Mozi",27.33.225.183
http://130.12.180.43/files/6691015685/bEKVmef.exe,2026-01-28,malware_download,"c2-monitor-auto,dropped-by-amadey",130.12.180.43
http://110.39.255.247:36101/i,2026-01-28,malware_download,"32-bit,elf,mips,Mozi",110.39.255.247
http://115.50.27.118:46940/bin.sh,2026-01-28,malware_download,"32-bit,elf,mips,Mozi",115.50.27.118
http://115.56.57.239:49180/i,2026-01-28,malware_download,"32-bit,elf,mips,Mozi",115.56.57.239
http://175.148.188.65:53180/i,2026-01-28,malware_download,"32-bit,elf,mips,Mozi",175.148.188.65
http://222.134.163.21:53101/i,2026-01-28,malware_download,"32-bit,elf,mips,Mozi",222.134.163.21
http://110.37.83.168:52003/i,2026-01-28,malware_download,"32-bit,elf,mips,Mozi",110.37.83.168
http://110.39.246.127:35477/i,2026-01-28,malware_download,"32-bit,elf,mips,Mozi",110.39.246.127
http://115.57.234.30:41036/i,2026-01-28,malware_download,"32-bit,elf,mips,Mozi",115.57.234.30
http://222.134.163.21:53101/bin.sh,2026-01-28,malware_download,"32-bit,elf,mips,Mozi",222.134.163.21
http://115.56.57.239:49180/bin.sh,2026-01-28,malware_download,"32-bit,elf,mips,Mozi",115.56.57.239
http://110.39.246.127:35477/bin.sh,2026-01-28,malware_download,"32-bit,elf,mips,Mozi",110.39.246.127
http://115.57.234.30:41036/bin.sh,2026-01-28,malware_download,"32-bit,elf,mips,Mozi",115.57.234.30
http://115.57.241.80:56183/i,2026-01-28,malware_download,"32-bit,elf,mips,Mozi",115.57.241.80
http://115.59.228.151:52593/i,2026-01-28,malware_download,"32-bit,elf,mips,Mozi",115.59.228.151
http://221.15.196.227:55948/i,2026-01-28,malware_download,"32-bit,elf,mips,Mozi",221.15.196.227
http://115.57.241.80:56183/bin.sh,2026-01-28,malware_download,"32-bit,elf,mips,Mozi",115.57.241.80
http://115.52.31.18:34606/i,2026-01-28,malware_download,"32-bit,elf,Mozi",115.52.31.18
http://110.37.37.105:47757/i,2026-01-28,malware_download,"32-bit,elf,Mozi",110.37.37.105
http://60.18.110.49:56527/i,2026-01-28,malware_download,"32-bit,elf,Mozi",60.18.110.49
http://125.41.230.124:57682/i,2026-01-28,malware_download,"32-bit,elf,Mozi",125.41.230.124
http://78.161.193.73:52970/i,2026-01-28,malware_download,"32-bit,elf,Mozi",78.161.193.73
http://42.239.190.107:36462/i,2026-01-28,malware_download,"32-bit,elf,Mozi",42.239.190.107
http://110.37.40.215:40116/i,2026-01-28,malware_download,"32-bit,elf,Mozi",110.37.40.215
http://182.116.21.161:45755/i,2026-01-28,malware_download,"32-bit,elf,Mozi",182.116.21.161
http://110.39.225.86:52733/i,2026-01-28,malware_download,"32-bit,elf,Mozi",110.39.225.86
http://42.177.222.206:56401/i,2026-01-28,malware_download,"32-bit,elf,Mozi",42.177.222.206
http://123.12.193.64:41852/i,2026-01-28,malware_download,"32-bit,elf,Mozi",123.12.193.64
http://110.39.248.117:46867/i,2026-01-28,malware_download,"32-bit,elf,Mozi",110.39.248.117
http://125.41.141.140:41230/i,2026-01-28,malware_download,"32-bit,elf,Mozi",125.41.141.140
http://91.219.237.175/m4dfhweEw/Plugins/cred64.dll,2026-01-28,malware_download,"Amadey,cred64.dll,dropped-by-amadey,f397a7,plugin",91.219.237.175
http://42.180.35.224:33865/i,2026-01-28,malware_download,"32-bit,elf,Mozi",42.180.35.224
http://39.88.1.255:34110/i,2026-01-28,malware_download,"32-bit,elf,Mozi",39.88.1.255
http://91.219.237.175/m4dfhweEw/Plugins/cred.dll,2026-01-28,malware_download,"Amadey,cred.dll,dropped-by-amadey,f397a7,plugin",91.219.237.175
http://110.37.72.176:32982/bin.sh,2026-01-28,malware_download,"32-bit,elf,mips,Mozi",110.37.72.176
http://221.15.196.227:55948/bin.sh,2026-01-28,malware_download,"32-bit,elf,mips,Mozi",221.15.196.227
http://175.173.142.223:44850/bin.sh,2026-01-28,malware_download,"32-bit,elf,mips,Mozi",175.173.142.223
http://175.148.165.163:49127/bin.sh,2026-01-28,malware_download,"32-bit,elf,mips,Mozi",175.148.165.163
http://42.233.107.34:34885/i,2026-01-28,malware_download,"32-bit,elf,mips,Mozi",42.233.107.34
http://42.233.107.34:34885/bin.sh,2026-01-28,malware_download,"32-bit,elf,mips,Mozi",42.233.107.34
http://110.37.39.234:41918/i,2026-01-28,malware_download,"32-bit,arm,elf,mirai,Mozi",110.37.39.234
http://59.97.182.112:55896/i,2026-01-28,malware_download,"32-bit,elf,mips,Mozi",59.97.182.112
http://123.5.150.52:46502/bin.sh,2026-01-28,malware_download,"32-bit,elf,mips,Mozi",123.5.150.52
http://110.39.233.226:46088/i,2026-01-28,malware_download,"32-bit,elf,mips,Mozi",110.39.233.226
http://125.47.215.170:60700/bin.sh,2026-01-28,malware_download,"32-bit,elf,mips,Mozi",125.47.215.170
http://202.1.26.13:55598/i,2026-01-28,malware_download,"32-bit,elf,mips,Mozi",202.1.26.13
http://110.36.70.223:45181/i,2026-01-28,malware_download,"32-bit,elf,mips,Mozi",110.36.70.223
http://182.121.106.51:32934/i,2026-01-28,malware_download,"32-bit,elf,mips,Mozi",182.121.106.51
http://182.121.106.171:52983/i,2026-01-28,malware_download,"32-bit,elf,mips,Mozi",182.121.106.171
http://202.1.26.13:55598/bin.sh,2026-01-28,malware_download,"32-bit,elf,mips,Mozi",202.1.26.13
http://110.36.70.223:45181/bin.sh,2026-01-28,malware_download,"32-bit,elf,mips,Mozi",110.36.70.223
http://175.148.152.114:44833/bin.sh,2026-01-28,malware_download,"32-bit,elf,mips,Mozi",175.148.152.114
http://182.121.106.171:52983/bin.sh,2026-01-28,malware_download,"32-bit,elf,mips,Mozi",182.121.106.171
http://151.77.78.55:26181/.i,2026-01-28,malware_download,hajime,151.77.78.55
http://115.50.183.174:51135/i,2026-01-28,malware_download,"32-bit,elf,mips,Mozi",115.50.183.174
http://112.27.199.101:55209/bin.sh,2026-01-28,malware_download,"32-bit,arm,elf,mirai,Mozi",112.27.199.101
http://42.224.7.15:38078/i,2026-01-28,malware_download,"32-bit,elf,mips,Mozi",42.224.7.15
http://110.37.27.46:50985/i,2026-01-28,malware_download,"32-bit,elf,mips,Mozi",110.37.27.46
http://42.86.66.47:43018/i,2026-01-28,malware_download,"32-bit,elf,mips,Mozi",42.86.66.47
http://115.50.183.174:51135/bin.sh,2026-01-28,malware_download,"32-bit,elf,mips,Mozi",115.50.183.174
http://110.37.27.46:50985/bin.sh,2026-01-28,malware_download,"32-bit,elf,mips,Mozi",110.37.27.46
http://42.228.103.240:57707/i,2026-01-28,malware_download,"32-bit,elf,mips,Mozi",42.228.103.240
http://113.239.244.72:47269/bin.sh,2026-01-28,malware_download,"32-bit,elf,mips,Mozi",113.239.244.72
http://115.49.2.54:35066/i,2026-01-28,malware_download,"32-bit,elf,mips,Mozi",115.49.2.54
http://177.71.55.210:47249/bin.sh,2026-01-28,malware_download,"32-bit,elf,mips,Mozi",177.71.55.210
http://119.167.5.30:49487/i,2026-01-28,malware_download,"32-bit,elf,mips,Mozi",119.167.5.30
http://42.230.36.172:60929/i,2026-01-28,malware_download,"32-bit,elf,mips,Mozi",42.230.36.172
http://110.37.9.23:32778/bin.sh,2026-01-28,malware_download,"32-bit,elf,mips,Mozi",110.37.9.23
http://42.230.36.172:60929/bin.sh,2026-01-28,malware_download,"32-bit,elf,mips,Mozi",42.230.36.172
http://42.228.103.240:57707/bin.sh,2026-01-28,malware_download,"32-bit,elf,mips,Mozi",42.228.103.240
http://110.39.236.58:38866/i,2026-01-28,malware_download,"32-bit,elf,mips,Mozi",110.39.236.58
http://119.167.5.30:49487/bin.sh,2026-01-28,malware_download,"32-bit,elf,mips,Mozi",119.167.5.30
http://221.1.224.61:34652/i,2026-01-28,malware_download,"32-bit,elf,mips,Mozi",221.1.224.61
http://110.39.236.58:38866/bin.sh,2026-01-28,malware_download,"32-bit,elf,mips,Mozi",110.39.236.58
http://221.1.224.61:34652/bin.sh,2026-01-28,malware_download,"32-bit,elf,mips,Mozi",221.1.224.61
http://115.54.187.225:37375/bin.sh,2026-01-28,malware_download,"32-bit,elf,mips,Mozi",115.54.187.225
http://115.57.184.117:47605/bin.sh,2026-01-28,malware_download,"32-bit,arm,elf,mirai,Mozi",115.57.184.117
http://42.7.236.142:52376/i,2026-01-28,malware_download,"32-bit,elf,mips,Mozi",42.7.236.142
http://110.36.70.128:40497/i,2026-01-28,malware_download,"32-bit,elf,mips,Mozi",110.36.70.128
http://182.119.92.25:47867/i,2026-01-28,malware_download,"32-bit,elf,mips,Mozi",182.119.92.25
http://42.233.143.199:37273/bin.sh,2026-01-28,malware_download,"32-bit,elf,mips,Mozi",42.233.143.199
http://112.239.98.58:34049/bin.sh,2026-01-28,malware_download,"32-bit,elf,mips,Mozi",112.239.98.58
http://182.119.92.25:47867/bin.sh,2026-01-28,malware_download,"32-bit,elf,mips,Mozi",182.119.92.25
http://110.36.70.128:40497/bin.sh,2026-01-28,malware_download,"32-bit,elf,mips,Mozi",110.36.70.128
http://113.230.116.160:55365/i,2026-01-28,malware_download,"32-bit,elf,mips,Mozi",113.230.116.160
http://60.23.238.134:47295/bin.sh,2026-01-28,malware_download,"32-bit,elf,mips,Mozi",60.23.238.134
http://61.53.119.80:43935/i,2026-01-28,malware_download,"32-bit,elf,mips,Mozi",61.53.119.80
http://61.53.119.80:43935/bin.sh,2026-01-28,malware_download,"32-bit,elf,mips,Mozi",61.53.119.80
http://39.71.231.194:44588/i,2026-01-28,malware_download,"32-bit,elf,Mozi",39.71.231.194
http://115.55.227.45:37405/i,2026-01-28,malware_download,"32-bit,elf,Mozi",115.55.227.45
http://110.182.236.7:33933/i,2026-01-28,malware_download,"32-bit,elf,mirai,Mozi",110.182.236.7
http://91.92.129.166:55859/Mozi.a,2026-01-28,malware_download,"32-bit,elf,hajime,Mozi",91.92.129.166
http://110.37.37.136:48737/i,2026-01-28,malware_download,"32-bit,elf,mips,Mozi",110.37.37.136
http://42.177.196.127:51441/i,2026-01-28,malware_download,"32-bit,elf,mips,Mozi",42.177.196.127
