url,last_online,threat,tags,ip
https://sunny-day1.zom2lirex.in.net/05fe317c-0981-4de2-bc8a-930d369db441/ck-3d80df5d12cdfe6450a782fc87bf66b444.google,2026-04-22,malware_download,ClearFake,
http://123.12.172.238:49871/bin.sh,2026-04-22,malware_download,"32-bit,arm,elf,Mozi",123.12.172.238
https://best-look6.bovla5xel.in.net/05fe317c-0981-4de2-bc8a-930d369db441/ck-3d80df5d12cdfe6450a782fc87bf66b444.google,2026-04-22,malware_download,ClearFake,
https://new-style5.bovla5xel.in.net/05fe317c-0981-4de2-bc8a-930d369db441/ck-3d80df5d12cdfe6450a782fc87bf66b444.google,2026-04-22,malware_download,ClearFake,
http://182.113.41.59:54008/i,2026-04-22,malware_download,"32-bit,elf,mips,Mozi",182.113.41.59
http://115.57.205.52:48665/bin.sh,2026-04-22,malware_download,"32-bit,elf,mips,Mozi",115.57.205.52
https://warm-co-at4.bovla5xel.in.net/05fe317c-0981-4de2-bc8a-930d369db441/ck-3d80df5d12cdfe6450a782fc87bf66b444.google,2026-04-22,malware_download,ClearFake,
http://115.56.159.73:48034/i,2026-04-22,malware_download,"32-bit,elf,mips,Mozi",115.56.159.73
https://long-belt3.bovla5xel.in.net/05fe317c-0981-4de2-bc8a-930d369db441/ck-3d80df5d12cdfe6450a782fc87bf66b444.google,2026-04-22,malware_download,ClearFake,
http://42.231.93.254:45476/bin.sh,2026-04-22,malware_download,"32-bit,elf,mips,Mozi",42.231.93.254
http://144.91.86.92/luxzzxzzx/luxzz.aarch64,2026-04-22,malware_download,"144-91-86-92,mirai,opendir,ua-wget",144.91.86.92
http://144.91.86.92/luxzzxzzx/luxzz.arm5,2026-04-22,malware_download,"144-91-86-92,mirai,opendir,ua-wget",144.91.86.92
http://144.91.86.92/luxzzxzzx/luxzz.x86_64,2026-04-22,malware_download,"144-91-86-92,mirai,opendir,ua-wget",144.91.86.92
http://144.91.86.92/luxzzxzzx/luxzz.mips,2026-04-22,malware_download,"144-91-86-92,mirai,opendir,ua-wget",144.91.86.92
http://144.91.86.92/luxzzxzzx/luxzz.x86,2026-04-22,malware_download,"144-91-86-92,mirai,opendir,ua-wget",144.91.86.92
http://144.91.86.92/luxzzxzzx/luxzz.mpsl,2026-04-22,malware_download,"144-91-86-92,mirai,opendir,ua-wget",144.91.86.92
http://144.91.86.92/luxzzxzzx/luxzz.arm,2026-04-22,malware_download,"144-91-86-92,mirai,opendir,ua-wget",144.91.86.92
http://144.91.86.92/luxzzxzzx/luxzz.arm6,2026-04-22,malware_download,"144-91-86-92,mirai,opendir,ua-wget",144.91.86.92
http://144.91.86.92/luxzzxzzx/luxzz.m68k,2026-04-22,malware_download,"144-91-86-92,mirai,opendir,ua-wget",144.91.86.92
http://144.91.86.92/luxzzxzzx/debug,2026-04-22,malware_download,"144-91-86-92,opendir,ua-wget",144.91.86.92
http://144.91.86.92/luxzzxzzx/luxzz.spc,2026-04-22,malware_download,"144-91-86-92,mirai,opendir,ua-wget",144.91.86.92
http://144.91.86.92/luxzzxzzx/luxzz.i686,2026-04-22,malware_download,"144-91-86-92,mirai,opendir,ua-wget",144.91.86.92
http://144.91.86.92/luxzzxzzx/luxzz.sh4,2026-04-22,malware_download,"144-91-86-92,mirai,opendir,ua-wget",144.91.86.92
http://144.91.86.92/luxzzxzzx/luxzz.ppc,2026-04-22,malware_download,"144-91-86-92,mirai,opendir,ua-wget",144.91.86.92
http://144.91.86.92/luxzzxzzx/luxzz.arc,2026-04-22,malware_download,"144-91-86-92,opendir,ua-wget",144.91.86.92
http://125.41.220.17:52150/i,2026-04-22,malware_download,"32-bit,elf,mips,Mozi",125.41.220.17
https://white-shirt2.bovla5xel.in.net/05fe317c-0981-4de2-bc8a-930d369db441/ck-3d80df5d12cdfe6450a782fc87bf66b444.google,2026-04-22,malware_download,ClearFake,
http://125.113.148.179:39635/bin.sh,2026-04-22,malware_download,"32-bit,arm,elf,mirai,Mozi",125.113.148.179
http://38.76.199.154:8888/pro_stager.exe,2026-04-22,malware_download,"38-76-199-154-8888,opendir,ua-wget",38.76.199.154
http://38.76.199.154:8888/pro_payload.exe,2026-04-22,malware_download,"38-76-199-154-8888,opendir,ua-wget",38.76.199.154
http://38.76.199.154:8888/payload_exe,2026-04-22,malware_download,"38-76-199-154-8888,opendir,ua-wget",38.76.199.154
http://38.76.199.154:8888/payload.exe,2026-04-22,malware_download,"38-76-199-154-8888,opendir,ua-wget",38.76.199.154
http://38.76.199.154:8888/payload.elf,2026-04-22,malware_download,"38-76-199-154-8888,opendir,ua-wget",38.76.199.154
https://black-hat1.bovla5xel.in.net/05fe317c-0981-4de2-bc8a-930d369db441/ck-3d80df5d12cdfe6450a782fc87bf66b444.google,2026-04-22,malware_download,ClearFake,
http://144.91.86.92/luxzzxzzx/luxzz.arm7,2026-04-22,malware_download,mirai,144.91.86.92
http://208.84.100.209/wget.sh,2026-04-22,malware_download,mirai,208.84.100.209
https://purewater6.de1xorin.in.net/05fe317c-0981-4de2-bc8a-930d369db441/ck-3d80df5d12cdfe6450a782fc87bf66b444.google,2026-04-22,malware_download,ClearFake,
http://42.6.65.240:60301/bin.sh,2026-04-22,malware_download,"32-bit,elf,mips,Mozi",42.6.65.240
https://cool-mi-lk5.de1xorin.in.net/05fe317c-0981-4de2-bc8a-930d369db441/ck-3d80df5d12cdfe6450a782fc87bf66b444.google,2026-04-22,malware_download,ClearFake,
