url,last_online,threat,tags,ip
http://182.114.192.118:58315/bin.sh,2025-12-30,malware_download,"32-bit,elf,mips,Mozi",182.114.192.118
http://182.116.118.205:44657/bin.sh,2025-12-30,malware_download,"32-bit,elf,mips,Mozi",182.116.118.205
http://1.181.224.211:43395/i,2025-12-30,malware_download,"32-bit,arm,elf,mirai,Mozi",1.181.224.211
http://182.112.136.164:33370/i,2025-12-30,malware_download,"32-bit,elf,mips,Mozi",182.112.136.164
http://125.41.174.37:45241/i,2025-12-30,malware_download,"32-bit,elf,mips,Mozi",125.41.174.37
http://60.23.75.123:35210/bin.sh,2025-12-30,malware_download,"32-bit,elf,mips,Mozi",60.23.75.123
http://123.12.28.255:35815/bin.sh,2025-12-30,malware_download,"32-bit,elf,mips,Mozi",123.12.28.255
http://113.230.52.102:38797/i,2025-12-30,malware_download,"32-bit,elf,mips,Mozi",113.230.52.102
http://1.181.224.211:43395/bin.sh,2025-12-30,malware_download,"32-bit,arm,elf,mirai,Mozi",1.181.224.211
http://125.41.174.37:45241/bin.sh,2025-12-30,malware_download,"32-bit,elf,mips,Mozi",125.41.174.37
http://185.221.199.159/m-p.s-l.Sakura,2025-12-30,malware_download,"elf,gafgyt,ua-wget",185.221.199.159
http://185.221.199.34/x-8.6-.Sakura,2025-12-30,malware_download,"elf,gafgyt,ua-wget",185.221.199.34
http://185.221.199.159/a-r.m-5.Sakura,2025-12-30,malware_download,"elf,gafgyt,ua-wget",185.221.199.159
http://185.221.199.159/a-r.m-7.Sakura,2025-12-30,malware_download,"elf,gafgyt,ua-wget",185.221.199.159
http://185.221.199.159/i-5.8-6.Sakura,2025-12-30,malware_download,"elf,gafgyt,ua-wget",185.221.199.159
http://185.221.199.159/a-r.m-6.Sakura,2025-12-30,malware_download,"elf,gafgyt,ua-wget",185.221.199.159
http://185.221.199.159/x-3.2-.Sakura,2025-12-30,malware_download,"elf,gafgyt,ua-wget",185.221.199.159
http://185.221.199.159/m-6.8-k.Sakura,2025-12-30,malware_download,"elf,gafgyt,ua-wget",185.221.199.159
http://61.52.187.15:48876/i,2025-12-30,malware_download,"32-bit,elf,mips,Mozi",61.52.187.15
http://185.221.199.159/s-h.4-.Sakura,2025-12-30,malware_download,"elf,gafgyt,ua-wget",185.221.199.159
http://185.221.199.34/p-p.c-.Sakura,2025-12-30,malware_download,"elf,gafgyt,ua-wget",185.221.199.34
http://185.221.199.34/a-r.m-6.Sakura,2025-12-30,malware_download,"elf,gafgyt,ua-wget",185.221.199.34
http://185.221.199.159/m-i.p-s.Sakura,2025-12-30,malware_download,"elf,mirai,ua-wget",185.221.199.159
http://185.221.199.159/p-p.c-.Sakura,2025-12-30,malware_download,"elf,gafgyt,ua-wget",185.221.199.159
http://185.221.199.34/m-p.s-l.Sakura,2025-12-30,malware_download,"elf,gafgyt,ua-wget",185.221.199.34
http://185.221.199.34/m-6.8-k.Sakura,2025-12-30,malware_download,"elf,gafgyt,ua-wget",185.221.199.34
http://185.221.199.34/m-i.p-s.Sakura,2025-12-30,malware_download,"elf,gafgyt,ua-wget",185.221.199.34
http://185.221.199.159/x-8.6-.Sakura,2025-12-30,malware_download,"elf,gafgyt,ua-wget",185.221.199.159
http://163.142.77.130:43810/i,2025-12-30,malware_download,"32-bit,elf,mips,Mozi",163.142.77.130
http://113.230.52.102:38797/bin.sh,2025-12-30,malware_download,"32-bit,elf,mips,Mozi",113.230.52.102
http://182.121.73.114:33423/i,2025-12-30,malware_download,"32-bit,elf,mips,Mozi",182.121.73.114
http://61.53.135.191:40102/bin.sh,2025-12-30,malware_download,"32-bit,elf,mips,Mozi",61.53.135.191
http://27.207.204.242:32932/bin.sh,2025-12-30,malware_download,"32-bit,elf,mips,Mozi",27.207.204.242
http://176.226.169.74:59730/i,2025-12-30,malware_download,"32-bit,elf,mips,Mozi",176.226.169.74
http://123.14.121.19:51729/i,2025-12-30,malware_download,"32-bit,elf,mips,Mozi",123.14.121.19
http://123.5.252.120:55081/i,2025-12-30,malware_download,"32-bit,elf,mips,Mozi",123.5.252.120
http://202.107.99.60:50756/i,2025-12-30,malware_download,"32-bit,elf,mips,Mozi",202.107.99.60
http://110.37.104.15:43029/i,2025-12-30,malware_download,"32-bit,elf,mips,Mozi",110.37.104.15
http://42.224.126.111:38184/i,2025-12-30,malware_download,"32-bit,elf,mips,Mozi",42.224.126.111
http://176.226.169.74:59730/bin.sh,2025-12-30,malware_download,"32-bit,elf,mips,Mozi",176.226.169.74
http://196.189.96.59:52347/i,2025-12-30,malware_download,"32-bit,arm,elf,mirai,Mozi",196.189.96.59
http://202.107.99.60:50756/bin.sh,2025-12-30,malware_download,"32-bit,elf,mips,Mozi",202.107.99.60
http://123.5.252.120:55081/bin.sh,2025-12-30,malware_download,"32-bit,elf,mips,Mozi",123.5.252.120
http://115.61.113.184:46012/i,2025-12-30,malware_download,"32-bit,elf,mips,Mozi",115.61.113.184
http://112.248.141.155:41781/bin.sh,2025-12-30,malware_download,"32-bit,elf,mips,Mozi",112.248.141.155
http://42.224.126.111:38184/bin.sh,2025-12-30,malware_download,"32-bit,elf,mips,Mozi",42.224.126.111
http://115.52.30.32:34417/bin.sh,2025-12-30,malware_download,"32-bit,elf,mips,Mozi",115.52.30.32
