ip	tag
103.30.87.130	7777 Botnet
47.242.51.181	Ares RAT C2
94.154.35.73	AsyncRAT
172.94.36.171	AsyncRAT
164.68.120.30	AsyncRAT
107.155.68.162	AsyncRAT
157.20.182.24	AsyncRAT
45.152.243.178	AsyncRAT
95.9.236.210	AsyncRAT
191.93.118.254	AsyncRAT
157.20.182.9	AsyncRAT
157.20.182.25	AsyncRAT
82.65.19.134	AsyncRAT
45.81.23.27	AsyncRAT
157.20.182.28	AsyncRAT
157.20.182.18	AsyncRAT
188.216.158.167	AsyncRAT
195.3.223.146	AsyncRAT
157.20.182.29	AsyncRAT
89.116.164.107	AsyncRAT
195.66.215.248	AsyncRAT
178.16.53.119	AsyncRAT
178.16.54.222	AsyncRAT
158.94.208.206	AsyncRAT
5.253.86.251	BitRAT
196.251.100.50	BlackNet Botnet
196.251.100.52	BlackNet Botnet
3.114.19.102	Brute Ratel C4
57.182.184.49	Brute Ratel C4
109.115.89.31	Brute Ratel C4
2.44.116.198	Brute Ratel C4
199.241.1.213	BurpSuite
96.126.108.228	BurpSuite
113.44.91.210	BurpSuite
35.163.42.224	BurpSuite
161.35.24.145	BurpSuite
5.2.72.106	BurpSuite
46.249.102.41	BurpSuite
154.8.205.73	BurpSuite
168.138.208.253	BurpSuite
139.59.138.247	BurpSuite
195.201.175.76	BurpSuite
8.130.107.10	BurpSuite
47.98.125.4	BurpSuite
95.179.211.228	BurpSuite
157.90.74.12	BurpSuite
199.241.1.214	BurpSuite
154.83.13.187	BurpSuite
185.165.169.222	BurpSuite
8.134.18.3	BurpSuite
117.72.62.2	BurpSuite
83.147.241.206	BurpSuite
35.219.127.45	BurpSuite
156.238.233.41	BurpSuite
47.102.108.176	BurpSuite
51.89.84.155	BurpSuite
3.110.153.212	BurpSuite
43.167.199.62	BurpSuite
35.153.59.29	BurpSuite
92.38.48.140	BurpSuite
112.124.47.226	BurpSuite
198.144.179.122	BurpSuite
157.7.114.235	BurpSuite
157.230.107.196	BurpSuite
38.102.85.20	BurpSuite
5.161.72.214	BurpSuite
107.173.154.73	BurpSuite
52.36.65.182	BurpSuite
44.202.35.26	BurpSuite
131.186.57.140	BurpSuite
113.45.177.191	BurpSuite
199.241.1.215	BurpSuite
150.136.136.192	BurpSuite
18.132.177.238	BurpSuite
117.72.217.36	BurpSuite
194.163.189.143	BurpSuite
52.199.82.99	BurpSuite
47.106.179.48	BurpSuite
47.239.253.213	BurpSuite
162.250.190.93	BurpSuite
119.23.43.3	BurpSuite
47.107.127.173	BurpSuite
81.200.146.35	BurpSuite
157.230.21.24	BurpSuite
120.79.88.89	BurpSuite
93.179.115.149	BurpSuite
49.234.50.217	BurpSuite
44.239.165.208	BurpSuite
8.134.147.233	BurpSuite
47.76.163.238	BurpSuite
144.34.179.37	BurpSuite
192.18.131.107	BurpSuite
13.234.18.168	BurpSuite
8.137.62.229	BurpSuite
108.61.81.4	BurpSuite
163.192.60.217	BurpSuite
192.175.22.188	BurpSuite
90.156.225.193	BurpSuite
149.104.0.202	BurpSuite
43.128.107.228	BurpSuite
45.77.76.222	BurpSuite
34.215.155.85	BurpSuite
95.110.142.86	BurpSuite
60.204.231.70	BurpSuite
113.45.207.44	BurpSuite
43.163.233.138	BurpSuite
120.79.153.55	BurpSuite
8.155.52.126	BurpSuite
120.27.241.98	BurpSuite
47.94.22.128	BurpSuite
52.14.64.7	BurpSuite
172.105.73.93	BurpSuite
80.249.147.184	BurpSuite
20.198.10.217	BurpSuite
118.121.45.54	BurpSuite
4.225.50.39	BurpSuite
45.55.2.111	BurpSuite
182.92.159.22	BurpSuite
120.46.70.199	BurpSuite
15.236.205.206	BurpSuite
118.121.45.144	BurpSuite
155.248.230.134	BurpSuite
2604:a880:1:20::264:4001	BurpSuite
113.44.133.1	BurpSuite
39.106.41.55	BurpSuite
143.244.186.168	BurpSuite
23.95.240.226	BurpSuite
213.199.59.223	BurpSuite
77.81.247.31	BurpSuite
138.197.194.52	BurpSuite
64.181.235.0	BurpSuite
167.99.116.253	BurpSuite
23.95.6.6	BurpSuite
47.99.34.158	BurpSuite
121.43.238.183	BurpSuite
160.16.4.59	BurpSuite
4.196.104.90	BurpSuite
43.156.102.200	BurpSuite
64.181.253.76	BurpSuite
156.225.24.50	BurpSuite
223.27.46.100	BurpSuite
120.53.124.202	BurpSuite
144.168.45.46	Caldera C2
18.220.52.24	Caldera C2
54.177.100.78	Caldera C2
165.154.224.175	Cobalt Strike C2
117.72.242.9	Cobalt Strike C2
49.232.40.212	Cobalt Strike C2
129.170.51.231	Cobalt Strike C2
119.91.64.59	Cobalt Strike C2
156.234.101.186	Cobalt Strike C2
163.47.9.13	Cobalt Strike C2
103.171.35.26	Cobalt Strike C2
165.154.225.239	Cobalt Strike C2
178.16.55.53	Cobalt Strike C2
124.220.164.98	Cobalt Strike C2
111.228.3.39	Cobalt Strike C2
208.87.203.61	Cobalt Strike C2
124.221.240.143	Cobalt Strike C2
81.71.159.99	Cobalt Strike C2
43.143.14.204	Cobalt Strike C2
87.251.67.85	Cobalt Strike C2
81.70.97.41	Cobalt Strike C2
68.64.176.42	Cobalt Strike C2
93.95.97.102	Cobalt Strike C2
156.233.233.134	Cobalt Strike C2
43.153.150.122	Cobalt Strike C2
18.139.83.173	Cobalt Strike C2
47.122.1.243	Cobalt Strike C2
120.78.230.178	Cobalt Strike C2
154.219.104.36	Cobalt Strike C2
39.107.85.83	Cobalt Strike C2
47.242.129.79	Cobalt Strike C2
179.43.186.214	Cobalt Strike C2
47.93.28.103	Cobalt Strike C2
36.139.202.127	Cobalt Strike C2
47.121.193.38	Cobalt Strike C2
121.40.18.128	Cobalt Strike C2
111.228.55.96	Cobalt Strike C2
173.44.62.141	Cobalt Strike C2
8.152.99.85	Cobalt Strike C2
13.251.28.170	Cobalt Strike C2
103.171.35.66	Cobalt Strike C2
15.228.3.86	Cobalt Strike C2
45.200.17.43	Cobalt Strike C2
47.116.208.81	Cobalt Strike C2
160.250.128.197	Cobalt Strike C2
77.83.207.217	Cobalt Strike C2
42.51.39.153	Cobalt Strike C2
152.32.157.188	Cobalt Strike C2
43.163.0.162	Cobalt Strike C2
202.182.114.60	Cobalt Strike C2
101.34.82.37	Cobalt Strike C2
106.54.239.134	Cobalt Strike C2
114.66.58.48	Cobalt Strike C2
38.162.117.244	Cobalt Strike C2
123.57.2.124	Cobalt Strike C2
47.92.90.193	Cobalt Strike C2
120.76.158.8	Cobalt Strike C2
119.45.160.160	Cobalt Strike C2
115.190.235.92	Cobalt Strike C2
146.190.171.156	Cobalt Strike C2
8.153.97.202	Cobalt Strike C2
38.60.125.228	Cobalt Strike C2
211.184.175.246	Cobalt Strike C2
47.109.48.57	Cobalt Strike C2
81.70.186.19	Cobalt Strike C2
8.138.222.215	Cobalt Strike C2
115.120.248.106	Cobalt Strike C2
47.239.188.48	Cobalt Strike C2
121.43.57.122	Cobalt Strike C2
18.134.228.48	Cobalt Strike C2
156.227.233.153	Cobalt Strike C2
156.238.249.5	Cobalt Strike C2
193.112.84.248	Cobalt Strike C2
38.190.224.63	Cobalt Strike C2
54.166.128.216	Cobalt Strike C2
59.110.28.230	Cobalt Strike C2
111.230.38.222	Cobalt Strike C2
193.200.134.73	Cobalt Strike C2
149.30.248.18	Cobalt Strike C2
159.75.201.5	Cobalt Strike C2
45.115.236.152	Cobalt Strike C2
208.87.204.7	Cobalt Strike C2
49.235.177.231	Cobalt Strike C2
121.41.18.122	Cobalt Strike C2
83.229.126.183	Cobalt Strike C2
43.139.146.100	Cobalt Strike C2
124.70.100.149	Cobalt Strike C2
8.134.55.194	Cobalt Strike C2
195.178.110.135	Cobalt Strike C2
129.204.103.151	Cobalt Strike C2
47.121.136.179	Cobalt Strike C2
47.113.186.138	Cobalt Strike C2
23.235.187.69	Cobalt Strike C2
43.142.137.169	Cobalt Strike C2
180.76.141.175	Cobalt Strike C2
156.245.248.173	Cobalt Strike C2
82.157.235.117	Cobalt Strike C2
8.131.118.10	Cobalt Strike C2
20.51.193.170	Cobalt Strike C2
144.124.255.102	Cobalt Strike C2
144.124.234.143	Cobalt Strike C2
39.96.210.54	Cobalt Strike C2
8.137.77.215	Cobalt Strike C2
38.54.23.179	Cobalt Strike C2
117.72.184.172	Cobalt Strike C2
47.109.201.173	Cobalt Strike C2
101.43.2.116	Cobalt Strike C2
150.187.25.242	Cobalt Strike C2
116.230.254.66	Cobalt Strike C2
104.42.26.171	Cobalt Strike C2
8.138.99.234	Cobalt Strike C2
34.203.199.106	Cobalt Strike C2
