pulse_id	first_seen_utc	name	tags	ipv4_count
696a27718eb1a0692163164f	2026-01-16	ThreatFox Hunt: Sliver IOCs - 2026-01-16		40
696a276f34da351015d3eadd	2026-01-16	ThreatFox Hunt: DCRat IOCs - 2026-01-16		2
696a276e2c198401c95b4d1b	2026-01-16	ThreatFox Hunt: AsyncRAT IOCs - 2026-01-16		3
696a276921b4b8d95dd3e81c	2026-01-16	ThreatFox Hunt: Remcos IOCs - 2026-01-16		6
696a27682843e605bab59388	2026-01-16	Oz Batch: 50 IOCs (avg BDE: 85)		31
696a276616ea7a30d0b37a63	2026-01-16	ThreatFox Hunt: Cobalt Strike IOCs - 2026-01-16		21
696a2679b64bfa079ebfbc0e	2026-01-16	Oz Batch: 15 IOCs (avg BDE: 80)		15
696a2547e365c541f232ddbe	2026-01-16	Oz Batch: 50 IOCs (avg BDE: 80)		50
696a25360d9e80a1cc796b7d	2026-01-16	Oz Batch: 50 IOCs (avg BDE: 80)		50
696a2530714bf30c6d693bed	2026-01-16	Oz Batch: 50 IOCs (avg BDE: 80)		50
696a252abdac827bcc3dcb82	2026-01-16	Oz Batch: 50 IOCs (avg BDE: 80)		50
696a2526a24a8561dd0b56fc	2026-01-16	Oz Batch: 50 IOCs (avg BDE: 80)		50
696a251fe7c605440676d3e0	2026-01-16	Oz Batch: 50 IOCs (avg BDE: 80)		50
696a25183a468739a49048f4	2026-01-16	Oz Batch: 50 IOCs (avg BDE: 80)		50
696a2513bf56c9d133968f5b	2026-01-16	Oz Batch: 50 IOCs (avg BDE: 80)		50
696a250fb7d3afca3045e238	2026-01-16	Oz Batch: 50 IOCs (avg BDE: 80)		50
696a250760846b17273c31eb	2026-01-16	Oz Batch: 50 IOCs (avg BDE: 80)		50
696a289705f8d59b5c085aa4	2026-01-16	Oz Batch: 33 IOCs (avg BDE: 85)		7
696a2cf8a9f301adb2735e6b	2026-01-16	OSINT Volley 2026-01-16 - Formbook/Phorpiex/Unknown malware		22
696a30205b349d51aa906df6	2026-01-16	Oz Batch: 50 IOCs (avg BDE: 80)		50
696a30198d4bd27b84f0db34	2026-01-16	Oz Batch: 50 IOCs (avg BDE: 80)		50
696a302aa6cacd1b90a87e5d	2026-01-16	Oz Batch: 50 IOCs (avg BDE: 80)		50
696a30243785c8829e290a52	2026-01-16	Oz Batch: 50 IOCs (avg BDE: 80)		50
696a303935138eb3dbe2bc38	2026-01-16	Oz Batch: 50 IOCs (avg BDE: 80)		49
696a30356c3dc570a8d3ef22	2026-01-16	Oz Batch: 50 IOCs (avg BDE: 80)		50
696a302ff6441be83ccb3b14	2026-01-16	Oz Batch: 50 IOCs (avg BDE: 80)		50
696a304a2d8a73a72374d2e4	2026-01-16	Oz Batch: 50 IOCs (avg BDE: 80)		50
696a3045a085c8f0e16d2502	2026-01-16	Oz Batch: 50 IOCs (avg BDE: 80)		49
696a3040e088cf8fdd082e53	2026-01-16	Oz Batch: 50 IOCs (avg BDE: 80)		50
696a30598b08801237e11cd5	2026-01-16	Oz Batch: 50 IOCs (avg BDE: 80)		50
696a3055e13737899f5454b9	2026-01-16	Oz Batch: 50 IOCs (avg BDE: 80)		50
696a3050d2b2057b71e0f114	2026-01-16	Oz Batch: 50 IOCs (avg BDE: 80)		50
696a306a5e5cc6da43a0ded7	2026-01-16	Oz Batch: 50 IOCs (avg BDE: 80)		50
696a306500fc67bc683d82d7	2026-01-16	Oz Batch: 50 IOCs (avg BDE: 80)		50
696a3060c0db61441a3a84c7	2026-01-16	Oz Batch: 50 IOCs (avg BDE: 80)		50
696a307bdc538193f0f90ebd	2026-01-16	Oz Batch: 50 IOCs (avg BDE: 80)		50
696a3075637caecebdb3aa1a	2026-01-16	Oz Batch: 50 IOCs (avg BDE: 80)		50
696a306f0fbe2c798a9a3f1e	2026-01-16	Oz Batch: 50 IOCs (avg BDE: 80)		50
696a30873785c8829e290a53	2026-01-16	Oz Batch: 50 IOCs (avg BDE: 80)		50
696a3083c18053e7ec72aaca	2026-01-16	Oz Batch: 50 IOCs (avg BDE: 80)		50
696a3093e13737899f5454ba	2026-01-16	Oz Batch: 50 IOCs (avg BDE: 80)		50
696a308e0fb1922f045ecade	2026-01-16	Oz Batch: 50 IOCs (avg BDE: 80)		50
696a30a66c3dc570a8d3ef23	2026-01-16	Oz Batch: 50 IOCs (avg BDE: 80)		50
