ip	first_seen_utc	tag
51.161.92.106	2025-12-16	OSINT Volley 2025-12-16 - ClearFake/Formbook/Unknown malware
35.159.131.134	2025-12-16	OSINT Volley 2025-12-16 - ClearFake/Formbook/Unknown malware
3.16.112.15	2025-12-16	OSINT Volley 2025-12-16 - ClearFake/Formbook/Unknown malware
85.93.105.189	2025-12-16	OSINT Volley 2025-12-16 - ClearFake/Formbook/Unknown malware
106.53.68.200	2025-12-16	OSINT Volley 2025-12-16 - ClearFake/Formbook/Unknown malware
135.181.44.25	2025-12-16	OSINT Volley 2025-12-16 - ClearFake/Formbook/Unknown malware
54.184.44.5	2025-12-16	OSINT Volley 2025-12-16 - ClearFake/Formbook/Unknown malware
107.172.31.102	2025-12-16	OSINT Volley 2025-12-16 - ClearFake/Formbook/Unknown malware
92.119.125.134	2025-12-16	OSINT Volley 2025-12-16 - ClearFake/Formbook/Unknown malware
69.159.0.133	2025-12-16	OSINT Volley 2025-12-16 - ClearFake/Formbook/Unknown malware
213.152.161.201	2025-12-16	OSINT Volley 2025-12-16 - ClearFake/Formbook/Unknown malware
46.224.26.34	2025-12-16	OSINT Volley 2025-12-16 - ClearFake/Formbook/Unknown malware
157.180.113.244	2025-12-16	OSINT Volley 2025-12-16 - ClearFake/Formbook/Unknown malware
103.177.47.50	2025-12-16	OSINT Volley 2025-12-16 - ClearFake/Formbook/Unknown malware
103.177.46.80	2025-12-16	OSINT Volley 2025-12-16 - ClearFake/Formbook/Unknown malware
3.89.8.210	2025-12-16	OSINT Volley 2025-12-16 - ClearFake/Formbook/Unknown malware
103.177.47.47	2025-12-16	OSINT Volley 2025-12-16 - ClearFake/Formbook/Unknown malware
103.177.46.76	2025-12-16	OSINT Volley 2025-12-16 - ClearFake/Formbook/Unknown malware
103.177.47.80	2025-12-16	OSINT Volley 2025-12-16 - ClearFake/Formbook/Unknown malware
103.177.46.126	2025-12-16	OSINT Volley 2025-12-16 - ClearFake/Formbook/Unknown malware
103.177.46.124	2025-12-16	OSINT Volley 2025-12-16 - ClearFake/Formbook/Unknown malware
103.177.47.46	2025-12-16	OSINT Volley 2025-12-16 - ClearFake/Formbook/Unknown malware
103.177.47.53	2025-12-16	OSINT Volley 2025-12-16 - ClearFake/Formbook/Unknown malware
103.177.47.13	2025-12-16	OSINT Volley 2025-12-16 - ClearFake/Formbook/Unknown malware
103.177.46.114	2025-12-16	OSINT Volley 2025-12-16 - ClearFake/Formbook/Unknown malware
167.86.168.221	2025-12-16	OSINT Volley 2025-12-16 - ClearFake/Formbook/Unknown malware
94.228.168.226	2025-12-16	OSINT Volley 2025-12-16 - ClearFake/Formbook/Unknown malware
114.132.217.187	2025-12-16	OSINT Volley 2025-12-16 - ClearFake/Formbook/Unknown malware
208.87.128.140	2025-12-16	OSINT Volley 2025-12-16 - ClearFake/Formbook/Unknown malware
117.72.197.178	2025-12-16	OSINT Volley 2025-12-16 - ClearFake/Formbook/Unknown malware
113.46.142.191	2025-12-16	OSINT Volley 2025-12-16 - ClearFake/Formbook/Unknown malware
23.235.182.120	2025-12-16	OSINT Volley 2025-12-16 - ClearFake/Formbook/Unknown malware
110.40.137.221	2025-12-16	OSINT Volley 2025-12-16 - ClearFake/Formbook/Unknown malware
42.193.243.230	2025-12-16	OSINT Volley 2025-12-16 - ClearFake/Formbook/Unknown malware
103.170.255.121	2025-12-16	OSINT Volley 2025-12-16 - ClearFake/Formbook/Unknown malware
212.64.215.198	2025-12-16	BI._ZONE tunnels
34.145.245.17	2025-12-16	BI._ZONE tunnels
103.177.46.114	2025-12-16	ThreatFox Hunt: Meterpreter IOCs - 2025-12-16
103.177.47.53	2025-12-16	ThreatFox Hunt: Meterpreter IOCs - 2025-12-16
103.177.47.13	2025-12-16	ThreatFox Hunt: Meterpreter IOCs - 2025-12-16
103.177.46.126	2025-12-16	ThreatFox Hunt: Meterpreter IOCs - 2025-12-16
103.177.46.124	2025-12-16	ThreatFox Hunt: Meterpreter IOCs - 2025-12-16
103.177.47.46	2025-12-16	ThreatFox Hunt: Meterpreter IOCs - 2025-12-16
103.177.46.76	2025-12-16	ThreatFox Hunt: Meterpreter IOCs - 2025-12-16
103.177.47.80	2025-12-16	ThreatFox Hunt: Meterpreter IOCs - 2025-12-16
103.177.46.80	2025-12-16	ThreatFox Hunt: Meterpreter IOCs - 2025-12-16
3.89.8.210	2025-12-16	ThreatFox Hunt: Meterpreter IOCs - 2025-12-16
103.177.47.47	2025-12-16	ThreatFox Hunt: Meterpreter IOCs - 2025-12-16
103.177.47.50	2025-12-16	ThreatFox Hunt: Meterpreter IOCs - 2025-12-16
46.224.26.34	2025-12-16	ThreatFox Hunt: Vidar IOCs - 2025-12-16
157.180.113.244	2025-12-16	ThreatFox Hunt: Vidar IOCs - 2025-12-16
92.119.125.134	2025-12-16	OSINT Volley 2025-12-16 - ClearFake/Formbook/Unknown malware
107.172.31.102	2025-12-16	OSINT Volley 2025-12-16 - ClearFake/Formbook/Unknown malware
54.184.44.5	2025-12-16	OSINT Volley 2025-12-16 - ClearFake/Formbook/Unknown malware
135.181.44.25	2025-12-16	OSINT Volley 2025-12-16 - ClearFake/Formbook/Unknown malware
85.93.105.189	2025-12-16	OSINT Volley 2025-12-16 - ClearFake/Formbook/Unknown malware
3.16.112.15	2025-12-16	OSINT Volley 2025-12-16 - ClearFake/Formbook/Unknown malware
106.53.68.200	2025-12-16	OSINT Volley 2025-12-16 - ClearFake/Formbook/Unknown malware
35.159.131.134	2025-12-16	OSINT Volley 2025-12-16 - ClearFake/Formbook/Unknown malware
51.161.92.106	2025-12-16	OSINT Volley 2025-12-16 - ClearFake/Formbook/Unknown malware
47.121.143.60	2025-12-16	OSINT Volley 2025-12-16 - ClearFake/Formbook/Unknown malware
170.64.238.23	2025-12-16	OSINT Volley 2025-12-16 - ClearFake/Formbook/Unknown malware
107.151.212.230	2025-12-16	OSINT Volley 2025-12-16 - ClearFake/Formbook/Unknown malware
103.23.149.233	2025-12-16	OSINT Volley 2025-12-16 - ClearFake/Formbook/Unknown malware
103.231.14.104	2025-12-16	OSINT Volley 2025-12-16 - ClearFake/Formbook/Unknown malware
64.90.54.59	2025-12-16	OSINT Volley 2025-12-16 - ClearFake/Formbook/Unknown malware
3.85.93.43	2025-12-16	OSINT Volley 2025-12-16 - ClearFake/Formbook/Unknown malware
199.101.111.170	2025-12-16	OSINT Volley 2025-12-16 - ClearFake/Formbook/Unknown malware
54.163.54.217	2025-12-16	OSINT Volley 2025-12-16 - ClearFake/Formbook/Unknown malware
18.212.193.39	2025-12-16	OSINT Volley 2025-12-16 - ClearFake/Formbook/Unknown malware
94.237.120.246	2025-12-16	OSINT Volley 2025-12-16 - ClearFake/Formbook/Unknown malware
93.232.102.231	2025-12-16	OSINT Volley 2025-12-16 - ClearFake/Formbook/Unknown malware
142.171.48.99	2025-12-16	OSINT Volley 2025-12-16 - ClearFake/Formbook/Unknown malware
42.192.23.112	2025-12-16	OSINT Volley 2025-12-16 - ClearFake/Formbook/Unknown malware
136.61.221.144	2025-12-16	OSINT Volley 2025-12-16 - ClearFake/Formbook/Unknown malware
185.214.10.204	2025-12-16	OSINT Volley 2025-12-16 - ClearFake/Formbook/Unknown malware
149.56.134.136	2025-12-16	OSINT Volley 2025-12-16 - ClearFake/Formbook/Unknown malware
189.5.64.234	2025-12-16	OSINT Volley 2025-12-16 - ClearFake/Formbook/Unknown malware
69.159.0.133	2025-12-16	OSINT Volley 2025-12-16 - ClearFake/Formbook/Unknown malware
213.152.161.201	2025-12-16	OSINT Volley 2025-12-16 - ClearFake/Formbook/Unknown malware
46.224.26.34	2025-12-16	OSINT Volley 2025-12-16 - ClearFake/Formbook/Unknown malware
157.180.113.244	2025-12-16	OSINT Volley 2025-12-16 - ClearFake/Formbook/Unknown malware
103.177.47.50	2025-12-16	OSINT Volley 2025-12-16 - ClearFake/Formbook/Unknown malware
103.177.46.80	2025-12-16	OSINT Volley 2025-12-16 - ClearFake/Formbook/Unknown malware
3.89.8.210	2025-12-16	OSINT Volley 2025-12-16 - ClearFake/Formbook/Unknown malware
103.177.47.47	2025-12-16	OSINT Volley 2025-12-16 - ClearFake/Formbook/Unknown malware
103.177.46.76	2025-12-16	OSINT Volley 2025-12-16 - ClearFake/Formbook/Unknown malware
103.177.47.80	2025-12-16	OSINT Volley 2025-12-16 - ClearFake/Formbook/Unknown malware
103.177.46.126	2025-12-16	OSINT Volley 2025-12-16 - ClearFake/Formbook/Unknown malware
103.177.46.124	2025-12-16	OSINT Volley 2025-12-16 - ClearFake/Formbook/Unknown malware
103.177.47.46	2025-12-16	OSINT Volley 2025-12-16 - ClearFake/Formbook/Unknown malware
103.177.47.53	2025-12-16	OSINT Volley 2025-12-16 - ClearFake/Formbook/Unknown malware
103.177.47.13	2025-12-16	OSINT Volley 2025-12-16 - ClearFake/Formbook/Unknown malware
103.177.46.114	2025-12-16	OSINT Volley 2025-12-16 - ClearFake/Formbook/Unknown malware
167.86.168.221	2025-12-16	OSINT Volley 2025-12-16 - ClearFake/Formbook/Unknown malware
94.228.168.226	2025-12-16	OSINT Volley 2025-12-16 - ClearFake/Formbook/Unknown malware
114.132.217.187	2025-12-16	OSINT Volley 2025-12-16 - ClearFake/Formbook/Unknown malware
208.87.128.140	2025-12-16	OSINT Volley 2025-12-16 - ClearFake/Formbook/Unknown malware
117.72.197.178	2025-12-16	OSINT Volley 2025-12-16 - ClearFake/Formbook/Unknown malware
113.46.142.191	2025-12-16	OSINT Volley 2025-12-16 - ClearFake/Formbook/Unknown malware
23.235.182.120	2025-12-16	OSINT Volley 2025-12-16 - ClearFake/Formbook/Unknown malware
110.40.137.221	2025-12-16	OSINT Volley 2025-12-16 - ClearFake/Formbook/Unknown malware
42.193.243.230	2025-12-16	OSINT Volley 2025-12-16 - ClearFake/Formbook/Unknown malware
103.170.255.121	2025-12-16	OSINT Volley 2025-12-16 - ClearFake/Formbook/Unknown malware
