pulse_id	first_seen_utc	name	tags	ipv4_count
696784329a4971a00e31a49c	2026-01-14	DugganUSA Feed Harvest - 2026-01-14		1
69678401200fb32c607031ef	2026-01-14	Oz Batch: 31 IOCs (avg BDE: 80)		31
696782ef57afb461fbfa6130	2026-01-14	OSINT Volley 2026-01-14 - Unknown Stealer/Unknown malware/Vidar		106
696782acbb40384e474e4867	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)		50
696782a871ffd3dd53bc4dc8	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)		50
696782a25130d2d52e2bc8f8	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)		50
6967829f28d0b0f13624886f	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)		50
69678297d8a861c3cdb4d24f	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)		50
69678291771ecb74a14f5851	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)		50
6967828b70c2b2371c4fe566	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)		50
696782877a0653a151b6153d	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)		50
6967828060e331b28f8301ef	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)		50
6967827bf16c4d3d67bf6503	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)		50
69678276bddadbfb6d6b5392	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)		50
6967826f1ca6df195bf28420	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)		50
6967826e5130d2d52e2bc8f7	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)		50
696782681bb81660c133f0ab	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)		50
69678262618c1c565f78a788	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)		50
6967825ab3932346152778f6	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 80)		49
696785bc4b5b71b278039955	2026-01-14	ThreatFox Hunt: Unknown malware IOCs - 2026-01-14		437
696785bb7b1af437b97deb97	2026-01-14	Oz Batch: 50 IOCs (avg BDE: 85)		22
696785bad4df037fc67546ab	2026-01-14	ThreatFox Hunt: AsyncRAT IOCs - 2026-01-14		3
69678712c7f8655c79fb9695	2026-01-14	Oz Batch: 44 IOCs (avg BDE: 85)		17
696787b24df03bca1a5887df	2026-01-14	DugganUSA Feed Harvest - 2026-01-14		1
