ip	first_seen_utc	tag
18.222.30.166	2025-12-13	OSINT Volley 2025-12-13 - ClearFake/Unknown malware/Aisuru
156.67.217.148	2025-12-13	OSINT Volley 2025-12-13 - ClearFake/Unknown malware/Aisuru
88.212.14.88	2025-12-13	OSINT Volley 2025-12-13 - ClearFake/Unknown malware/Aisuru
65.109.143.244	2025-12-13	OSINT Volley 2025-12-13 - ClearFake/Unknown malware/Aisuru
149.102.156.78	2025-12-13	OSINT Volley 2025-12-13 - ClearFake/Unknown malware/Aisuru
84.72.33.77	2025-12-13	OSINT Volley 2025-12-13 - ClearFake/Unknown malware/Aisuru
142.51.213.91	2025-12-13	OSINT Volley 2025-12-13 - ClearFake/Unknown malware/Aisuru
114.37.5.166	2025-12-13	OSINT Volley 2025-12-13 - ClearFake/Unknown malware/Aisuru
1.165.91.248	2025-12-13	OSINT Volley 2025-12-13 - ClearFake/Unknown malware/Aisuru
181.162.191.197	2025-12-13	OSINT Volley 2025-12-13 - ClearFake/Unknown malware/Aisuru
156.234.216.166	2025-12-13	OSINT Volley 2025-12-13 - ClearFake/Unknown malware/Aisuru
156.234.216.187	2025-12-13	OSINT Volley 2025-12-13 - ClearFake/Unknown malware/Aisuru
156.234.216.175	2025-12-13	OSINT Volley 2025-12-13 - ClearFake/Unknown malware/Aisuru
156.234.216.162	2025-12-13	OSINT Volley 2025-12-13 - ClearFake/Unknown malware/Aisuru
211.184.175.246	2025-12-13	OSINT Volley 2025-12-13 - ClearFake/Unknown malware/Aisuru
156.234.216.168	2025-12-13	OSINT Volley 2025-12-13 - ClearFake/Unknown malware/Aisuru
156.234.216.184	2025-12-13	OSINT Volley 2025-12-13 - ClearFake/Unknown malware/Aisuru
156.234.216.189	2025-12-13	OSINT Volley 2025-12-13 - ClearFake/Unknown malware/Aisuru
156.234.216.172	2025-12-13	OSINT Volley 2025-12-13 - ClearFake/Unknown malware/Aisuru
156.234.216.164	2025-12-13	OSINT Volley 2025-12-13 - ClearFake/Unknown malware/Aisuru
156.234.216.173	2025-12-13	OSINT Volley 2025-12-13 - ClearFake/Unknown malware/Aisuru
