pulse_id	first_seen_utc	name	tags	ipv4_count
69453bee80836f6e1041c30f	2025-12-19	OSINT Volley 2025-12-19 - ClearFake/Unknown malware/Cobalt Strike		72
69453b370a9222310801dcf4	2025-12-19	Oz Batch: 40 IOCs (avg BDE: 80)		40
69453a324a488d15e66b3df1	2025-12-19	Campaign: Same country: CA - 2025-12-19		12
69453a2d2e02e28de4d3c81e	2025-12-19	Campaign: Subnet correlation - 2025-12-19		91
69453a2a9d671c09b45559d0	2025-12-19	Campaign: Same country: RU - 2025-12-19		2
69453a245420fc7468727e31	2025-12-19	Campaign: Same country: NL - 2025-12-19		2
69453a1f8007514fdbe4b6c3	2025-12-19	Campaign: Same country: GB - 2025-12-19		4
69453a1a2d803aae3096af59	2025-12-19	Campaign: Same country: JP - 2025-12-19		4
69453a153cf2bb69e42fc55e	2025-12-19	Campaign: Same country: HK - 2025-12-19		2
69453a1011dc185dc35b2e01	2025-12-19	Campaign: Same country: US - 2025-12-19		5
69453a0df27fafab99bc22d5	2025-12-19	Campaign: Same country: SG - 2025-12-19		9
69453a06640dadef8d26c2b3	2025-12-19	Oz Batch: 50 IOCs (avg BDE: 80)		50
694539e3b7ee81f09436189d	2025-12-19	Oz Batch: 50 IOCs (avg BDE: 80)		50
694539e3bae8f3683719c8ff	2025-12-19	Oz Batch: 50 IOCs (avg BDE: 80)		50
694539e2db3835555fb5a7e6	2025-12-19	Oz Batch: 50 IOCs (avg BDE: 80)		50
694539e1a28b2ac42ee914e3	2025-12-19	Oz Batch: 50 IOCs (avg BDE: 80)		50
694539e0b9b721a0f1304ae9	2025-12-19	Oz Batch: 50 IOCs (avg BDE: 80)		50
694539df705a75d8cfdb8f66	2025-12-19	Oz Batch: 50 IOCs (avg BDE: 80)		50
694542f37b74c7bf7033ce00	2025-12-19	OSINT Volley 2025-12-19 - ClearFake/Unknown malware/Cobalt Strike		77
69454583af2c56a646eb498f	2025-12-19	Oz Batch: 50 IOCs (avg BDE: 80)		50
694545825e8746fd9ef44b8b	2025-12-19	Oz Batch: 50 IOCs (avg BDE: 80)		50
