pulse_id	first_seen_utc	name	tags	ipv4_count
6964e1219bedf8a2aed671e9	2026-01-12	Oz Batch: 42 IOCs (avg BDE: 80)		42
6964dfee8d640039b81a9238	2026-01-12	OSINT Volley 2026-01-12 - AsyncRAT/Vidar/DeimosC2		77
6964dfdecdcc14966e555da3	2026-01-12	Oz Batch: 50 IOCs (avg BDE: 80)		50
6964dfd7bb591125fca25cdd	2026-01-12	Oz Batch: 50 IOCs (avg BDE: 80)		50
6964dfd3ca8cdbf4dd2b2cd6	2026-01-12	Oz Batch: 50 IOCs (avg BDE: 80)		50
6964dfce96c1281c5b1e8e63	2026-01-12	Oz Batch: 50 IOCs (avg BDE: 80)		50
6964dfc7c433162995fe1287	2026-01-12	Oz Batch: 50 IOCs (avg BDE: 80)		50
6964dfbf3fee2537d3f4951d	2026-01-12	Oz Batch: 50 IOCs (avg BDE: 80)		50
6964dfbb10844e1846f3f850	2026-01-12	Oz Batch: 50 IOCs (avg BDE: 80)		50
6964dfb495c67e58039ff767	2026-01-12	Oz Batch: 50 IOCs (avg BDE: 80)		50
6964dfaf977092dfed25368d	2026-01-12	Oz Batch: 50 IOCs (avg BDE: 80)		50
6964dfa96f95b1ae2a265582	2026-01-12	Oz Batch: 50 IOCs (avg BDE: 80)		50
6964dfa4d592e6ab0519500e	2026-01-12	Oz Batch: 50 IOCs (avg BDE: 80)		50
6964dfa0a93e7146adb40509	2026-01-12	Oz Batch: 50 IOCs (avg BDE: 80)		50
6964df98b806943928a4008c	2026-01-12	Oz Batch: 50 IOCs (avg BDE: 80)		50
6964df949db02914931df079	2026-01-12	Oz Batch: 50 IOCs (avg BDE: 80)		50
6964df8de2c2000d9e3f1edf	2026-01-12	Oz Batch: 50 IOCs (avg BDE: 80)		48
6964e24d30bf387ba6b2d71c	2026-01-12	Oz Batch: 12 IOCs (avg BDE: 85)		6
6964e6f317218c057b420dda	2026-01-12	OSINT Volley 2026-01-12 - AsyncRAT/Vidar/DeimosC2		84
6964eaf7c59caa9fb1387958	2026-01-12	Oz Batch: 50 IOCs (avg BDE: 80)		50
6964eaf198d8ce6ad23b95a3	2026-01-12	Oz Batch: 50 IOCs (avg BDE: 80)		50
