ip	first_seen_utc	tag
171.25.193.25	2026-01-31	DugganUSA Feed Harvest - 2026-01-31
80.67.167.81	2026-01-31	DugganUSA Feed Harvest - 2026-01-31
198.98.51.189	2026-01-31	DugganUSA Feed Harvest - 2026-01-31
89.58.26.216	2026-01-31	DugganUSA Feed Harvest - 2026-01-31
109.70.100.4	2026-01-31	DugganUSA Feed Harvest - 2026-01-31
5.45.102.93	2026-01-31	DugganUSA Feed Harvest - 2026-01-31
192.42.116.196	2026-01-31	DugganUSA Feed Harvest - 2026-01-31
124.198.131.190	2026-01-31	DugganUSA Feed Harvest - 2026-01-31
94.102.51.15	2026-01-31	DugganUSA Feed Harvest - 2026-01-31
192.42.116.213	2026-01-31	DugganUSA Feed Harvest - 2026-01-31
45.94.31.228	2026-01-31	DugganUSA Feed Harvest - 2026-01-31
192.42.116.175	2026-01-31	DugganUSA Feed Harvest - 2026-01-31
87.118.116.103	2026-01-31	DugganUSA Feed Harvest - 2026-01-31
192.42.116.208	2026-01-31	DugganUSA Feed Harvest - 2026-01-31
89.58.41.156	2026-01-31	DugganUSA Feed Harvest - 2026-01-31
2.58.56.43	2026-01-31	DugganUSA Feed Harvest - 2026-01-31
109.70.100.1	2026-01-31	DugganUSA Feed Harvest - 2026-01-31
192.42.116.184	2026-01-31	DugganUSA Feed Harvest - 2026-01-31
179.43.182.232	2026-01-31	DugganUSA Feed Harvest - 2026-01-31
109.70.100.2	2026-01-31	DugganUSA Feed Harvest - 2026-01-31
37.187.5.192	2026-01-31	DugganUSA Feed Harvest - 2026-01-31
45.141.215.169	2026-01-31	DugganUSA Feed Harvest - 2026-01-31
109.70.100.8	2026-01-31	DugganUSA Feed Harvest - 2026-01-31
179.43.159.199	2026-01-31	DugganUSA Feed Harvest - 2026-01-31
192.42.116.201	2026-01-31	DugganUSA Feed Harvest - 2026-01-31
195.176.3.23	2026-01-31	DugganUSA Feed Harvest - 2026-01-31
45.138.16.42	2026-01-31	DugganUSA Feed Harvest - 2026-01-31
185.165.169.239	2026-01-31	DugganUSA Feed Harvest - 2026-01-31
109.70.100.6	2026-01-31	DugganUSA Feed Harvest - 2026-01-31
45.80.158.27	2026-01-31	DugganUSA Feed Harvest - 2026-01-31
45.138.16.240	2026-01-31	DugganUSA Feed Harvest - 2026-01-31
192.42.116.173	2026-01-31	DugganUSA Feed Harvest - 2026-01-31
192.42.116.200	2026-01-31	DugganUSA Feed Harvest - 2026-01-31
192.159.99.21	2026-01-31	DugganUSA Feed Harvest - 2026-01-31
192.42.116.211	2026-01-31	DugganUSA Feed Harvest - 2026-01-31
109.70.100.11	2026-01-31	DugganUSA Feed Harvest - 2026-01-31
185.35.202.222	2026-01-31	DugganUSA Feed Harvest - 2026-01-31
109.70.100.7	2026-01-31	DugganUSA Feed Harvest - 2026-01-31
192.42.116.181	2026-01-31	DugganUSA Feed Harvest - 2026-01-31
194.26.192.77	2026-01-31	DugganUSA Feed Harvest - 2026-01-31
124.198.132.172	2026-01-31	DugganUSA Feed Harvest - 2026-01-31
109.70.100.9	2026-01-31	DugganUSA Feed Harvest - 2026-01-31
192.42.116.174	2026-01-31	DugganUSA Feed Harvest - 2026-01-31
185.241.208.115	2026-01-31	DugganUSA Feed Harvest - 2026-01-31
192.42.116.202	2026-01-31	DugganUSA Feed Harvest - 2026-01-31
45.141.215.97	2026-01-31	DugganUSA Feed Harvest - 2026-01-31
78.142.18.219	2026-01-31	DugganUSA Feed Harvest - 2026-01-31
192.42.116.192	2026-01-31	DugganUSA Feed Harvest - 2026-01-31
190.120.229.98	2026-01-31	DugganUSA Feed Harvest - 2026-01-31
192.42.116.177	2026-01-31	DugganUSA Feed Harvest - 2026-01-31
192.42.116.212	2026-01-31	DugganUSA Feed Harvest - 2026-01-31
45.138.16.222	2026-01-31	DugganUSA Feed Harvest - 2026-01-31
87.118.122.51	2026-01-31	DugganUSA Feed Harvest - 2026-01-31
5.255.103.235	2026-01-31	DugganUSA Feed Harvest - 2026-01-31
192.42.116.179	2026-01-31	DugganUSA Feed Harvest - 2026-01-31
185.195.71.244	2026-01-31	DugganUSA Feed Harvest - 2026-01-31
193.105.134.155	2026-01-31	DugganUSA Feed Harvest - 2026-01-31
192.42.116.191	2026-01-31	DugganUSA Feed Harvest - 2026-01-31
171.25.193.79	2026-01-31	DugganUSA Feed Harvest - 2026-01-31
124.198.131.121	2026-01-31	DugganUSA Feed Harvest - 2026-01-31
195.176.3.24	2026-01-31	DugganUSA Feed Harvest - 2026-01-31
192.42.116.182	2026-01-31	DugganUSA Feed Harvest - 2026-01-31
109.70.100.12	2026-01-31	DugganUSA Feed Harvest - 2026-01-31
194.15.112.133	2026-01-31	DugganUSA Feed Harvest - 2026-01-31
192.42.116.180	2026-01-31	DugganUSA Feed Harvest - 2026-01-31
192.42.116.199	2026-01-31	DugganUSA Feed Harvest - 2026-01-31
45.141.215.114	2026-01-31	DugganUSA Feed Harvest - 2026-01-31
192.42.116.210	2026-01-31	DugganUSA Feed Harvest - 2026-01-31
192.42.116.218	2026-01-31	DugganUSA Feed Harvest - 2026-01-31
91.208.75.4	2026-01-31	DugganUSA Feed Harvest - 2026-01-31
162.251.5.152	2026-01-31	DugganUSA Feed Harvest - 2026-01-31
