pulse_id	first_seen_utc	name	tags	ipv4_count
697dedb2f0bb9dfc42d7686d	2026-01-31	DugganUSA Feed Harvest - 2026-01-31		500
697ded3b2c8ce63f692bceff	2026-01-31	Oz Batch: 34 IOCs (avg BDE: 80)		34
697dec6feb443d0649b71d2a	2026-01-31	OSINT Volley 2026-01-31 - AsyncRAT/Unknown malware/ClearFake		103
697debddb1b09e58f68baf42	2026-01-31	Oz Batch: 50 IOCs (avg BDE: 80)		50
697debd8608d12116a5149e2	2026-01-31	Oz Batch: 50 IOCs (avg BDE: 80)		50
697debd51bc05b8c796e2785	2026-01-31	Oz Batch: 50 IOCs (avg BDE: 80)		50
697debd133409ebc8a7c388c	2026-01-31	Oz Batch: 50 IOCs (avg BDE: 80)		50
697debceba0ca8abb9dbe84d	2026-01-31	Oz Batch: 50 IOCs (avg BDE: 80)		50
697debca206459f4501a772d	2026-01-31	Oz Batch: 50 IOCs (avg BDE: 80)		50
697debc5e35bac04070d057d	2026-01-31	Oz Batch: 50 IOCs (avg BDE: 80)		50
697debc34d46193d4440a08b	2026-01-31	Oz Batch: 50 IOCs (avg BDE: 80)		50
697debbed9906853f3f4e858	2026-01-31	Oz Batch: 50 IOCs (avg BDE: 80)		50
697debba8d936795848403f3	2026-01-31	Oz Batch: 50 IOCs (avg BDE: 80)		50
697debb75bb0a6456f7633f3	2026-01-31	Oz Batch: 50 IOCs (avg BDE: 80)		50
697debb43739cc5af48b79cf	2026-01-31	Oz Batch: 50 IOCs (avg BDE: 80)		50
697debb09db3312bf6871354	2026-01-31	Oz Batch: 50 IOCs (avg BDE: 80)		50
697debadd7a33906dc420272	2026-01-31	Oz Batch: 50 IOCs (avg BDE: 80)		50
697deba96466b0016afc29b4	2026-01-31	Oz Batch: 50 IOCs (avg BDE: 80)		50
697deba62ceef44bc0c84680	2026-01-31	Oz Batch: 50 IOCs (avg BDE: 80)		49
697df18026cc40e4dc016268	2026-01-31	Oz Batch: 9 IOCs (avg BDE: 85)		9
697df185b392eb7097c1cb07	2026-01-31	DugganUSA Feed Harvest - 2026-01-31		500
697df49e2505b28917b76183	2026-01-31	DugganUSA Feed Harvest - 2026-01-31		500
697df6f00d0e955855617761	2026-01-31	Oz Batch: 50 IOCs (avg BDE: 80)		50
697df6ec54268d5498974b93	2026-01-31	Oz Batch: 50 IOCs (avg BDE: 80)		50
697df6e8e9b34985a87436ed	2026-01-31	Oz Batch: 50 IOCs (avg BDE: 80)		50
697df6e58dd3e3bd491bddb8	2026-01-31	Oz Batch: 50 IOCs (avg BDE: 80)		50
697df6e20c4b2c852314439d	2026-01-31	Oz Batch: 50 IOCs (avg BDE: 80)		50
697df6fe42dd31e119c2f66d	2026-01-31	Oz Batch: 50 IOCs (avg BDE: 80)		50
697df6f87e55bf2fc8a26e66	2026-01-31	Oz Batch: 50 IOCs (avg BDE: 80)		50
697df6f50c4b2c852314439e	2026-01-31	Oz Batch: 50 IOCs (avg BDE: 80)		50
697df713ca7c32912f44cc7b	2026-01-31	Oz Batch: 50 IOCs (avg BDE: 80)		50
697df70ed84e8a9e0617fbd5	2026-01-31	Oz Batch: 50 IOCs (avg BDE: 80)		50
697df70d0b37375a8721f373	2026-01-31	Oz Batch: 50 IOCs (avg BDE: 80)		50
697df704d6fcd541940997f1	2026-01-31	Oz Batch: 50 IOCs (avg BDE: 80)		49
697df729e24e36a1119a902f	2026-01-31	Oz Batch: 50 IOCs (avg BDE: 80)		50
697df7256d3e5e8cada72eea	2026-01-31	Oz Batch: 50 IOCs (avg BDE: 80)		50
697df724df63c519b1f78fc1	2026-01-31	Oz Batch: 50 IOCs (avg BDE: 80)		50
697df71fe98cdd157dc99e7c	2026-01-31	Oz Batch: 50 IOCs (avg BDE: 80)		50
697df71bd84e8a9e0617fbd6	2026-01-31	Oz Batch: 50 IOCs (avg BDE: 80)		50
697df716310f65f3fad14f43	2026-01-31	Oz Batch: 50 IOCs (avg BDE: 80)		50
697df73ad75b7ba9613a0682	2026-01-31	Oz Batch: 50 IOCs (avg BDE: 80)		50
697df73629a94ba7ce2a3a64	2026-01-31	Oz Batch: 50 IOCs (avg BDE: 80)		50
697df732dc4d11c24ec1f5f2	2026-01-31	Oz Batch: 50 IOCs (avg BDE: 80)		50
697df72dc5ab47b9f5f91960	2026-01-31	Oz Batch: 50 IOCs (avg BDE: 80)		50
697df742a94e613d4652cee7	2026-01-31	Oz Batch: 50 IOCs (avg BDE: 80)		50
697df73d2dd1b21dcad0cbf6	2026-01-31	Oz Batch: 50 IOCs (avg BDE: 80)		50
