pulse_id	first_seen_utc	name	tags	ipv4_count
697f3f3797b95be9fa182a84	2026-02-01	DugganUSA Feed Harvest - 2026-02-01		500
697f3f1562a2c6c2d391190a	2026-02-01	Oz Batch: 47 IOCs (avg BDE: 80)		47
697f3dedbf27164cb82aae12	2026-02-01	OSINT Volley 2026-02-01 - Unknown malware/AsyncRAT/ X-Files Stealer		37
697f3dd3d863d52e31c78dd9	2026-02-01	Oz Batch: 50 IOCs (avg BDE: 80)		50
697f3dceda72f67e84ff8c40	2026-02-01	Oz Batch: 50 IOCs (avg BDE: 80)		50
697f3dc96d48beea7d81f87a	2026-02-01	Oz Batch: 50 IOCs (avg BDE: 80)		50
697f3dc42be6473ce6f91037	2026-02-01	Oz Batch: 50 IOCs (avg BDE: 80)		50
697f3dbf7527fe9e1b84dd7f	2026-02-01	Oz Batch: 50 IOCs (avg BDE: 80)		50
697f3db9ff0d1d064a96d05f	2026-02-01	Oz Batch: 50 IOCs (avg BDE: 80)		50
697f3db40a71ab05988a46c0	2026-02-01	Oz Batch: 50 IOCs (avg BDE: 80)		50
697f3dae74c004896f2d4bd5	2026-02-01	Oz Batch: 50 IOCs (avg BDE: 80)		50
697f3da9b06e2df855694127	2026-02-01	Oz Batch: 50 IOCs (avg BDE: 80)		50
697f3da40f3e9b08d0ff95cc	2026-02-01	Oz Batch: 50 IOCs (avg BDE: 80)		50
697f3d9f28f2bbc24c3b0b03	2026-02-01	Oz Batch: 50 IOCs (avg BDE: 80)		50
697f3d9a184435b85799666b	2026-02-01	Oz Batch: 50 IOCs (avg BDE: 80)		50
697f3d96175e693a218f14e2	2026-02-01	Oz Batch: 50 IOCs (avg BDE: 80)		50
697f3d9032c33221ab171d1e	2026-02-01	Oz Batch: 50 IOCs (avg BDE: 80)		50
697f3d8c2e761af6e1f7aea9	2026-02-01	Oz Batch: 50 IOCs (avg BDE: 80)		50
697f3d865c56653fc8f58e09	2026-02-01	Oz Batch: 50 IOCs (avg BDE: 81)		50
697f42b79ed71948747c57a6	2026-02-01	DugganUSA Feed Harvest - 2026-02-01		500
697f461de02941c2cdab0f35	2026-02-01	DugganUSA Feed Harvest - 2026-02-01		500
697f4878cd35cd35c3558631	2026-02-01	Oz Batch: 50 IOCs (avg BDE: 80)		50
697f488cec5e141dfd89ed95	2026-02-01	Oz Batch: 50 IOCs (avg BDE: 80)		50
697f4887f4a7a18fa4bc42bb	2026-02-01	Oz Batch: 50 IOCs (avg BDE: 80)		50
697f4881830d8d9a0b7aa35a	2026-02-01	Oz Batch: 50 IOCs (avg BDE: 80)		50
697f487d3dcbcbea233a884e	2026-02-01	Oz Batch: 50 IOCs (avg BDE: 80)		50
697f489a8463f1b4b8d43524	2026-02-01	Oz Batch: 50 IOCs (avg BDE: 80)		50
697f48941aded8056595d314	2026-02-01	Oz Batch: 50 IOCs (avg BDE: 80)		50
697f489388189b7d4028c632	2026-02-01	Oz Batch: 50 IOCs (avg BDE: 80)		50
697f48a4c1d304a63b84d39a	2026-02-01	Oz Batch: 50 IOCs (avg BDE: 80)		50
697f489ff4a7a18fa4bc42bc	2026-02-01	Oz Batch: 50 IOCs (avg BDE: 80)		50
697f48bbb7315a85bfdc8e70	2026-02-01	Oz Batch: 50 IOCs (avg BDE: 80)		50
697f48b690b277cfb8ad97a4	2026-02-01	Oz Batch: 50 IOCs (avg BDE: 80)		50
697f48ae841209681aa77fbb	2026-02-01	Oz Batch: 50 IOCs (avg BDE: 80)		50
697f48ca624b21de87c060d3	2026-02-01	Oz Batch: 50 IOCs (avg BDE: 80)		50
697f48c5f5cb6ff5b8c99618	2026-02-01	Oz Batch: 50 IOCs (avg BDE: 80)		50
697f48c3d15af1b55aa7a90f	2026-02-01	Oz Batch: 50 IOCs (avg BDE: 80)		50
697f48da5a762f050c1b7d45	2026-02-01	Oz Batch: 50 IOCs (avg BDE: 80)		50
697f48d4b05d080c08e5621c	2026-02-01	Oz Batch: 50 IOCs (avg BDE: 80)		50
697f48d19bd5173c835000df	2026-02-01	Oz Batch: 50 IOCs (avg BDE: 80)		50
697f48eba346d77b81d041da	2026-02-01	Oz Batch: 50 IOCs (avg BDE: 80)		50
697f48e57f9d09c89b908574	2026-02-01	Oz Batch: 50 IOCs (avg BDE: 80)		50
697f48e1f99a485906c2b742	2026-02-01	Oz Batch: 50 IOCs (avg BDE: 80)		50
697f48f669c8bf96841c3f0c	2026-02-01	Oz Batch: 50 IOCs (avg BDE: 80)		50
697f48f090f39f9eea466464	2026-02-01	Oz Batch: 50 IOCs (avg BDE: 80)		50
697f49b3938bad797e76e674	2026-02-01	DugganUSA Feed Harvest - 2026-02-01		500
