ip	first_seen_utc	tag
205.210.31.84	2026-01-15	Oz Batch: 34 IOCs (avg BDE: 80)
205.210.31.85	2026-01-15	Oz Batch: 34 IOCs (avg BDE: 80)
205.210.31.89	2026-01-15	Oz Batch: 34 IOCs (avg BDE: 80)
205.210.31.90	2026-01-15	Oz Batch: 34 IOCs (avg BDE: 80)
205.210.31.93	2026-01-15	Oz Batch: 34 IOCs (avg BDE: 80)
205.210.31.94	2026-01-15	Oz Batch: 34 IOCs (avg BDE: 80)
205.210.31.96	2026-01-15	Oz Batch: 34 IOCs (avg BDE: 80)
209.50.181.218	2026-01-15	Oz Batch: 34 IOCs (avg BDE: 80)
20.169.77.227	2026-01-15	Oz Batch: 34 IOCs (avg BDE: 80)
212.97.64.25	2026-01-15	Oz Batch: 34 IOCs (avg BDE: 80)
23.27.145.132	2026-01-15	Oz Batch: 34 IOCs (avg BDE: 80)
23.27.145.49	2026-01-15	Oz Batch: 34 IOCs (avg BDE: 80)
23.27.145.60	2026-01-15	Oz Batch: 34 IOCs (avg BDE: 80)
45.63.12.144	2026-01-15	Oz Batch: 34 IOCs (avg BDE: 80)
47.79.202.180	2026-01-15	Oz Batch: 34 IOCs (avg BDE: 80)
47.79.202.240	2026-01-15	Oz Batch: 34 IOCs (avg BDE: 80)
47.79.202.7	2026-01-15	Oz Batch: 34 IOCs (avg BDE: 80)
52.159.225.196	2026-01-15	Oz Batch: 34 IOCs (avg BDE: 80)
52.234.40.193	2026-01-15	Oz Batch: 34 IOCs (avg BDE: 80)
54.39.89.101	2026-01-15	Oz Batch: 34 IOCs (avg BDE: 80)
54.39.89.153	2026-01-15	Oz Batch: 34 IOCs (avg BDE: 80)
54.39.89.185	2026-01-15	Oz Batch: 34 IOCs (avg BDE: 80)
54.39.89.206	2026-01-15	Oz Batch: 34 IOCs (avg BDE: 80)
54.39.89.231	2026-01-15	Oz Batch: 34 IOCs (avg BDE: 80)
54.39.89.233	2026-01-15	Oz Batch: 34 IOCs (avg BDE: 80)
54.39.89.240	2026-01-15	Oz Batch: 34 IOCs (avg BDE: 80)
54.39.89.45	2026-01-15	Oz Batch: 34 IOCs (avg BDE: 80)
54.39.89.46	2026-01-15	Oz Batch: 34 IOCs (avg BDE: 80)
54.39.89.48	2026-01-15	Oz Batch: 34 IOCs (avg BDE: 80)
54.39.89.56	2026-01-15	Oz Batch: 34 IOCs (avg BDE: 80)
54.39.89.97	2026-01-15	Oz Batch: 34 IOCs (avg BDE: 80)
62.133.45.2	2026-01-15	Oz Batch: 34 IOCs (avg BDE: 80)
89.188.76.176	2026-01-15	Oz Batch: 34 IOCs (avg BDE: 80)
92.119.177.87	2026-01-15	Oz Batch: 34 IOCs (avg BDE: 80)
4.213.73.240	2026-01-15	OSINT Volley 2026-01-15 - Unknown malware/AsyncRAT/Vidar
87.106.2.152	2026-01-15	OSINT Volley 2026-01-15 - Unknown malware/AsyncRAT/Vidar
138.124.66.8	2026-01-15	OSINT Volley 2026-01-15 - Unknown malware/AsyncRAT/Vidar
51.81.155.58	2026-01-15	OSINT Volley 2026-01-15 - Unknown malware/AsyncRAT/Vidar
79.174.78.180	2026-01-15	OSINT Volley 2026-01-15 - Unknown malware/AsyncRAT/Vidar
54.254.147.81	2026-01-15	OSINT Volley 2026-01-15 - Unknown malware/AsyncRAT/Vidar
178.154.247.107	2026-01-15	OSINT Volley 2026-01-15 - Unknown malware/AsyncRAT/Vidar
15.207.138.6	2026-01-15	OSINT Volley 2026-01-15 - Unknown malware/AsyncRAT/Vidar
54.204.117.176	2026-01-15	OSINT Volley 2026-01-15 - Unknown malware/AsyncRAT/Vidar
95.217.242.12	2026-01-15	OSINT Volley 2026-01-15 - Unknown malware/AsyncRAT/Vidar
85.137.253.13	2026-01-15	OSINT Volley 2026-01-15 - Unknown malware/AsyncRAT/Vidar
77.42.83.33	2026-01-15	OSINT Volley 2026-01-15 - Unknown malware/AsyncRAT/Vidar
95.217.245.117	2026-01-15	OSINT Volley 2026-01-15 - Unknown malware/AsyncRAT/Vidar
95.217.245.163	2026-01-15	OSINT Volley 2026-01-15 - Unknown malware/AsyncRAT/Vidar
65.109.242.146	2026-01-15	OSINT Volley 2026-01-15 - Unknown malware/AsyncRAT/Vidar
91.184.243.129	2026-01-15	OSINT Volley 2026-01-15 - Unknown malware/AsyncRAT/Vidar
95.85.230.162	2026-01-15	OSINT Volley 2026-01-15 - Unknown malware/AsyncRAT/Vidar
95.216.183.30	2026-01-15	OSINT Volley 2026-01-15 - Unknown malware/AsyncRAT/Vidar
198.46.178.137	2026-01-15	OSINT Volley 2026-01-15 - Unknown malware/AsyncRAT/Vidar
65.108.68.112	2026-01-15	OSINT Volley 2026-01-15 - Unknown malware/AsyncRAT/Vidar
174.138.181.162	2026-01-15	OSINT Volley 2026-01-15 - Unknown malware/AsyncRAT/Vidar
185.91.127.94	2026-01-15	OSINT Volley 2026-01-15 - Unknown malware/AsyncRAT/Vidar
176.9.145.137	2026-01-15	OSINT Volley 2026-01-15 - Unknown malware/AsyncRAT/Vidar
185.91.127.32	2026-01-15	OSINT Volley 2026-01-15 - Unknown malware/AsyncRAT/Vidar
193.141.60.73	2026-01-15	OSINT Volley 2026-01-15 - Unknown malware/AsyncRAT/Vidar
185.91.127.91	2026-01-15	OSINT Volley 2026-01-15 - Unknown malware/AsyncRAT/Vidar
74.119.149.33	2026-01-15	OSINT Volley 2026-01-15 - Unknown malware/AsyncRAT/Vidar
205.209.117.202	2026-01-15	OSINT Volley 2026-01-15 - Unknown malware/AsyncRAT/Vidar
207.174.105.104	2026-01-15	OSINT Volley 2026-01-15 - Unknown malware/AsyncRAT/Vidar
74.119.149.7	2026-01-15	OSINT Volley 2026-01-15 - Unknown malware/AsyncRAT/Vidar
