ip	first_seen_utc	tag
205.210.31.85	2025-12-29	Oz Batch: 33 IOCs (avg BDE: 80)
205.210.31.89	2025-12-29	Oz Batch: 33 IOCs (avg BDE: 80)
205.210.31.90	2025-12-29	Oz Batch: 33 IOCs (avg BDE: 80)
205.210.31.93	2025-12-29	Oz Batch: 33 IOCs (avg BDE: 80)
205.210.31.94	2025-12-29	Oz Batch: 33 IOCs (avg BDE: 80)
205.210.31.96	2025-12-29	Oz Batch: 33 IOCs (avg BDE: 80)
209.50.181.218	2025-12-29	Oz Batch: 33 IOCs (avg BDE: 80)
20.169.77.227	2025-12-29	Oz Batch: 33 IOCs (avg BDE: 80)
212.97.64.25	2025-12-29	Oz Batch: 33 IOCs (avg BDE: 80)
23.27.145.132	2025-12-29	Oz Batch: 33 IOCs (avg BDE: 80)
23.27.145.49	2025-12-29	Oz Batch: 33 IOCs (avg BDE: 80)
23.27.145.60	2025-12-29	Oz Batch: 33 IOCs (avg BDE: 80)
45.63.12.144	2025-12-29	Oz Batch: 33 IOCs (avg BDE: 80)
47.79.202.180	2025-12-29	Oz Batch: 33 IOCs (avg BDE: 80)
47.79.202.240	2025-12-29	Oz Batch: 33 IOCs (avg BDE: 80)
47.79.202.7	2025-12-29	Oz Batch: 33 IOCs (avg BDE: 80)
52.159.225.196	2025-12-29	Oz Batch: 33 IOCs (avg BDE: 80)
52.234.40.193	2025-12-29	Oz Batch: 33 IOCs (avg BDE: 80)
54.39.89.101	2025-12-29	Oz Batch: 33 IOCs (avg BDE: 80)
54.39.89.153	2025-12-29	Oz Batch: 33 IOCs (avg BDE: 80)
54.39.89.185	2025-12-29	Oz Batch: 33 IOCs (avg BDE: 80)
54.39.89.206	2025-12-29	Oz Batch: 33 IOCs (avg BDE: 80)
54.39.89.231	2025-12-29	Oz Batch: 33 IOCs (avg BDE: 80)
54.39.89.233	2025-12-29	Oz Batch: 33 IOCs (avg BDE: 80)
54.39.89.240	2025-12-29	Oz Batch: 33 IOCs (avg BDE: 80)
54.39.89.45	2025-12-29	Oz Batch: 33 IOCs (avg BDE: 80)
54.39.89.46	2025-12-29	Oz Batch: 33 IOCs (avg BDE: 80)
54.39.89.48	2025-12-29	Oz Batch: 33 IOCs (avg BDE: 80)
54.39.89.56	2025-12-29	Oz Batch: 33 IOCs (avg BDE: 80)
54.39.89.97	2025-12-29	Oz Batch: 33 IOCs (avg BDE: 80)
62.133.45.2	2025-12-29	Oz Batch: 33 IOCs (avg BDE: 80)
89.188.76.176	2025-12-29	Oz Batch: 33 IOCs (avg BDE: 80)
92.119.177.87	2025-12-29	Oz Batch: 33 IOCs (avg BDE: 80)
67.201.10.186	2025-12-29	OSINT Volley 2025-12-29 - Unknown malware/ClearFake/AsyncRAT
180.184.71.154	2025-12-29	OSINT Volley 2025-12-29 - Unknown malware/ClearFake/AsyncRAT
95.179.240.53	2025-12-29	OSINT Volley 2025-12-29 - Unknown malware/ClearFake/AsyncRAT
104.248.218.2	2025-12-29	OSINT Volley 2025-12-29 - Unknown malware/ClearFake/AsyncRAT
161.22.41.115	2025-12-29	OSINT Volley 2025-12-29 - Unknown malware/ClearFake/AsyncRAT
62.60.177.252	2025-12-29	OSINT Volley 2025-12-29 - Unknown malware/ClearFake/AsyncRAT
144.126.149.104	2025-12-29	OSINT Volley 2025-12-29 - Unknown malware/ClearFake/AsyncRAT
95.9.236.229	2025-12-29	OSINT Volley 2025-12-29 - Unknown malware/ClearFake/AsyncRAT
180.97.215.152	2025-12-29	OSINT Volley 2025-12-29 - Unknown malware/ClearFake/AsyncRAT
47.105.37.162	2025-12-29	OSINT Volley 2025-12-29 - Unknown malware/ClearFake/AsyncRAT
107.149.212.204	2025-12-29	OSINT Volley 2025-12-29 - Unknown malware/ClearFake/AsyncRAT
93.152.230.9	2025-12-29	OSINT Volley 2025-12-29 - Unknown malware/ClearFake/AsyncRAT
45.153.34.199	2025-12-29	OSINT Volley 2025-12-29 - Unknown malware/ClearFake/AsyncRAT
91.208.206.49	2025-12-29	OSINT Volley 2025-12-29 - Unknown malware/ClearFake/AsyncRAT
185.241.208.183	2025-12-29	OSINT Volley 2025-12-29 - Unknown malware/ClearFake/AsyncRAT
134.122.13.243	2025-12-29	OSINT Volley 2025-12-29 - Unknown malware/ClearFake/AsyncRAT
178.128.54.100	2025-12-29	OSINT Volley 2025-12-29 - Unknown malware/ClearFake/AsyncRAT
222.186.17.103	2025-12-29	OSINT Volley 2025-12-29 - Unknown malware/ClearFake/AsyncRAT
149.28.226.227	2025-12-29	OSINT Volley 2025-12-29 - Unknown malware/ClearFake/AsyncRAT
103.25.172.132	2025-12-29	OSINT Volley 2025-12-29 - Unknown malware/ClearFake/AsyncRAT
52.23.9.8	2025-12-29	OSINT Volley 2025-12-29 - Unknown malware/ClearFake/AsyncRAT
51.77.34.184	2025-12-29	OSINT Volley 2025-12-29 - Unknown malware/ClearFake/AsyncRAT
118.139.167.36	2025-12-29	OSINT Volley 2025-12-29 - Unknown malware/ClearFake/AsyncRAT
103.241.42.39	2025-12-29	OSINT Volley 2025-12-29 - Unknown malware/ClearFake/AsyncRAT
165.22.182.5	2025-12-29	OSINT Volley 2025-12-29 - Unknown malware/ClearFake/AsyncRAT
103.177.47.17	2025-12-29	OSINT Volley 2025-12-29 - Unknown malware/ClearFake/AsyncRAT
103.177.46.119	2025-12-29	OSINT Volley 2025-12-29 - Unknown malware/ClearFake/AsyncRAT
54.147.60.76	2025-12-29	OSINT Volley 2025-12-29 - Unknown malware/ClearFake/AsyncRAT
103.177.47.16	2025-12-29	OSINT Volley 2025-12-29 - Unknown malware/ClearFake/AsyncRAT
54.242.48.186	2025-12-29	OSINT Volley 2025-12-29 - Unknown malware/ClearFake/AsyncRAT
103.177.46.120	2025-12-29	OSINT Volley 2025-12-29 - Unknown malware/ClearFake/AsyncRAT
41.251.119.120	2025-12-29	OSINT Volley 2025-12-29 - Unknown malware/ClearFake/AsyncRAT
81.70.17.79	2025-12-29	OSINT Volley 2025-12-29 - Unknown malware/ClearFake/AsyncRAT
108.165.147.72	2025-12-29	OSINT Volley 2025-12-29 - Unknown malware/ClearFake/AsyncRAT
134.209.96.175	2025-12-29	OSINT Volley 2025-12-29 - Unknown malware/ClearFake/AsyncRAT
77.110.114.203	2025-12-29	OSINT Volley 2025-12-29 - Unknown malware/ClearFake/AsyncRAT
154.193.216.54	2025-12-29	OSINT Volley 2025-12-29 - Unknown malware/ClearFake/AsyncRAT
154.53.35.211	2025-12-29	OSINT Volley 2025-12-29 - Unknown malware/ClearFake/AsyncRAT
216.126.227.58	2025-12-29	OSINT Volley 2025-12-29 - Unknown malware/ClearFake/AsyncRAT
45.76.44.47	2025-12-29	OSINT Volley 2025-12-29 - Unknown malware/ClearFake/AsyncRAT
