ip,port,malware,confidence_level,first_seen_utc_date
172.67.71.251,8848,win.asyncrat,75,2026-02-05
172.67.71.251,8080,win.asyncrat,75,2026-02-05
172.67.71.251,4782,win.asyncrat,75,2026-02-05
172.67.71.251,443,win.asyncrat,75,2026-02-05
172.67.71.251,1604,win.asyncrat,75,2026-02-05
172.67.71.251,1337,win.asyncrat,75,2026-02-05
104.26.9.32,8848,win.asyncrat,75,2026-02-05
104.26.9.32,8080,win.asyncrat,75,2026-02-05
104.26.9.32,4782,win.asyncrat,75,2026-02-05
104.26.9.32,443,win.asyncrat,75,2026-02-05
104.26.9.32,1604,win.asyncrat,75,2026-02-05
104.26.8.32,8848,win.asyncrat,75,2026-02-05
104.26.9.32,1337,win.asyncrat,75,2026-02-05
104.26.8.32,8080,win.asyncrat,75,2026-02-05
104.26.8.32,4782,win.asyncrat,75,2026-02-05
104.26.8.32,443,win.asyncrat,75,2026-02-05
104.26.8.32,1604,win.asyncrat,75,2026-02-05
104.26.8.32,1337,win.asyncrat,75,2026-02-05
37.233.5.64,5500,win.orcus_rat,100,2026-02-05
104.143.34.140,7878,win.valley_rat,100,2026-02-05
104.143.34.140,80,win.valley_rat,100,2026-02-05
104.143.34.140,5656,win.valley_rat,100,2026-02-05
206.238.221.219,7788,win.valley_rat,100,2026-02-05
196.75.55.31,2222,win.meterpreter,100,2026-02-05
56.112.54.1,103,win.meterpreter,100,2026-02-05
199.101.111.61,3790,win.meterpreter,100,2026-02-05
159.223.73.249,7771,win.venom,100,2026-02-05
186.169.55.212,5060,win.remcos,100,2026-02-05
193.142.146.9,8970,win.remcos,100,2026-02-05
172.111.213.105,2404,win.remcos,100,2026-02-05
8.152.99.85,8443,win.cobalt_strike,75,2026-02-05
150.139.132.8,10001,win.extreme_rat,100,2026-02-05
94.74.0.253,7443,unknown,100,2026-02-05
43.249.175.87,39816,win.cobalt_strike,100,2026-02-05
38.76.195.221,10000,win.cobalt_strike,100,2026-02-05
104.168.115.88,2828,win.xworm,75,2026-02-05
154.90.61.163,443,win.quasar_rat,100,2026-02-05
185.132.53.17,7800,win.pulsar_rat,77,2026-02-05
175.30.114.155,4782,win.quasar_rat,100,2026-02-05
87.120.93.67,443,win.netsupportmanager_rat,100,2026-02-05
38.240.33.41,5001,win.quasar_rat,100,2026-02-05
206.123.132.78,8098,win.xworm,100,2026-02-05
65.20.99.10,8888,win.sliver,75,2026-02-05
54.223.32.203,443,win.deimos_c2,75,2026-02-05
45.151.123.206,8090,win.deimos_c2,75,2026-02-05
185.87.50.147,8443,win.bianlian,75,2026-02-05
150.136.164.223,8888,win.sliver,75,2026-02-05
36.133.104.30,4444,win.meterpreter,100,2026-02-05
196.75.113.90,2222,win.meterpreter,100,2026-02-05
212.227.58.233,80,unknown,100,2026-02-05
207.246.95.56,443,win.pupy,100,2026-02-05
139.84.159.182,443,win.pupy,100,2026-02-05
103.195.101.62,2453,win.remcos,100,2026-02-05
217.156.66.187,3306,win.cobalt_strike,100,2026-02-05
85.209.120.47,4444,win.asyncrat,100,2026-02-05
169.40.135.77,80,win.cobalt_strike,100,2026-02-05
169.40.135.77,443,win.cobalt_strike,100,2026-02-05
91.92.242.13,6621,win.mirai,100,2026-02-05
194.113.106.125,56001,win.resolver_rat,100,2026-02-05
5.101.86.66,51108,win.remcos,100,2026-02-05
46.246.34.53,54073,win.remcos,100,2026-02-05
51.15.16.35,4782,win.quasar_rat,100,2026-02-05
172.111.213.109,2565,win.remcos,100,2026-02-05
104.243.248.63,85,win.asyncrat,75,2026-02-05
37.72.172.58,6066,win.asyncrat,75,2026-02-05
157.20.182.25,1444,win.asyncrat,75,2026-02-05
146.103.127.46,80,win.stealc,50,2026-02-05
95.85.237.193,80,win.stealc,50,2026-02-05
37.77.150.117,80,win.stealc,50,2026-02-05
104.238.205.20,443,win.latrodectus,100,2026-02-05
109.202.111.2,443,win.latrodectus,100,2026-02-05
93.116.248.13,443,win.latrodectus,100,2026-02-05
95.179.213.0,8082,unknown,50,2026-02-05
124.222.137.114,23333,win.cobalt_strike,75,2026-02-05
47.84.16.249,6688,win.valley_rat,100,2026-02-05
178.16.55.71,4590,win.xworm,100,2026-02-05
103.177.47.178,3790,win.meterpreter,100,2026-02-05
89.32.41.15,80,elf.bashlite,100,2026-02-05
185.253.117.57,443,win.pupy,100,2026-02-05
172.111.139.95,2405,win.remcos,100,2026-02-05
92.246.87.60,2404,win.remcos,100,2026-02-05
158.94.211.126,2404,win.remcos,100,2026-02-05
124.230.194.150,9999,win.ghost_rat,100,2026-02-05
62.182.84.117,443,apk.hook,100,2026-02-05
5.181.165.216,4444,win.asyncrat,100,2026-02-05
65.20.99.10,31337,win.sliver,90,2026-02-05
23.235.179.97,59131,win.cobalt_strike,75,2026-02-05
188.165.122.13,4444,win.meterpreter,100,2026-02-05
143.47.53.106,9679,apk.hook,100,2026-02-05
195.88.191.24,8008,win.sliver,100,2026-02-05
146.19.24.131,2404,win.remcos,100,2026-02-05
104.168.0.147,8080,win.remcos,100,2026-02-05
195.177.94.148,4000,win.loda,100,2026-02-04
150.139.132.27,10001,win.extreme_rat,100,2026-02-04
62.164.177.91,5755,win.quasar_rat,100,2026-02-04
212.232.23.65,443,win.vshell,100,2026-02-04
46.16.14.246,443,win.cobalt_strike,90,2026-02-04
54.177.176.66,2281,win.meterpreter,100,2026-02-04
108.137.50.248,103,win.meterpreter,100,2026-02-04
176.65.151.197,2404,win.remcos,100,2026-02-04
45.122.120.69,2404,win.remcos,100,2026-02-04
194.113.106.125,7705,win.purelogs,100,2026-02-04
45.87.249.10,443,win.danabot,75,2026-02-04
193.242.184.197,7443,unknown,100,2026-02-04
159.89.98.76,443,unknown,100,2026-02-04
5.181.165.216,80,win.asyncrat,100,2026-02-04
107.170.108.204,8080,win.bianlian,75,2026-02-04
34.223.43.67,10001,win.extreme_rat,100,2026-02-04
223.109.90.58,10001,win.extreme_rat,100,2026-02-04
210.131.217.107,8000,win.venom,100,2026-02-04
156.234.33.81,19350,win.cobalt_strike,100,2026-02-04
4.225.89.181,443,win.cobalt_strike,100,2026-02-04
185.247.228.40,44451,win.nanocore,100,2026-02-04
185.222.58.43,55615,win.redline_stealer,100,2026-02-04
167.122.70.50,443,win.quasar_rat,100,2026-02-04
45.138.16.75,7772,win.xworm,100,2026-02-04
78.12.249.26,39914,win.meterpreter,100,2026-02-04
193.29.58.236,80,unknown_rat,100,2026-02-04
185.196.8.252,2431,win.remcos,100,2026-02-04
69.5.189.249,8888,win.remcos,100,2026-02-04
45.144.212.74,6000,win.venom,100,2026-02-04
3.121.234.29,443,unknown,100,2026-02-04
184.105.208.104,7443,unknown,100,2026-02-04
136.115.170.218,7443,unknown,100,2026-02-04
103.87.10.156,8509,unknown,100,2026-02-04
23.235.179.115,59131,win.cobalt_strike,100,2026-02-04
156.234.247.98,59131,win.cobalt_strike,100,2026-02-04
103.37.2.9,59131,win.cobalt_strike,100,2026-02-04
43.128.21.242,801,win.cobalt_strike,75,2026-02-04
161.97.110.15,7705,win.purelogs,100,2026-02-04
49.213.132.153,80,win.meterpreter,75,2026-02-04
85.137.253.74,443,win.vidar,100,2026-02-04
31.57.219.219,5001,win.quasar_rat,75,2026-02-04
26.169.62.1,5552,win.njrat,100,2026-02-04
43.205.130.228,11179,win.meterpreter,100,2026-02-04
43.205.130.228,2929,win.meterpreter,100,2026-02-04
43.205.130.228,12679,win.meterpreter,100,2026-02-04
136.0.157.52,9999,win.xworm,100,2026-02-04
141.11.192.223,9900,win.xworm,100,2026-02-04
77.238.240.86,9000,win.sectop_rat,100,2026-02-04
