ip,port,malware,confidence_level,first_seen_utc_date
34.236.253.225,80,unknown,100,2025-12-31
3.148.150.3,80,unknown,100,2025-12-31
103.112.244.68,443,unknown,100,2025-12-31
3.92.164.85,21,win.meterpreter,100,2025-12-31
49.13.35.146,7443,unknown,100,2025-12-31
158.94.208.237,2404,win.remcos,100,2025-12-31
107.174.95.25,80,win.cobalt_strike,100,2025-12-31
139.162.39.84,9090,win.cobalt_strike,100,2025-12-31
185.213.240.178,3778,elf.mirai,100,2025-12-31
1.94.60.160,80,win.cobalt_strike,100,2025-12-31
181.215.18.140,8443,win.cobalt_strike,100,2025-12-31
206.238.115.86,7777,win.ghost_rat,100,2025-12-31
27.124.53.43,447,win.ghost_rat,100,2025-12-31
47.84.13.17,1688,win.ghost_rat,100,2025-12-31
47.237.185.140,2580,win.ghost_rat,100,2025-12-31
124.117.210.186,10101,win.ghost_rat,100,2025-12-31
154.91.84.19,7788,win.ghost_rat,100,2025-12-31
192.229.116.171,520,win.ghost_rat,100,2025-12-31
206.238.42.177,5050,win.ghost_rat,100,2025-12-31
101.36.113.58,80,unknown,100,2025-12-31
209.38.231.154,3333,unknown,100,2025-12-31
51.222.136.152,3330,unknown,100,2025-12-31
144.126.203.11,8080,win.quasar_rat,100,2025-12-31
67.210.97.27,7707,win.asyncrat,100,2025-12-31
45.114.106.43,6521,win.cobalt_strike,100,2025-12-31
52.78.100.137,8888,win.cobalt_strike,100,2025-12-31
156.234.71.23,30941,win.cobalt_strike,100,2025-12-31
178.16.52.253,443,elf.xmrig,100,2025-12-31
65.153.151.130,10011,win.deimos_c2,75,2025-12-31
199.48.247.31,8443,win.sliver,75,2025-12-31
192.99.169.120,8888,win.sliver,75,2025-12-31
16.64.1.155,443,win.deimos_c2,75,2025-12-31
148.178.114.72,443,win.deimos_c2,75,2025-12-31
77.240.38.12,443,unknown,100,2025-12-31
13.61.43.131,80,unknown,100,2025-12-31
15.236.37.248,80,unknown,100,2025-12-31
89.111.134.202,80,unknown,100,2025-12-31
13.53.62.252,80,unknown,100,2025-12-31
3.140.100.40,443,unknown,100,2025-12-31
198.91.87.184,443,unknown,100,2025-12-31
5.161.219.211,443,unknown,100,2025-12-31
198.96.88.70,9999,elf.bashlite,100,2025-12-31
93.198.182.29,81,win.netsupportmanager_rat,100,2025-12-31
94.154.35.160,2222,win.dcrat,100,2025-12-31
200.232.230.24,7000,win.venom,100,2025-12-31
159.198.75.249,80,win.havoc,100,2025-12-31
188.165.63.129,6000,win.asyncrat,100,2025-12-31
144.172.108.187,8808,win.asyncrat,100,2025-12-31
206.82.9.155,8808,win.asyncrat,100,2025-12-31
161.248.113.155,8888,unknown,100,2025-12-31
172.81.132.171,8090,win.sliver,100,2025-12-31
57.131.35.11,80,win.sliver,100,2025-12-31
86.48.30.104,2404,win.remcos,100,2025-12-31
8.136.196.111,80,win.cobalt_strike,100,2025-12-31
114.55.144.63,443,win.cobalt_strike,100,2025-12-31
114.55.144.63,8888,win.cobalt_strike,100,2025-12-31
103.79.187.254,2096,win.cobalt_strike,100,2025-12-31
45.131.65.74,6767,elf.mirai,75,2025-12-31
185.126.67.49,8000,unknown,100,2025-12-31
121.56.26.2,7777,win.qakbot,75,2025-12-31
158.94.210.60,8888,unknown,100,2025-12-31
