ip,port,malware,confidence_level,first_seen_utc_date
20.82.7.214,9000,apk.spynote,100,2026-01-13
103.177.46.64,3790,win.meterpreter,100,2026-01-13
44.207.4.195,18084,win.meterpreter,100,2026-01-13
134.122.155.153,16426,win.ghost_rat,100,2026-01-13
3.69.173.27,80,win.cobalt_strike,100,2026-01-13
71.198.252.123,23,elf.bashlite,90,2026-01-13
34.101.182.231,8080,unknown,100,2026-01-13
35.198.242.231,8080,unknown,100,2026-01-13
136.144.168.149,3333,unknown,100,2026-01-13
185.214.74.27,2083,unknown,100,2026-01-13
193.39.208.110,2083,unknown,100,2026-01-13
77.221.153.99,80,unknown,100,2026-01-13
162.211.180.213,443,win.dcrat,100,2026-01-13
46.17.248.36,8888,win.dcrat,100,2026-01-13
130.94.111.235,443,win.havoc,100,2026-01-13
164.92.176.169,443,unknown,100,2026-01-13
134.122.155.141,16426,win.ghost_rat,75,2026-01-13
123.57.193.70,1234,win.cobalt_strike,100,2026-01-13
38.14.248.39,9999,win.cobalt_strike,100,2026-01-13
47.238.125.126,80,win.cobalt_strike,100,2026-01-13
68.183.62.205,6001,win.sliver,75,2026-01-13
54.38.94.225,8881,win.eye_pyramid,75,2026-01-13
207.56.205.7,443,win.deimos_c2,75,2026-01-13
167.235.71.58,80,win.deimos_c2,75,2026-01-13
148.178.94.13,443,win.deimos_c2,75,2026-01-13
148.178.66.247,443,win.deimos_c2,75,2026-01-13
148.178.65.73,443,win.deimos_c2,75,2026-01-13
148.178.54.132,443,win.deimos_c2,75,2026-01-13
157.245.203.59,8084,win.vshell,100,2026-01-13
196.74.229.54,2222,win.meterpreter,100,2026-01-13
199.101.111.84,3790,win.meterpreter,100,2026-01-13
50.116.52.26,4321,win.adaptix_c2,100,2026-01-13
209.74.85.219,3333,unknown,100,2026-01-13
116.102.228.216,6000,win.venom,100,2026-01-13
116.102.228.216,6001,win.venom,100,2026-01-13
46.226.167.241,45051,apk.hook,100,2026-01-13
93.95.227.249,7443,unknown,100,2026-01-13
164.68.120.30,1001,win.asyncrat,100,2026-01-13
103.79.76.166,8444,win.pupy,100,2026-01-13
110.41.66.39,443,win.cobalt_strike,100,2026-01-13
80.78.18.236,443,win.cobalt_strike,100,2026-01-13
156.234.89.237,24591,win.cobalt_strike,100,2026-01-13
95.217.25.135,443,win.vidar,100,2026-01-13
95.217.243.117,443,win.vidar,100,2026-01-13
65.109.243.72,443,win.vidar,100,2026-01-13
77.105.161.124,443,win.vidar,100,2026-01-13
77.105.161.99,443,win.vidar,100,2026-01-13
95.217.246.160,443,win.vidar,100,2026-01-13
138.226.237.179,443,win.vidar,100,2026-01-13
138.226.237.199,443,win.vidar,100,2026-01-13
188.93.233.111,443,win.vidar,100,2026-01-13
77.42.75.96,443,win.vidar,100,2026-01-13
193.29.187.173,38241,elf.mirai,80,2026-01-13
143.92.60.28,3333,win.valley_rat,100,2026-01-13
5.8.18.106,80,win.stealc,100,2026-01-13
77.110.121.209,80,unknown,100,2026-01-13
194.156.79.11,55615,win.redline_stealer,100,2026-01-13
200.9.154.131,7771,win.remcos,100,2026-01-13
167.99.4.43,8001,elf.aisuru,75,2026-01-13
188.166.148.7,8001,elf.aisuru,75,2026-01-13
198.199.87.139,8001,elf.aisuru,75,2026-01-13
188.166.173.40,8001,elf.aisuru,75,2026-01-13
147.182.139.216,8001,elf.aisuru,75,2026-01-13
152.42.133.76,8001,elf.aisuru,75,2026-01-13
165.22.158.22,8001,elf.aisuru,75,2026-01-13
165.22.166.168,8001,elf.aisuru,75,2026-01-13
167.71.5.100,8001,elf.aisuru,75,2026-01-13
157.245.173.87,8001,elf.aisuru,75,2026-01-13
54.225.34.99,6008,win.meterpreter,100,2026-01-13
54.225.34.99,30358,win.meterpreter,100,2026-01-13
79.49.209.58,4444,win.meterpreter,100,2026-01-13
43.160.243.236,8083,win.quasar_rat,100,2026-01-13
139.59.96.251,443,unknown,100,2026-01-13
48.217.50.253,7443,unknown,100,2026-01-13
68.64.178.11,2052,win.sliver,100,2026-01-13
154.127.53.147,2404,win.remcos,100,2026-01-13
45.83.31.35,7006,win.remcos,100,2026-01-13
154.127.53.148,2404,win.remcos,100,2026-01-13
23.247.131.227,443,win.cobalt_strike,100,2026-01-13
91.92.242.97,2404,win.remcos,100,2026-01-13
42.121.223.74,443,win.cobalt_strike,75,2026-01-13
38.147.172.196,8800,win.cobalt_strike,75,2026-01-13
