ip,port,malware,confidence_level,first_seen_utc_date
196.251.100.20,5210,win.ave_maria,100,2026-01-08
98.89.18.77,6003,win.meterpreter,100,2026-01-08
103.177.47.196,3790,win.meterpreter,100,2026-01-08
98.89.18.77,503,win.meterpreter,100,2026-01-08
209.200.246.183,1912,win.crimson,100,2026-01-08
157.230.21.238,7443,unknown,100,2026-01-08
45.86.244.248,9000,win.sectop_rat,100,2026-01-08
217.69.1.147,443,win.shadowpad,90,2026-01-08
105.98.132.42,2404,win.remcos,100,2026-01-08
89.185.84.35,32091,win.remcos,100,2026-01-08
138.226.236.14,443,win.vidar,100,2026-01-08
43.136.42.5,3333,unknown,100,2026-01-08
46.224.201.180,443,unknown,100,2026-01-08
54.88.125.52,443,unknown,100,2026-01-08
154.83.85.89,60000,unknown,100,2026-01-08
82.157.118.80,60000,unknown,100,2026-01-08
115.190.150.233,60000,unknown,100,2026-01-08
181.214.100.88,31337,win.sliver,90,2026-01-08
39.107.242.130,52012,win.cobalt_strike,100,2026-01-08
38.246.253.93,82,win.cobalt_strike,100,2026-01-08
85.11.161.5,443,win.vidar,100,2026-01-08
185.246.190.87,443,win.vidar,100,2026-01-08
138.226.236.245,443,win.vidar,100,2026-01-08
138.226.236.164,443,win.vidar,100,2026-01-08
138.226.236.205,443,win.vidar,100,2026-01-08
95.217.26.186,443,win.vidar,100,2026-01-08
193.233.198.76,443,win.vidar,100,2026-01-08
193.233.198.6,443,win.vidar,100,2026-01-08
185.112.59.19,443,win.vidar,100,2026-01-08
49.13.36.60,443,win.vidar,100,2026-01-08
138.226.237.157,443,win.vidar,100,2026-01-08
138.226.236.246,443,win.vidar,100,2026-01-08
95.85.239.176,443,win.vidar,100,2026-01-08
138.226.237.161,443,win.vidar,100,2026-01-08
95.216.180.102,443,win.vidar,100,2026-01-08
157.180.122.155,443,win.vidar,100,2026-01-08
46.62.168.52,443,win.vidar,100,2026-01-08
94.141.122.199,443,win.vidar,100,2026-01-08
159.69.3.93,443,win.vidar,100,2026-01-08
138.226.236.127,443,win.vidar,100,2026-01-08
138.226.236.224,443,win.vidar,100,2026-01-08
185.112.59.195,443,win.vidar,100,2026-01-08
193.233.198.209,443,win.vidar,100,2026-01-08
46.224.186.75,443,win.vidar,100,2026-01-08
95.217.242.124,443,win.vidar,100,2026-01-08
138.226.237.2,443,win.vidar,100,2026-01-08
77.105.161.106,443,win.vidar,100,2026-01-08
138.226.236.132,443,win.vidar,100,2026-01-08
91.98.224.58,443,win.vidar,100,2026-01-08
49.13.36.101,443,win.vidar,100,2026-01-08
138.226.236.154,443,win.vidar,100,2026-01-08
138.226.237.167,443,win.vidar,100,2026-01-08
138.226.236.220,443,win.vidar,100,2026-01-08
138.226.236.188,443,win.vidar,100,2026-01-08
192.177.26.93,443,win.vidar,100,2026-01-08
94.103.1.193,443,win.vidar,100,2026-01-08
138.226.237.175,443,win.vidar,100,2026-01-08
95.85.239.135,443,win.vidar,100,2026-01-08
138.226.236.252,443,win.vidar,100,2026-01-08
138.226.237.163,443,win.vidar,100,2026-01-08
193.233.198.220,443,win.vidar,100,2026-01-08
185.112.59.194,443,win.vidar,100,2026-01-08
185.112.59.157,443,win.vidar,100,2026-01-08
138.226.236.233,443,win.vidar,100,2026-01-08
138.226.237.12,443,win.vidar,100,2026-01-08
95.216.178.114,443,win.vidar,100,2026-01-08
138.226.236.32,443,win.vidar,100,2026-01-08
95.216.182.240,443,win.vidar,100,2026-01-08
138.226.237.32,443,win.vidar,100,2026-01-08
116.203.8.88,443,win.vidar,100,2026-01-08
138.226.236.251,443,win.vidar,100,2026-01-08
138.226.237.165,443,win.vidar,100,2026-01-08
138.226.236.110,443,win.vidar,100,2026-01-08
116.203.123.136,443,win.vidar,100,2026-01-08
138.226.237.159,443,win.vidar,100,2026-01-08
138.226.236.53,443,win.vidar,100,2026-01-08
138.226.237.8,443,win.vidar,100,2026-01-08
49.13.35.111,443,win.vidar,100,2026-01-08
138.226.236.172,443,win.vidar,100,2026-01-08
94.141.122.203,443,win.vidar,100,2026-01-08
207.56.138.126,65534,win.cobalt_strike,75,2026-01-08
207.56.138.150,65534,win.cobalt_strike,75,2026-01-08
123.249.100.226,80,win.cobalt_strike,75,2026-01-08
80.82.67.58,3306,win.sliver,75,2026-01-08
69.157.7.136,2078,win.qakbot,75,2026-01-08
64.204.43.42,25216,win.deimos_c2,75,2026-01-08
64.204.43.73,25215,win.deimos_c2,75,2026-01-08
47.149.234.149,443,win.qakbot,75,2026-01-08
218.16.242.213,19118,win.deimos_c2,75,2026-01-08
216.238.67.15,16666,win.deimos_c2,75,2026-01-08
207.56.193.210,443,win.deimos_c2,75,2026-01-08
167.148.188.146,443,win.deimos_c2,75,2026-01-08
157.254.160.6,25203,win.deimos_c2,75,2026-01-08
157.254.160.84,25206,win.deimos_c2,75,2026-01-08
148.178.94.171,443,win.deimos_c2,75,2026-01-08
148.178.95.37,443,win.deimos_c2,75,2026-01-08
148.178.87.17,443,win.deimos_c2,75,2026-01-08
148.178.65.30,443,win.deimos_c2,75,2026-01-08
148.178.68.75,443,win.deimos_c2,75,2026-01-08
148.178.57.34,443,win.deimos_c2,75,2026-01-08
148.178.63.163,443,win.deimos_c2,75,2026-01-08
148.178.41.61,443,win.deimos_c2,75,2026-01-08
148.178.47.251,443,win.deimos_c2,75,2026-01-08
148.178.55.211,443,win.deimos_c2,75,2026-01-08
148.178.118.67,443,win.deimos_c2,75,2026-01-08
142.132.231.211,9200,win.deimos_c2,75,2026-01-08
103.82.37.232,55555,elf.mirai,75,2026-01-08
45.194.92.30,18129,elf.mirai,75,2026-01-08
103.177.47.182,3790,win.meterpreter,100,2026-01-08
103.177.47.232,3790,win.meterpreter,100,2026-01-08
13.218.246.66,29237,win.meterpreter,100,2026-01-08
91.200.220.61,995,elf.bashlite,100,2026-01-08
45.192.97.79,443,win.venom,100,2026-01-08
144.126.149.104,3002,win.asyncrat,100,2026-01-08
45.153.34.230,6606,win.asyncrat,100,2026-01-08
139.84.142.99,443,win.shadowpad,90,2026-01-08
45.153.127.250,443,unknown_rat,100,2026-01-08
198.46.173.5,2404,win.remcos,100,2026-01-08
134.122.189.26,23589,win.ghost_rat,100,2026-01-08
47.95.172.19,443,win.cobalt_strike,100,2026-01-08
47.121.131.91,80,win.cobalt_strike,100,2026-01-08
160.124.146.245,40032,win.cobalt_strike,100,2026-01-08
38.38.251.33,58443,win.cobalt_strike,100,2026-01-08
103.109.43.81,8080,win.cobalt_strike,100,2026-01-08
47.113.98.42,8080,win.cobalt_strike,100,2026-01-08
109.236.50.48,8443,win.cobalt_strike,100,2026-01-08
109.248.150.152,2404,win.remcos,75,2026-01-08
154.39.66.154,5504,win.valley_rat,100,2026-01-08
5.223.51.147,80,win.stealc,100,2026-01-08
185.107.74.132,5555,win.salatstealer,100,2026-01-08
5.182.86.73,80,win.stealc,100,2026-01-08
217.156.66.49,80,win.stealc,100,2026-01-08
34.134.154.94,80,unknown,100,2026-01-08
195.96.129.180,39691,elf.mirai,100,2026-01-08
195.96.129.177,39691,elf.mirai,100,2026-01-08
138.226.236.90,443,win.vidar,100,2026-01-08
157.180.44.87,443,win.vidar,100,2026-01-08
138.226.237.117,443,win.vidar,100,2026-01-08
109.120.137.38,4040,win.remcos,100,2026-01-08
24.168.125.228,3389,win.xworm,100,2026-01-08
172.96.189.153,80,unknown,100,2026-01-08
54.236.248.84,2086,win.meterpreter,100,2026-01-08
199.101.111.58,3790,win.meterpreter,100,2026-01-08
103.177.47.120,3790,win.meterpreter,100,2026-01-08
172.233.1.83,1234,win.adaptix_c2,100,2026-01-08
89.213.41.171,80,win.venom,100,2026-01-08
57.180.159.78,443,unknown,100,2026-01-08
185.196.8.221,8808,win.asyncrat,100,2026-01-08
206.82.9.155,3390,win.asyncrat,100,2026-01-08
158.94.209.181,4000,win.asyncrat,100,2026-01-08
196.251.100.248,2404,win.remcos,100,2026-01-08
160.124.152.147,11142,win.cobalt_strike,100,2026-01-08
8.138.112.209,20001,win.cobalt_strike,75,2026-01-08
34.227.52.17,443,win.meterpreter,100,2026-01-08
34.227.52.17,2443,win.meterpreter,100,2026-01-08
58.244.42.38,10001,win.meterpreter,100,2026-01-08
20.62.41.29,8081,win.mimikatz,100,2026-01-08
83.147.36.70,23,elf.bashlite,100,2026-01-08
45.192.97.230,443,win.venom,100,2026-01-08
82.67.60.21,7443,unknown,100,2026-01-08
152.53.197.247,8888,unknown,100,2026-01-08
173.212.206.155,80,win.sliver,100,2026-01-08
41.216.188.104,4444,win.cobalt_strike,100,2026-01-08
34.173.186.147,10443,unknown,100,2026-01-07
104.237.1.95,3333,unknown,100,2026-01-07
221.154.189.193,3333,unknown,100,2026-01-07
44.198.171.127,443,unknown,100,2026-01-07
3.88.39.187,3333,unknown,100,2026-01-07
47.94.168.231,3333,unknown,100,2026-01-07
219.80.253.9,443,unknown,100,2026-01-07
74.225.199.49,3333,unknown,100,2026-01-07
206.189.143.45,3333,unknown,100,2026-01-07
45.225.129.11,3333,unknown,100,2026-01-07
8.137.9.112,60000,unknown,100,2026-01-07
45.74.9.54,405,win.asyncrat,100,2026-01-07
202.79.174.22,1699,win.valley_rat,100,2026-01-07
202.79.174.22,1688,win.valley_rat,100,2026-01-07
193.149.129.121,53,win.cobalt_strike,75,2026-01-07
3.132.202.210,443,unknown,100,2026-01-07
23.94.214.39,4444,win.adaptix_c2,100,2026-01-07
45.80.230.239,80,win.mimikatz,100,2026-01-07
103.23.172.132,443,unknown,100,2026-01-07
107.174.142.140,443,unknown,100,2026-01-07
45.137.99.189,8080,win.chaos,100,2026-01-07
98.83.110.192,8443,win.havoc,100,2026-01-07
116.104.91.124,8000,win.havoc,100,2026-01-07
51.83.254.62,9999,win.sliver,100,2026-01-07
15.204.133.100,9501,win.latrodectus,100,2026-01-07
173.249.195.157,80,win.cobalt_strike,100,2026-01-07
38.49.57.15,443,win.cobalt_strike,100,2026-01-07
45.143.203.10,80,win.cobalt_strike,100,2026-01-07
45.143.203.10,443,win.cobalt_strike,100,2026-01-07
38.147.172.196,443,win.cobalt_strike,100,2026-01-07
15.204.133.100,443,win.latrodectus,90,2026-01-07
84.200.73.102,8808,win.asyncrat,75,2026-01-07
64.204.43.30,25215,win.deimos_c2,75,2026-01-07
64.204.43.65,25216,win.deimos_c2,75,2026-01-07
64.204.43.102,25222,win.deimos_c2,75,2026-01-07
46.234.233.166,5050,win.deimos_c2,75,2026-01-07
40.27.125.129,25209,win.deimos_c2,75,2026-01-07
40.27.125.138,25203,win.deimos_c2,75,2026-01-07
157.254.160.83,25203,win.deimos_c2,75,2026-01-07
157.254.160.57,25203,win.deimos_c2,75,2026-01-07
157.254.160.58,25222,win.deimos_c2,75,2026-01-07
148.178.66.145,443,win.deimos_c2,75,2026-01-07
148.178.60.41,443,win.deimos_c2,75,2026-01-07
148.178.47.92,443,win.deimos_c2,75,2026-01-07
148.178.33.52,443,win.deimos_c2,75,2026-01-07
124.220.165.194,443,win.sliver,75,2026-01-07
103.252.117.34,443,win.bianlian,75,2026-01-07
77.78.161.84,4782,win.quasar_rat,100,2026-01-07
91.151.95.112,1604,win.quasar_rat,100,2026-01-07
23.26.129.180,24051,win.remcos,100,2026-01-07
80.76.49.102,8880,unknown_stealer,100,2026-01-07
1.92.72.96,10001,win.vshell,100,2026-01-07
5.199.166.200,1511,win.vshell,100,2026-01-07
47.100.80.248,8084,win.vshell,100,2026-01-07
66.154.107.180,8080,win.vshell,100,2026-01-07
107.172.214.214,8084,win.vshell,100,2026-01-07
45.7.228.160,8080,unknown,100,2026-01-07
151.48.85.103,8080,win.empire_downloader,100,2026-01-07
144.31.168.127,5000,win.venom,100,2026-01-07
193.161.193.99,59529,win.njrat,100,2026-01-07
91.92.242.165,1990,unknown,75,2026-01-07
206.189.97.205,8001,elf.aisuru,75,2026-01-07
64.227.31.96,8001,elf.aisuru,75,2026-01-07
164.90.194.41,8001,elf.aisuru,75,2026-01-07
147.182.219.75,8001,elf.aisuru,75,2026-01-07
146.190.217.119,8001,elf.aisuru,75,2026-01-07
159.89.231.3,8001,elf.aisuru,75,2026-01-07
165.22.122.194,8001,elf.aisuru,75,2026-01-07
174.138.78.109,8001,elf.aisuru,75,2026-01-07
142.93.95.179,8001,elf.aisuru,75,2026-01-07
45.55.237.216,8001,elf.aisuru,75,2026-01-07
47.237.177.10,1688,win.valley_rat,100,2026-01-07
47.237.162.153,1123,win.valley_rat,100,2026-01-07
62.171.144.222,22222,win.meterpreter,100,2026-01-07
109.107.181.68,8089,apk.hook,100,2026-01-07
187.86.156.17,24005,win.remcos,100,2026-01-07
103.96.73.64,8088,win.cobalt_strike,100,2026-01-07
190.92.243.69,18443,unknown,100,2026-01-07
188.245.210.231,3333,unknown,100,2026-01-07
102.117.170.73,7443,unknown,100,2026-01-07
23.95.106.22,6606,win.asyncrat,100,2026-01-07
176.65.132.205,9375,elf.mirai,80,2026-01-07
114.132.74.71,80,win.cobalt_strike,100,2026-01-07
38.165.47.18,80,win.cobalt_strike,100,2026-01-07
180.184.38.141,80,win.cobalt_strike,100,2026-01-07
65.153.151.24,10010,win.deimos_c2,75,2026-01-07
52.71.157.147,443,win.deimos_c2,75,2026-01-07
207.56.197.158,443,win.deimos_c2,75,2026-01-07
207.56.205.150,443,win.deimos_c2,75,2026-01-07
