ip,port,malware,confidence_level,first_seen_utc_date
47.76.197.47,443,win.valley_rat,100,2026-01-22
47.76.197.47,8443,win.valley_rat,100,2026-01-22
35.72.14.173,20728,win.meterpreter,100,2026-01-22
35.72.14.173,51228,win.meterpreter,100,2026-01-22
15.222.249.45,4891,win.meterpreter,100,2026-01-22
13.247.110.79,9042,win.meterpreter,100,2026-01-22
13.247.110.79,4242,win.meterpreter,100,2026-01-22
3.25.76.119,20548,win.meterpreter,100,2026-01-22
15.161.131.57,8808,win.meterpreter,100,2026-01-22
35.93.135.13,999,win.meterpreter,100,2026-01-22
35.93.135.13,3299,win.meterpreter,100,2026-01-22
15.160.201.186,24108,win.meterpreter,100,2026-01-22
15.160.201.186,10258,win.meterpreter,100,2026-01-22
15.160.201.186,4058,win.meterpreter,100,2026-01-22
3.21.106.208,11262,win.meterpreter,100,2026-01-22
43.198.227.159,39031,win.meterpreter,100,2026-01-22
43.198.227.159,2181,win.meterpreter,100,2026-01-22
88.11.159.197,4444,win.meterpreter,100,2026-01-22
18.144.60.171,7481,win.meterpreter,100,2026-01-22
179.95.199.57,9990,win.netsupportmanager_rat,100,2026-01-22
201.139.92.66,4443,win.netsupportmanager_rat,100,2026-01-22
185.163.204.214,9000,win.sectop_rat,100,2026-01-22
104.243.248.63,81,win.asyncrat,100,2026-01-22
176.31.71.168,443,win.pupy,100,2026-01-22
194.14.217.119,80,unknown_rat,100,2026-01-22
45.143.131.123,65530,win.vshell,100,2026-01-22
13.200.130.119,4444,unknown,100,2026-01-22
142.171.48.246,3333,unknown,100,2026-01-22
154.36.173.164,60000,unknown,100,2026-01-22
217.216.32.194,80,win.dcrat,100,2026-01-22
47.237.15.197,443,win.havoc,100,2026-01-22
34.151.214.214,7443,unknown,100,2026-01-22
108.160.131.147,8888,win.cobalt_strike,100,2026-01-22
117.72.13.112,443,win.cobalt_strike,100,2026-01-22
43.143.231.218,8088,win.cobalt_strike,100,2026-01-22
139.129.35.100,443,win.cobalt_strike,100,2026-01-22
194.87.77.26,443,win.vidar,100,2026-01-22
178.17.59.196,443,win.vidar,100,2026-01-22
77.42.48.195,443,win.vidar,100,2026-01-22
45.61.139.127,443,win.havoc,75,2026-01-22
44.254.160.33,443,win.deimos_c2,75,2026-01-22
34.197.163.138,443,win.deimos_c2,75,2026-01-22
3.224.171.174,443,win.deimos_c2,75,2026-01-22
165.227.30.154,443,win.eye_pyramid,75,2026-01-22
91.208.184.240,8082,win.empire_downloader,100,2026-01-22
15.188.84.193,16992,win.meterpreter,100,2026-01-22
54.244.57.14,8159,win.meterpreter,100,2026-01-22
3.15.4.251,50995,win.meterpreter,100,2026-01-22
3.15.4.251,41795,win.meterpreter,100,2026-01-22
3.15.4.251,46545,win.meterpreter,100,2026-01-22
3.125.33.240,1234,win.meterpreter,100,2026-01-22
103.177.47.221,3790,win.meterpreter,100,2026-01-22
40.177.229.194,5986,win.meterpreter,100,2026-01-22
