ip,port,malware,confidence_level,first_seen_utc_date
144.31.236.60,443,unknown,100,2026-04-22
213.139.77.228,443,unknown,100,2026-04-22
46.183.25.42,443,unknown,90,2026-04-22
35.212.234.225,443,unknown,100,2026-04-22
3.226.119.211,443,unknown,100,2026-04-22
46.101.191.5,22,unknown,100,2026-04-22
194.87.161.238,8080,unknown,100,2026-04-22
31.57.201.126,2222,unknown_stealer,100,2026-04-22
192.3.98.166,1234,win.cobalt_strike,100,2026-04-22
100.52.249.75,443,win.cobalt_strike,100,2026-04-22
185.56.45.69,443,win.vidar,100,2026-04-22
74.0.48.181,443,win.vidar,100,2026-04-22
209.54.101.159,3000,win.remcos,75,2026-04-21
45.157.233.139,25565,win.xworm,75,2026-04-21
176.65.134.30,19286,elf.mirai,100,2026-04-21
156.247.40.40,1527,win.valley_rat,75,2026-04-21
192.252.176.120,1527,win.valley_rat,75,2026-04-21
38.45.126.242,1527,win.valley_rat,75,2026-04-21
38.91.113.58,1527,win.valley_rat,75,2026-04-21
38.91.113.59,1527,win.valley_rat,75,2026-04-21
56.155.111.29,5188,win.valley_rat,75,2026-04-21
176.65.139.141,5555,elf.mirai,80,2026-04-21
104.21.10.163,8080,win.nanocore,100,2026-04-21
151.242.152.131,4408,win.valley_rat,100,2026-04-21
39.102.72.5,8888,win.valley_rat,100,2026-04-21
103.215.77.17,4488,win.valley_rat,100,2026-04-21
181.71.188.50,60100,win.remcos,100,2026-04-21
209.50.250.24,43794,win.redline_stealer,100,2026-04-21
104.21.57.118,443,win.nanocore,100,2026-04-21
172.67.190.90,443,win.nanocore,100,2026-04-21
54.254.87.155,443,win.nanocore,100,2026-04-21
13.228.206.57,443,win.nanocore,100,2026-04-21
52.76.87.167,443,win.nanocore,100,2026-04-21
3.0.87.152,443,win.nanocore,100,2026-04-21
13.215.55.10,443,win.nanocore,100,2026-04-21
104.21.56.230,443,win.nanocore,100,2026-04-21
172.67.137.172,443,win.nanocore,100,2026-04-21
43.225.158.58,53,win.cobalt_strike,75,2026-04-21
107.174.186.78,4445,win.cobalt_strike,100,2026-04-21
104.143.39.243,443,win.cobalt_strike,100,2026-04-21
151.59.151.53,8080,win.sectop_rat,100,2026-04-21
154.41.194.79,139,win.extreme_rat,100,2026-04-21
156.226.174.212,1312,elf.mirai,80,2026-04-21
95.216.39.54,8080,win.chaos,100,2026-04-21
64.225.72.155,25001,apk.kimwolf,100,2026-04-21
64.225.77.25,25001,apk.kimwolf,100,2026-04-21
188.166.98.120,25001,apk.kimwolf,100,2026-04-21
139.224.67.220,80,win.cobalt_strike,100,2026-04-21
38.47.100.32,801,win.cobalt_strike,100,2026-04-21
1.92.125.220,4433,win.cobalt_strike,100,2026-04-21
135.136.178.226,80,win.cobalt_strike,100,2026-04-21
103.97.176.69,80,win.cobalt_strike,100,2026-04-21
209.99.188.19,8777,win.xworm,75,2026-04-21
185.56.45.63,443,win.vidar,100,2026-04-21
95.211.165.137,2404,win.remcos,75,2026-04-21
176.65.139.141,9931,elf.mirai,80,2026-04-21
172.235.163.136,25001,apk.kimwolf,100,2026-04-21
172.235.163.116,25001,apk.kimwolf,100,2026-04-21
152.42.142.122,25001,apk.kimwolf,100,2026-04-21
172.235.163.157,25001,apk.kimwolf,100,2026-04-21
