ip,port,malware,confidence_level,first_seen_utc_date
54.82.101.215,2080,win.meterpreter,100,2026-01-18
54.82.101.215,56430,win.meterpreter,100,2026-01-18
146.19.191.131,23,elf.bashlite,100,2026-01-18
102.98.115.42,443,win.netsupportmanager_rat,100,2026-01-18
137.220.136.171,444,unknown_rat,100,2026-01-18
137.220.136.161,444,unknown_rat,100,2026-01-18
158.94.210.95,2404,win.remcos,100,2026-01-18
212.95.55.76,2404,win.remcos,100,2026-01-18
167.86.68.180,3333,unknown,100,2026-01-18
92.205.30.62,443,unknown,100,2026-01-18
142.93.211.197,3333,unknown,100,2026-01-18
38.55.194.146,2020,unknown,100,2026-01-18
165.22.24.103,3333,unknown,100,2026-01-18
51.178.26.113,3333,unknown,100,2026-01-18
134.236.49.2,30349,win.quasar_rat,100,2026-01-18
86.48.5.53,8888,win.sliver,75,2026-01-18
84.247.168.191,21,win.sliver,75,2026-01-18
8.138.184.79,8888,win.sliver,75,2026-01-18
67.213.212.5,8888,win.sliver,75,2026-01-18
64.23.231.32,8888,win.sliver,75,2026-01-18
52.223.43.230,8022,win.deimos_c2,75,2026-01-18
45.84.196.137,8888,win.sliver,75,2026-01-18
45.143.167.7,443,win.sliver,75,2026-01-18
31.13.195.74,8443,win.bianlian,75,2026-01-18
23.94.28.185,8888,win.sliver,75,2026-01-18
207.56.196.89,443,win.deimos_c2,75,2026-01-18
200.40.131.89,443,win.sliver,75,2026-01-18
193.123.235.201,8384,win.deimos_c2,75,2026-01-18
188.23.171.202,8000,win.eye_pyramid,75,2026-01-18
169.40.135.48,8080,win.sliver,75,2026-01-18
154.12.94.210,9001,win.sliver,75,2026-01-18
148.178.80.5,443,win.deimos_c2,75,2026-01-18
148.178.80.14,443,win.deimos_c2,75,2026-01-18
148.178.76.23,443,win.deimos_c2,75,2026-01-18
146.190.127.20,8888,win.sliver,75,2026-01-18
138.124.108.212,80,win.stealc,100,2026-01-18
213.176.73.149,80,win.stealc,100,2026-01-18
123.57.34.41,80,win.cobalt_strike,100,2026-01-18
103.177.47.128,3790,win.meterpreter,100,2026-01-18
103.177.47.127,3790,win.meterpreter,100,2026-01-18
45.158.230.43,808,elf.kaiji,100,2026-01-18
137.220.136.9,444,unknown_rat,100,2026-01-18
192.142.4.232,2404,win.remcos,100,2026-01-18
172.86.127.205,80,win.cobalt_strike,100,2026-01-18
23.145.4.164,4444,win.cobalt_strike,100,2026-01-18
79.250.143.165,55667,win.xworm,100,2026-01-18
52.207.40.52,5061,win.meterpreter,100,2026-01-18
52.207.40.52,20511,win.meterpreter,100,2026-01-18
52.207.40.52,1911,win.meterpreter,100,2026-01-18
52.207.40.52,1961,win.meterpreter,100,2026-01-18
45.156.87.145,1337,elf.bashlite,100,2026-01-18
5.231.58.129,80,unknown,100,2026-01-18
54.226.241.245,443,win.nimplant,100,2026-01-18
95.9.236.229,2004,win.asyncrat,100,2026-01-18
94.154.35.73,6606,win.asyncrat,100,2026-01-18
56.124.34.57,443,win.sliver,100,2026-01-18
193.161.193.99,31554,win.njrat,100,2026-01-18
139.177.205.92,1337,win.empire_downloader,100,2026-01-18
54.204.117.176,443,win.nimplant,100,2026-01-18
217.216.48.9,8808,win.asyncrat,100,2026-01-18
103.79.79.105,8444,win.pupy,100,2026-01-18
82.130.136.50,8181,unknown,100,2026-01-18
85.31.225.128,3333,unknown,100,2026-01-17
184.82.105.33,3333,unknown,100,2026-01-17
