ip,port,malware,confidence_level,first_seen_utc_date
89.108.127.231,443,unknown,100,2026-01-04
184.72.192.43,28535,win.meterpreter,100,2026-01-04
103.177.47.82,3790,win.meterpreter,100,2026-01-04
179.134.105.172,9990,win.netsupportmanager_rat,100,2026-01-04
13.62.100.77,7443,unknown,100,2026-01-04
186.169.35.16,5061,win.remcos,100,2026-01-04
45.145.229.72,8088,win.cobalt_strike,100,2026-01-04
38.148.203.82,80,win.cobalt_strike,100,2026-01-04
130.12.180.28,63645,elf.mirai,80,2026-01-04
5.182.86.67,23,elf.bashlite,90,2026-01-04
198.144.189.88,1323,unknown,100,2026-01-04
13.61.9.199,3333,unknown,100,2026-01-04
3.226.60.170,3333,unknown,100,2026-01-04
139.59.29.42,3333,unknown,100,2026-01-04
18.168.153.142,1724,unknown,100,2026-01-04
35.222.214.62,3333,unknown,100,2026-01-04
194.163.179.157,8080,unknown,100,2026-01-04
121.199.1.251,4443,win.havoc,100,2026-01-04
91.92.241.103,3000,win.asyncrat,100,2026-01-04
139.180.129.54,443,win.cobalt_strike,100,2026-01-04
68.64.176.117,80,win.cobalt_strike,100,2026-01-04
156.234.89.236,26512,win.cobalt_strike,100,2026-01-04
8.138.28.12,80,win.cobalt_strike,100,2026-01-04
212.227.3.71,5655,win.rms,100,2026-01-04
98.4.242.9,443,win.qakbot,75,2026-01-04
192.76.150.79,9443,win.deimos_c2,75,2026-01-04
185.213.61.48,443,win.deimos_c2,75,2026-01-04
148.178.36.25,443,win.deimos_c2,75,2026-01-04
107.20.72.33,2762,win.meterpreter,100,2026-01-04
79.110.49.154,5555,unknown,100,2026-01-04
150.109.246.251,443,win.havoc,100,2026-01-04
154.91.84.46,444,unknown_rat,100,2026-01-04
88.99.57.95,6745,win.asyncrat,100,2026-01-04
91.92.241.103,4000,win.asyncrat,100,2026-01-04
121.20.136.225,11631,win.ghost_rat,100,2026-01-04
77.110.102.154,3000,unknown,100,2026-01-04
138.226.237.119,443,win.vidar,100,2026-01-04
144.31.216.28,80,win.stealc,100,2026-01-04
138.226.237.105,443,win.vidar,100,2026-01-04
103.59.103.30,443,win.valley_rat,100,2026-01-04
172.233.17.103,443,win.cobalt_strike,100,2026-01-04
18.220.10.43,443,unknown,100,2026-01-04
13.212.252.234,443,unknown,100,2026-01-04
18.220.10.43,80,unknown,100,2026-01-04
140.112.62.119,80,win.xmrig,100,2026-01-04
94.237.122.202,8000,win.mimikatz,100,2026-01-04
45.114.106.40,9036,win.cobalt_strike,100,2026-01-04
54.89.221.157,4567,win.meterpreter,100,2026-01-04
109.117.191.163,7000,win.venom,100,2026-01-04
154.201.84.243,8089,apk.hook,100,2026-01-04
66.135.27.20,7443,unknown,100,2026-01-04
151.80.233.92,3333,unknown,100,2026-01-03
101.35.92.115,443,win.cobalt_strike,75,2026-01-03
93.198.184.177,81,win.netsupportmanager_rat,100,2026-01-03
31.57.166.100,50001,win.venom,100,2026-01-03
118.71.50.81,443,win.quasar_rat,100,2026-01-03
102.117.162.153,7443,unknown,100,2026-01-03
79.133.57.246,49272,win.sliver,75,2026-01-03
175.29.22.36,18102,win.deimos_c2,75,2026-01-03
155.117.161.69,5667,win.deimos_c2,75,2026-01-03
148.178.117.83,443,win.deimos_c2,75,2026-01-03
137.184.203.56,8888,win.sliver,75,2026-01-03
18.217.104.88,443,unknown,100,2026-01-03
144.2.114.83,1337,win.empire_downloader,100,2026-01-03
103.177.46.125,3790,win.meterpreter,100,2026-01-03
199.101.111.38,3790,win.meterpreter,100,2026-01-03
192.229.116.177,4449,win.venom,100,2026-01-03
156.252.60.28,444,unknown_rat,100,2026-01-03
154.201.84.243,8082,apk.hook,100,2026-01-03
212.232.22.96,7443,unknown,100,2026-01-03
35.76.26.115,443,unknown,100,2026-01-03
