ip,port,malware,confidence_level,first_seen_utc_date
198.7.124.197,80,unknown,100,2025-12-26
13.58.101.213,80,unknown,100,2025-12-26
102.206.27.46,443,unknown,100,2025-12-26
167.71.110.80,443,unknown,100,2025-12-26
64.23.172.46,443,unknown,100,2025-12-26
185.254.52.79,83,unknown,100,2025-12-26
18.221.122.235,443,unknown,100,2025-12-26
138.199.222.6,80,unknown,100,2025-12-26
162.43.87.24,443,unknown,100,2025-12-26
206.119.174.15,8888,win.valley_rat,100,2025-12-26
119.28.43.204,4409,win.valley_rat,100,2025-12-26
206.119.174.15,6666,win.valley_rat,100,2025-12-26
206.189.36.146,9090,win.venom,100,2025-12-26
37.72.169.130,8808,win.asyncrat,100,2025-12-26
167.71.25.237,8999,win.sliver,100,2025-12-26
158.94.210.63,9898,win.remcos,100,2025-12-26
212.11.64.41,32101,win.xworm,100,2025-12-26
176.65.132.92,80,win.stealc,100,2025-12-26
81.198.45.73,8808,win.asyncrat,100,2025-12-26
144.126.149.104,1000,win.asyncrat,100,2025-12-26
144.126.149.104,2000,win.asyncrat,100,2025-12-26
187.207.81.194,3334,unknown,100,2025-12-26
126.209.7.138,80,unknown,100,2025-12-26
49.232.168.10,9999,unknown,100,2025-12-26
103.236.68.232,3333,unknown,100,2025-12-26
138.68.160.226,8001,elf.aisuru,75,2025-12-26
206.189.162.214,8001,elf.aisuru,75,2025-12-26
165.22.197.180,8001,elf.aisuru,75,2025-12-26
165.22.203.121,8001,elf.aisuru,75,2025-12-26
64.225.126.78,8001,elf.aisuru,75,2025-12-26
104.248.190.86,8001,elf.aisuru,75,2025-12-26
216.238.78.255,80,win.bianlian,75,2025-12-26
185.209.42.103,8888,win.sliver,75,2025-12-26
31.147.204.35,443,unknown,100,2025-12-26
91.134.176.227,443,unknown,100,2025-12-26
185.116.193.105,443,unknown,100,2025-12-26
185.109.216.74,80,unknown,100,2025-12-26
139.144.78.41,3790,win.meterpreter,100,2025-12-26
54.146.3.251,2082,win.meterpreter,100,2025-12-26
47.243.155.154,4444,win.adaptix_c2,100,2025-12-26
5.89.181.158,443,unknown,100,2025-12-26
37.60.242.221,80,apk.hook,100,2025-12-26
89.124.66.149,9000,win.sectop_rat,100,2025-12-26
38.60.250.74,8443,win.shadowpad,90,2025-12-26
43.199.223.212,80,win.ghost_rat,100,2025-12-26
103.176.23.5,3000,unknown_stealer,100,2025-12-26
137.220.223.159,14994,win.ghost_rat,75,2025-12-26
103.86.47.226,8080,win.ghost_rat,75,2025-12-26
198.13.47.54,3333,unknown,100,2025-12-26
165.232.141.208,3333,unknown,100,2025-12-26
185.107.74.29,80,win.stealc,100,2025-12-26
38.190.196.30,4444,win.cobalt_strike,100,2025-12-26
1.94.108.127,8081,win.cobalt_strike,100,2025-12-26
154.44.9.22,81,win.cobalt_strike,100,2025-12-26
