ip,port,malware,confidence_level,first_seen_utc_date
185.214.10.57,3920,win.nanocore,100,2025-12-23
202.154.5.83,9092,unknown,100,2025-12-23
91.121.34.146,80,unknown,100,2025-12-23
213.209.159.105,9000,win.sectop_rat,100,2025-12-23
81.17.24.58,3812,win.remcos,100,2025-12-23
195.24.237.124,2403,win.remcos,100,2025-12-23
193.161.193.99,52541,win.xworm,75,2025-12-23
141.95.72.240,5525,win.brute_ratel_c4,75,2025-12-23
185.209.42.103,31337,win.sliver,90,2025-12-23
98.93.4.164,7443,unknown,100,2025-12-23
185.194.175.132,443,unknown,100,2025-12-23
47.98.100.197,60000,unknown,100,2025-12-23
43.142.109.146,60000,unknown,100,2025-12-23
51.222.136.152,3333,unknown,100,2025-12-23
13.60.192.156,3333,unknown,100,2025-12-23
91.84.101.151,3333,unknown,100,2025-12-23
63.181.237.96,443,unknown,100,2025-12-23
63.181.237.96,80,unknown,100,2025-12-23
147.45.199.50,443,js.fakeupdates,100,2025-12-23
191.96.94.159,443,js.fakeupdates,100,2025-12-23
101.42.100.12,4444,win.cobalt_strike,100,2025-12-23
164.92.134.163,4444,win.cobalt_strike,100,2025-12-23
198.13.158.127,443,js.clearfake,100,2025-12-23
34.239.178.12,8888,win.sliver,75,2025-12-23
45.134.26.41,9999,win.castle_rat,75,2025-12-23
158.94.210.88,2663,elf.bashlite,75,2025-12-23
13.223.155.240,443,unknown,100,2025-12-23
51.79.158.254,443,unknown,100,2025-12-23
13.223.155.240,80,unknown,100,2025-12-23
43.138.157.213,50009,win.empire_downloader,100,2025-12-23
103.177.46.82,3790,win.meterpreter,100,2025-12-23
103.177.46.86,3790,win.meterpreter,100,2025-12-23
103.177.46.103,3790,win.meterpreter,100,2025-12-23
52.91.103.59,10790,win.meterpreter,100,2025-12-23
34.60.209.80,80,win.mimikatz,100,2025-12-23
103.20.102.7,8848,win.dcrat,100,2025-12-23
104.194.154.98,7000,win.dcrat,100,2025-12-23
206.189.36.146,9999,win.venom,100,2025-12-23
182.123.72.158,8888,win.quasar_rat,100,2025-12-23
103.103.23.93,443,unknown,100,2025-12-23
105.155.22.136,5000,win.asyncrat,100,2025-12-23
103.75.116.82,443,win.sliver,100,2025-12-23
43.226.229.228,57483,win.remcos,100,2025-12-23
77.90.60.32,80,win.netsupportmanager_rat,100,2025-12-23
185.39.19.95,443,win.netsupportmanager_rat,100,2025-12-23
151.242.25.9,9000,unknown,100,2025-12-23
77.110.103.209,3000,unknown,100,2025-12-23
89.110.93.218,443,win.bianlian,100,2025-12-23
34.71.69.185,10443,unknown,100,2025-12-23
196.188.250.153,8443,unknown,100,2025-12-23
13.220.120.137,443,unknown,100,2025-12-23
47.236.96.178,3333,unknown,100,2025-12-23
187.112.166.26,7000,win.venom,100,2025-12-23
172.81.133.178,80,win.cobalt_strike,100,2025-12-23
