ip,port,malware,confidence_level,first_seen_utc_date
26.169.62.1,5552,win.njrat,100,2026-02-04
43.205.130.228,11179,win.meterpreter,100,2026-02-04
43.205.130.228,2929,win.meterpreter,100,2026-02-04
43.205.130.228,12679,win.meterpreter,100,2026-02-04
136.0.157.52,9999,win.xworm,100,2026-02-04
141.11.192.223,9900,win.xworm,100,2026-02-04
77.238.240.86,9000,win.sectop_rat,100,2026-02-04
193.42.11.40,7007,win.xworm,100,2026-02-04
5.181.165.216,8080,win.asyncrat,100,2026-02-04
198.46.173.21,2404,win.remcos,100,2026-02-04
192.227.135.240,2404,win.remcos,100,2026-02-04
79.110.49.206,8081,win.risepro,100,2026-02-04
47.250.211.79,443,win.dcrat,100,2026-02-04
172.174.234.34,7443,unknown,100,2026-02-04
193.143.1.59,80,unknown,75,2026-02-04
77.110.121.209,5000,win.xillen_stealer,75,2026-02-04
64.89.161.81,6667,win.mirai,100,2026-02-04
155.94.150.234,3108,win.resolver_rat,100,2026-02-04
217.64.148.157,59713,win.remcos,100,2026-02-04
217.64.148.157,63477,win.remcos,100,2026-02-04
149.104.92.133,443,win.cobalt_strike,100,2026-02-04
8.209.201.77,8888,win.deimos_c2,75,2026-02-04
61.143.184.8,19248,win.deimos_c2,75,2026-02-04
107.189.25.81,8888,win.sliver,75,2026-02-04
3.26.238.31,20546,win.meterpreter,100,2026-02-04
103.177.47.165,3790,win.meterpreter,100,2026-02-04
157.175.188.159,6289,win.meterpreter,100,2026-02-04
157.175.188.159,3389,win.meterpreter,100,2026-02-04
123.207.58.181,30914,win.adaptix_c2,100,2026-02-04
158.94.210.213,8080,win.dcrat,100,2026-02-04
188.253.107.156,8808,win.asyncrat,100,2026-02-04
176.65.139.12,52334,elf.bashlite,75,2026-02-04
150.136.164.223,443,win.sliver,100,2026-02-04
186.169.55.212,5061,win.remcos,100,2026-02-04
144.172.105.109,443,win.cobalt_strike,100,2026-02-04
192.3.154.52,6742,win.mirai,100,2026-02-04
103.43.8.15,55650,win.mirai,100,2026-02-04
147.185.221.17,61202,win.xworm,100,2026-02-04
198.1.195.193,3000,unknown_stealer,100,2026-02-04
185.208.156.187,6210,win.remcos,100,2026-02-04
172.245.152.196,28080,win.remcos,100,2026-02-04
143.14.44.149,205,win.xworm,100,2026-02-04
185.242.3.144,6149,win.mirai,100,2026-02-04
23.94.252.26,80,win.stealc,50,2026-02-04
31.57.219.190,80,win.stealc,50,2026-02-04
31.129.22.98,80,win.stealc,50,2026-02-04
