ip,port,malware,confidence_level,first_seen_utc_date
13.213.128.58,80,unknown,100,2025-12-13
93.232.102.47,82,win.netsupportmanager_rat,100,2025-12-13
147.50.253.72,8443,win.asyncrat,100,2025-12-13
23.94.80.162,2404,win.remcos,100,2025-12-13
176.65.148.116,3778,elf.mirai,80,2025-12-13
103.77.241.135,3778,elf.mirai,80,2025-12-13
198.211.110.208,8001,elf.aisuru,75,2025-12-13
178.128.163.243,8001,elf.aisuru,75,2025-12-13
144.126.238.186,8001,elf.aisuru,75,2025-12-13
138.197.36.135,8001,elf.aisuru,75,2025-12-13
138.197.210.216,8001,elf.aisuru,75,2025-12-13
178.128.7.117,8001,elf.aisuru,75,2025-12-13
159.89.236.120,8001,elf.aisuru,75,2025-12-13
67.205.172.222,8001,elf.aisuru,75,2025-12-13
165.22.166.59,8001,elf.aisuru,75,2025-12-13
134.122.107.122,8001,elf.aisuru,75,2025-12-13
138.68.47.167,8001,elf.aisuru,75,2025-12-13
68.183.149.106,8001,elf.aisuru,75,2025-12-13
159.89.156.10,8001,elf.aisuru,75,2025-12-13
67.205.186.162,8001,elf.aisuru,75,2025-12-13
209.97.177.41,8001,elf.aisuru,75,2025-12-13
137.184.134.128,8001,elf.aisuru,75,2025-12-13
206.189.169.149,8001,elf.aisuru,75,2025-12-13
64.225.11.220,8001,elf.aisuru,75,2025-12-13
138.197.78.216,8001,elf.aisuru,75,2025-12-13
162.243.166.162,8001,elf.aisuru,75,2025-12-13
45.94.47.154,80,win.cobalt_strike,75,2025-12-13
91.200.101.43,5231,win.havoc,75,2025-12-13
45.236.130.44,8888,win.sliver,75,2025-12-13
31.57.228.25,8888,win.sliver,75,2025-12-13
192.3.187.89,8888,win.sliver,75,2025-12-13
181.214.100.109,8888,win.sliver,75,2025-12-13
181.214.100.216,8888,win.sliver,75,2025-12-13
130.94.14.242,8888,win.sliver,75,2025-12-13
18.140.146.3,443,unknown,100,2025-12-13
13.212.0.221,443,unknown,100,2025-12-13
167.235.150.179,443,unknown,100,2025-12-13
54.160.155.68,19905,win.meterpreter,100,2025-12-13
152.42.241.7,8010,win.meterpreter,100,2025-12-13
196.75.231.84,2222,win.meterpreter,100,2025-12-13
103.177.47.36,3790,win.meterpreter,100,2025-12-13
103.177.47.35,3790,win.meterpreter,100,2025-12-13
103.177.47.34,3790,win.meterpreter,100,2025-12-13
103.177.47.12,3790,win.meterpreter,100,2025-12-13
103.177.47.38,3790,win.meterpreter,100,2025-12-13
103.177.47.19,3790,win.meterpreter,100,2025-12-13
54.221.160.173,54933,win.meterpreter,100,2025-12-13
103.177.47.31,3790,win.meterpreter,100,2025-12-13
103.177.46.121,3790,win.meterpreter,100,2025-12-13
161.248.200.24,8089,apk.hook,100,2025-12-13
41.142.94.71,5000,win.asyncrat,100,2025-12-13
196.251.100.95,2404,win.remcos,100,2025-12-13
77.105.161.133,80,win.stealc,100,2025-12-13
80.64.19.148,4441,win.xworm,100,2025-12-13
39.86.248.188,50401,win.lokipws,75,2025-12-13
77.110.114.11,80,win.stealc,100,2025-12-13
89.45.13.184,8080,win.lokipws,75,2025-12-13
91.212.150.246,80,win.stealc,100,2025-12-13
156.234.216.179,8712,win.cobalt_strike,100,2025-12-13
156.234.216.169,8712,win.cobalt_strike,100,2025-12-13
156.234.216.167,8712,win.cobalt_strike,100,2025-12-13
156.234.216.178,8712,win.cobalt_strike,100,2025-12-13
156.234.216.174,8712,win.cobalt_strike,100,2025-12-13
156.234.216.190,8712,win.cobalt_strike,100,2025-12-13
156.234.216.181,8712,win.cobalt_strike,100,2025-12-13
156.234.216.176,8712,win.cobalt_strike,100,2025-12-13
156.234.216.183,8712,win.cobalt_strike,100,2025-12-13
156.234.216.180,8712,win.cobalt_strike,100,2025-12-13
156.234.216.163,8712,win.cobalt_strike,100,2025-12-13
8.134.167.150,8888,win.cobalt_strike,100,2025-12-13
117.72.56.12,81,win.cobalt_strike,100,2025-12-13
101.126.137.83,7777,win.cobalt_strike,100,2025-12-13
8.145.35.238,8111,win.cobalt_strike,100,2025-12-13
119.45.250.8,8443,win.cobalt_strike,100,2025-12-13
47.98.62.41,80,win.cobalt_strike,100,2025-12-13
151.243.95.233,1234,win.cobalt_strike,100,2025-12-13
83.229.125.47,8090,win.cobalt_strike,100,2025-12-13
69.5.189.119,80,win.stealc,100,2025-12-13
193.233.126.16,443,win.vidar,100,2025-12-13
107.174.34.143,5432,win.xworm,100,2025-12-13
43.163.201.222,443,unknown,100,2025-12-13
178.210.92.124,443,unknown,100,2025-12-13
216.92.153.103,80,unknown,100,2025-12-13
103.177.46.46,3790,win.meterpreter,100,2025-12-13
103.177.46.123,3790,win.meterpreter,100,2025-12-13
103.177.46.59,3790,win.meterpreter,100,2025-12-13
103.177.46.69,3790,win.meterpreter,100,2025-12-13
103.177.46.65,3790,win.meterpreter,100,2025-12-13
103.177.46.70,3790,win.meterpreter,100,2025-12-13
103.177.46.79,3790,win.meterpreter,100,2025-12-13
103.177.46.48,3790,win.meterpreter,100,2025-12-13
103.177.46.66,3790,win.meterpreter,100,2025-12-13
103.177.46.56,3790,win.meterpreter,100,2025-12-13
103.177.46.89,3790,win.meterpreter,100,2025-12-13
103.177.46.43,3790,win.meterpreter,100,2025-12-13
103.177.46.42,3790,win.meterpreter,100,2025-12-13
103.177.46.45,3790,win.meterpreter,100,2025-12-13
80.66.72.158,80,apk.hook,100,2025-12-13
62.60.158.9,80,apk.hook,100,2025-12-13
41.142.94.71,8808,win.asyncrat,100,2025-12-13
107.189.24.49,2404,win.remcos,100,2025-12-13
172.111.139.186,2405,win.remcos,100,2025-12-13
106.53.0.150,443,win.latrodectus,100,2025-12-13
156.234.216.161,8712,win.cobalt_strike,75,2025-12-13
45.133.180.154,6677,win.xworm,100,2025-12-13
13.212.0.221,80,unknown,100,2025-12-13
37.77.107.49,443,unknown,100,2025-12-13
72.62.60.228,8080,win.empire_downloader,100,2025-12-13
54.145.191.161,623,win.meterpreter,100,2025-12-13
103.231.174.35,6443,win.adaptix_c2,100,2025-12-13
3.226.247.149,8000,win.mimikatz,100,2025-12-13
80.211.137.34,4230,win.xworm,100,2025-12-12
162.215.130.152,443,unknown,100,2025-12-12
72.62.60.228,443,win.empire_downloader,100,2025-12-12
54.82.226.86,80,win.meterpreter,100,2025-12-12
54.82.226.86,2380,win.meterpreter,100,2025-12-12
54.82.226.86,8880,win.meterpreter,100,2025-12-12
34.238.116.93,1317,win.meterpreter,100,2025-12-12
199.101.111.188,3790,win.meterpreter,100,2025-12-12
199.101.111.205,3790,win.meterpreter,100,2025-12-12
89.58.41.159,443,win.mimikatz,100,2025-12-12
