ip,port,malware,confidence_level,first_seen_utc_date
103.177.47.41,3790,win.meterpreter,100,2026-01-17
103.177.47.24,3790,win.meterpreter,100,2026-01-17
103.177.47.15,3790,win.meterpreter,100,2026-01-17
101.75.47.95,8000,win.ghost_rat,100,2026-01-17
185.208.159.106,7004,win.xworm,100,2026-01-17
172.238.186.203,443,unknown,100,2026-01-17
34.26.141.70,8443,unknown,100,2026-01-17
45.151.155.162,8443,unknown,100,2026-01-17
3.254.212.130,443,unknown,100,2026-01-17
3.6.53.166,443,unknown,100,2026-01-17
138.124.66.92,2083,unknown,100,2026-01-17
138.124.66.92,8443,unknown,100,2026-01-17
144.172.88.193,7000,win.dcrat,100,2026-01-17
102.117.166.187,7443,unknown,100,2026-01-17
202.61.137.217,7001,win.sliver,90,2026-01-17
1.14.241.63,8889,win.cobalt_strike,100,2026-01-17
113.250.188.15,8078,win.cobalt_strike,100,2026-01-17
45.150.192.248,8080,win.cobalt_strike,100,2026-01-17
156.239.0.28,443,win.valley_rat,100,2026-01-17
87.230.22.148,8384,win.deimos_c2,75,2026-01-17
8.216.18.81,447,win.deimos_c2,75,2026-01-17
212.113.98.62,40000,win.havoc,75,2026-01-17
207.56.210.37,443,win.deimos_c2,75,2026-01-17
207.56.204.219,443,win.deimos_c2,75,2026-01-17
207.56.205.198,443,win.deimos_c2,75,2026-01-17
207.56.201.53,443,win.deimos_c2,75,2026-01-17
207.56.203.179,443,win.deimos_c2,75,2026-01-17
207.56.198.144,443,win.deimos_c2,75,2026-01-17
207.56.198.230,443,win.deimos_c2,75,2026-01-17
207.56.199.178,443,win.deimos_c2,75,2026-01-17
207.56.193.88,443,win.deimos_c2,75,2026-01-17
207.56.192.139,443,win.deimos_c2,75,2026-01-17
207.56.192.184,443,win.deimos_c2,75,2026-01-17
18.232.55.125,443,win.havoc,75,2026-01-17
148.178.85.15,443,win.deimos_c2,75,2026-01-17
148.178.83.228,443,win.deimos_c2,75,2026-01-17
148.178.80.42,443,win.deimos_c2,75,2026-01-17
148.178.43.61,443,win.deimos_c2,75,2026-01-17
148.178.37.155,443,win.deimos_c2,75,2026-01-17
148.178.119.146,443,win.deimos_c2,75,2026-01-17
