ip,port,malware,confidence_level,first_seen_utc_date
104.244.76.93,1454,elf.xmrig,100,2025-12-21
89.32.41.193,80,elf.moobot,100,2025-12-21
75.109.113.50,8080,win.deimos_c2,75,2025-12-21
62.60.177.94,8888,win.sliver,75,2025-12-21
52.18.226.248,443,win.deimos_c2,75,2025-12-21
52.18.239.4,443,win.deimos_c2,75,2025-12-21
116.26.10.136,36086,win.deimos_c2,75,2025-12-21
141.95.59.236,1338,elf.mirai,100,2025-12-21
103.177.47.171,3790,win.meterpreter,100,2025-12-21
103.177.47.62,3790,win.meterpreter,100,2025-12-21
196.75.111.80,2222,win.meterpreter,100,2025-12-21
104.238.144.80,7443,unknown,100,2025-12-21
34.55.154.62,8808,win.asyncrat,100,2025-12-21
64.23.146.248,31337,win.sliver,100,2025-12-21
147.45.179.12,32091,win.remcos,100,2025-12-21
172.111.150.201,3872,win.remcos,100,2025-12-21
45.93.20.134,80,win.stealc,100,2025-12-21
83.217.209.224,3000,unknown,100,2025-12-21
171.6.121.184,81,unknown,100,2025-12-21
112.220.72.117,443,unknown,100,2025-12-21
35.95.13.51,2000,win.empire_downloader,100,2025-12-21
98.89.37.138,25783,win.meterpreter,100,2025-12-21
103.177.47.107,3790,win.meterpreter,100,2025-12-21
52.184.27.75,8443,win.quasar_rat,100,2025-12-21
77.3.173.158,7443,unknown,100,2025-12-21
45.61.140.137,29972,win.sliver,100,2025-12-21
110.172.104.140,2404,win.remcos,100,2025-12-21
168.107.35.93,8443,win.cobalt_strike,75,2025-12-21
120.232.59.55,63201,win.cobalt_strike,75,2025-12-21
45.79.216.201,80,unknown,100,2025-12-21
123.156.62.67,3790,win.meterpreter,100,2025-12-21
139.199.160.80,31539,win.adaptix_c2,100,2025-12-21
85.9.202.108,443,win.mimikatz,100,2025-12-21
140.99.83.234,23,elf.bashlite,100,2025-12-21
102.98.77.193,443,win.netsupportmanager_rat,100,2025-12-21
91.108.27.135,4782,win.quasar_rat,100,2025-12-21
202.155.11.205,7443,unknown,100,2025-12-21
110.172.104.140,443,win.remcos,100,2025-12-21
191.96.78.196,2404,win.remcos,100,2025-12-21
34.209.232.97,2000,win.empire_downloader,100,2025-12-20
120.24.64.74,63201,win.cobalt_strike,100,2025-12-20
75.128.224.65,8080,win.deimos_c2,75,2025-12-20
69.162.101.235,51854,win.deimos_c2,75,2025-12-20
58.221.45.172,10250,win.deimos_c2,75,2025-12-20
36.158.214.147,10250,win.deimos_c2,75,2025-12-20
