ip,port,malware,confidence_level,first_seen_utc_date
86.54.42.154,443,elf.mirai,75,2025-12-25
63.178.163.156,31337,win.adaptix_c2,75,2025-12-25
183.66.27.19,58475,win.adaptix_c2,75,2025-12-25
147.182.187.2,443,win.adaptix_c2,75,2025-12-25
206.119.191.106,1699,win.valley_rat,100,2025-12-25
44.208.147.17,80,unknown,100,2025-12-25
178.79.182.67,443,unknown,100,2025-12-25
199.101.111.214,3790,win.meterpreter,100,2025-12-25
199.101.111.129,3790,win.meterpreter,100,2025-12-25
3.83.107.167,49153,win.meterpreter,100,2025-12-25
98.88.75.248,443,win.meterpreter,100,2025-12-25
199.101.111.210,3790,win.meterpreter,100,2025-12-25
199.101.111.212,3790,win.meterpreter,100,2025-12-25
69.235.49.58,4782,win.quasar_rat,100,2025-12-25
151.242.63.252,4488,win.quasar_rat,100,2025-12-25
91.151.89.147,1604,win.quasar_rat,100,2025-12-25
137.220.224.15,443,win.venom,100,2025-12-25
144.126.149.104,8808,win.asyncrat,100,2025-12-25
207.148.90.150,9002,win.sliver,100,2025-12-25
97.107.138.143,6667,win.remcos,100,2025-12-25
193.35.154.205,2822,elf.bashlite,75,2025-12-25
43.134.163.224,443,win.adaptix_c2,75,2025-12-25
103.212.187.23,80,win.cobalt_strike,100,2025-12-25
193.134.211.75,80,win.cobalt_strike,100,2025-12-25
144.126.149.104,2004,win.asyncrat,100,2025-12-25
102.117.173.207,7443,unknown,100,2025-12-25
23.230.253.148,4782,win.quasar_rat,100,2025-12-25
151.241.113.217,3333,unknown,100,2025-12-25
157.173.205.170,5448,unknown,100,2025-12-25
45.83.131.176,3333,unknown,100,2025-12-25
158.160.169.53,3333,unknown,100,2025-12-25
167.235.23.30,3333,unknown,100,2025-12-25
85.208.110.151,7777,win.xworm,75,2025-12-25
35.133.217.240,443,win.qakbot,75,2025-12-25
201.204.61.163,443,win.qakbot,75,2025-12-25
108.187.7.148,447,win.ghost_rat,100,2025-12-25
122.10.119.114,443,win.ghost_rat,100,2025-12-25
156.247.40.81,6666,win.ghost_rat,100,2025-12-25
207.148.45.54,5050,win.ghost_rat,100,2025-12-25
8.219.51.115,5868,win.ghost_rat,100,2025-12-25
27.124.53.62,447,win.ghost_rat,100,2025-12-25
38.181.23.21,443,win.ghost_rat,100,2025-12-25
43.248.172.161,5050,win.ghost_rat,100,2025-12-25
103.241.72.240,5050,win.ghost_rat,100,2025-12-25
54.173.170.130,443,unknown,100,2025-12-25
103.177.47.241,3790,win.meterpreter,100,2025-12-25
103.177.47.179,3790,win.meterpreter,100,2025-12-25
103.177.47.234,3790,win.meterpreter,100,2025-12-25
103.177.47.239,3790,win.meterpreter,100,2025-12-25
167.172.67.216,31413,win.chaos,100,2025-12-25
212.11.64.114,80,unknown,100,2025-12-25
18.167.103.46,80,win.nimplant,100,2025-12-25
118.68.121.69,443,win.quasar_rat,100,2025-12-25
185.39.19.101,9000,win.sectop_rat,100,2025-12-25
144.126.149.104,2009,win.asyncrat,100,2025-12-25
77.83.198.16,443,unknown_rat,100,2025-12-25
23.235.182.120,29113,win.cobalt_strike,100,2025-12-25
185.221.199.206,12345,elf.bashlite,75,2025-12-25
167.99.246.88,39691,elf.mirai,75,2025-12-25
139.196.223.82,443,win.cobalt_strike,100,2025-12-25
176.188.139.132,8000,win.cobalt_strike,100,2025-12-25
137.220.223.158,14994,win.ghost_rat,75,2025-12-25
13.61.25.218,3333,unknown,100,2025-12-25
217.71.203.187,1724,unknown,100,2025-12-25
164.92.71.38,3333,unknown,100,2025-12-25
198.13.47.54,443,unknown,100,2025-12-25
51.91.253.110,443,unknown,100,2025-12-25
51.91.253.110,3333,unknown,100,2025-12-25
176.96.131.76,2083,unknown,100,2025-12-25
34.209.244.2,443,unknown,100,2025-12-25
178.130.46.100,2083,unknown,100,2025-12-25
178.130.46.100,8443,unknown,100,2025-12-25
8.141.11.18,8080,unknown,100,2025-12-25
176.97.210.242,3778,elf.mirai,80,2025-12-25
172.105.177.140,51515,elf.mirai,80,2025-12-25
176.65.132.233,3778,elf.mirai,80,2025-12-25
84.241.22.227,9090,win.cobalt_strike,100,2025-12-25
47.92.110.59,8086,win.cobalt_strike,100,2025-12-25
117.72.192.170,443,win.cobalt_strike,100,2025-12-25
42.193.249.173,8888,win.cobalt_strike,100,2025-12-25
81.69.253.132,801,win.cobalt_strike,100,2025-12-25
168.222.28.168,6000,win.xworm,75,2025-12-25
91.92.243.55,2404,win.remcos,100,2025-12-25
196.251.107.23,1177,win.xworm,75,2025-12-25
196.251.107.104,1177,win.xworm,75,2025-12-25
185.190.250.104,80,unknown,100,2025-12-25
217.216.73.61,443,unknown,100,2025-12-25
47.128.153.134,443,unknown,100,2025-12-25
216.92.95.60,443,unknown,100,2025-12-25
154.213.179.33,8080,win.dcrat,100,2025-12-25
144.172.109.159,443,win.havoc,100,2025-12-25
1.52.68.101,443,win.quasar_rat,100,2025-12-25
46.32.200.145,35,win.quasar_rat,100,2025-12-25
144.31.207.174,9000,win.sectop_rat,100,2025-12-25
144.126.149.104,3000,win.asyncrat,100,2025-12-25
144.126.149.104,80,win.asyncrat,100,2025-12-25
5.178.103.58,8808,win.asyncrat,100,2025-12-25
184.174.32.240,80,win.sliver,100,2025-12-25
45.143.167.7,8001,win.sliver,100,2025-12-25
106.52.70.64,3389,win.sliver,100,2025-12-25
191.107.84.131,5061,win.remcos,100,2025-12-25
105.101.159.176,1604,win.darkcomet,100,2025-12-25
192.121.162.190,8081,win.cobalt_strike,100,2025-12-25
47.109.189.74,8080,win.cobalt_strike,100,2025-12-25
138.68.155.86,7707,win.asyncrat,100,2025-12-25
66.39.155.182,443,unknown,100,2025-12-25
144.202.27.59,443,unknown,100,2025-12-25
135.225.120.199,80,elf.bashlite,100,2025-12-25
184.174.32.240,8080,win.sliver,100,2025-12-25
106.250.166.45,5712,win.rms,100,2025-12-24
52.40.97.75,80,unknown,100,2025-12-24
52.40.97.75,443,unknown,100,2025-12-24
50.87.234.26,443,unknown,100,2025-12-24
158.94.210.44,8000,elf.bashlite,100,2025-12-24
18.254.102.157,443,win.deimos_c2,75,2025-12-24
120.232.55.107,10250,win.deimos_c2,75,2025-12-24
206.238.42.178,5050,win.valley_rat,100,2025-12-24
82.114.2.139,22,unknown,100,2025-12-24
184.73.130.151,443,unknown,100,2025-12-24
185.214.192.4,80,unknown,100,2025-12-24
185.214.192.4,443,unknown,100,2025-12-24
146.103.121.226,3790,win.meterpreter,100,2025-12-24
101.108.77.92,7443,win.netsupportmanager_rat,100,2025-12-24
172.245.209.160,34312,win.remcos,100,2025-12-24
47.92.110.59,23456,win.cobalt_strike,100,2025-12-24
167.99.40.241,8001,elf.aisuru,75,2025-12-24
192.241.151.72,8001,elf.aisuru,75,2025-12-24
157.245.34.98,8001,elf.aisuru,75,2025-12-24
188.166.172.127,8001,elf.aisuru,75,2025-12-24
165.22.204.167,8001,elf.aisuru,75,2025-12-24
159.65.206.134,8001,elf.aisuru,75,2025-12-24
206.189.201.2,8001,elf.aisuru,75,2025-12-24
152.42.133.61,8001,elf.aisuru,75,2025-12-24
138.68.191.203,8001,elf.aisuru,75,2025-12-24
157.230.216.0,8001,elf.aisuru,75,2025-12-24
104.248.162.141,8001,elf.aisuru,75,2025-12-24
159.203.99.218,8001,elf.aisuru,75,2025-12-24
138.68.148.170,8001,elf.aisuru,75,2025-12-24
159.223.12.47,8001,elf.aisuru,75,2025-12-24
134.209.123.74,8001,elf.aisuru,75,2025-12-24
188.166.80.209,8001,elf.aisuru,75,2025-12-24
24.199.86.99,8001,elf.aisuru,75,2025-12-24
46.101.38.94,8001,elf.aisuru,75,2025-12-24
104.236.220.23,8001,elf.aisuru,75,2025-12-24
134.209.22.74,8001,elf.aisuru,75,2025-12-24
188.166.22.169,8001,elf.aisuru,75,2025-12-24
192.210.186.207,62520,win.purelogs,100,2025-12-24
216.126.227.250,443,win.meterpreter,75,2025-12-24
193.29.58.30,443,win.cobalt_strike,75,2025-12-24
193.29.58.61,443,win.cobalt_strike,75,2025-12-24
151.247.219.188,7771,win.xworm,100,2025-12-24
184.73.130.151,80,unknown,100,2025-12-24
44.200.11.23,443,unknown,100,2025-12-24
199.101.111.124,3790,win.meterpreter,100,2025-12-24
174.129.146.138,28075,win.meterpreter,100,2025-12-24
178.200.40.93,4444,win.meterpreter,100,2025-12-24
129.204.230.213,8000,win.sliver,100,2025-12-24
195.24.237.124,2404,win.remcos,100,2025-12-24
191.107.84.131,5060,win.remcos,100,2025-12-24
165.22.48.119,4444,win.cobalt_strike,100,2025-12-24
4.216.218.82,7443,unknown,100,2025-12-24
34.176.142.248,80,unknown,100,2025-12-24
34.176.142.248,443,unknown,100,2025-12-24
148.230.92.33,8080,unknown,100,2025-12-24
52.47.144.48,443,unknown,100,2025-12-24
85.214.166.110,3333,unknown,100,2025-12-24
143.198.141.253,3333,unknown,100,2025-12-24
107.173.125.192,443,unknown,100,2025-12-24
198.46.216.194,4433,win.cobalt_strike,100,2025-12-24
23.165.200.15,85,win.cobalt_strike,100,2025-12-24
45.251.240.244,8111,win.cobalt_strike,100,2025-12-24
39.98.58.80,7777,win.cobalt_strike,100,2025-12-24
27.124.44.189,6668,win.ghost_rat,100,2025-12-24
198.176.62.92,1688,win.ghost_rat,100,2025-12-24
38.12.24.231,8888,win.sliver,75,2025-12-24
34.254.143.111,443,win.deimos_c2,75,2025-12-24
175.29.22.97,15202,win.deimos_c2,75,2025-12-24
144.172.100.195,443,win.havoc,75,2025-12-24
1.161.70.15,443,win.qakbot,75,2025-12-24
174.142.195.203,443,unknown,100,2025-12-24
44.200.11.23,80,unknown,100,2025-12-24
13.50.231.171,80,win.empire_downloader,100,2025-12-24
45.227.254.14,9000,win.sectop_rat,100,2025-12-24
47.237.15.69,3389,win.sliver,100,2025-12-24
87.121.72.223,8443,win.sliver,100,2025-12-24
91.198.77.184,443,win.remcos,100,2025-12-24
117.72.98.242,80,win.cobalt_strike,100,2025-12-24
217.60.6.187,443,win.cobalt_strike,100,2025-12-24
45.32.211.159,51515,elf.mirai,80,2025-12-24
47.96.75.57,8081,win.cobalt_strike,100,2025-12-24
47.76.53.145,80,win.cobalt_strike,100,2025-12-24
216.40.86.158,443,win.sliver,90,2025-12-24
38.12.24.231,31337,win.sliver,90,2025-12-24
34.209.232.97,443,win.havoc,100,2025-12-24
93.188.161.183,8443,unknown,100,2025-12-24
185.189.58.205,3334,unknown,100,2025-12-24
3.239.159.127,8000,unknown,100,2025-12-24
223.76.218.105,9205,unknown,100,2025-12-24
4.204.41.19,443,unknown,100,2025-12-24
51.79.8.122,80,unknown,100,2025-12-24
13.42.44.255,80,unknown,100,2025-12-24
178.130.46.8,8443,unknown,100,2025-12-24
165.232.103.161,8080,win.bianlian,100,2025-12-24
193.201.82.147,666,elf.mirai,80,2025-12-24
213.202.211.46,420,elf.mirai,80,2025-12-24
146.103.104.211,80,win.stealc,100,2025-12-24
54.179.224.147,443,unknown,100,2025-12-24
54.210.239.109,6003,win.meterpreter,100,2025-12-24
54.210.239.109,19953,win.meterpreter,100,2025-12-24
44.203.143.66,2181,win.meterpreter,100,2025-12-24
34.229.7.72,22622,win.meterpreter,100,2025-12-24
35.222.31.3,80,win.mimikatz,100,2025-12-24
85.192.20.23,8080,win.chaos,100,2025-12-24
216.126.227.140,7443,unknown,100,2025-12-24
94.154.35.160,7777,win.dcrat,100,2025-12-24
130.164.190.126,443,win.netsupportmanager_rat,100,2025-12-24
46.246.6.11,4444,win.dcrat,100,2025-12-24
89.116.21.175,443,win.havoc,100,2025-12-24
82.66.212.109,24782,win.quasar_rat,100,2025-12-24
174.138.68.143,8808,win.asyncrat,100,2025-12-24
82.202.131.62,443,win.sliver,100,2025-12-24
91.214.78.207,2404,win.remcos,100,2025-12-24
23.146.242.68,2404,win.remcos,100,2025-12-24
81.136.59.212,1339,win.darkcomet,100,2025-12-24
202.162.99.237,80,win.cobalt_strike,100,2025-12-24
202.162.99.237,443,win.cobalt_strike,100,2025-12-24
23.254.202.119,443,win.cobalt_strike,75,2025-12-24
23.254.202.119,80,win.cobalt_strike,75,2025-12-24
124.156.113.135,53,win.cobalt_strike,75,2025-12-24
199.101.111.81,3790,win.meterpreter,100,2025-12-24
86.38.225.228,5555,unknown,100,2025-12-24
45.61.157.210,371,win.crimson,100,2025-12-24
185.39.19.41,9000,win.sectop_rat,100,2025-12-24
172.94.18.103,190,win.asyncrat,100,2025-12-23
91.92.240.219,443,js.clearfake,100,2025-12-23
91.121.34.146,443,unknown,100,2025-12-23
185.237.166.132,8000,win.cobalt_strike,100,2025-12-23
178.16.55.205,4444,win.adaptix_c2,100,2025-12-23
80.78.18.113,443,unknown,100,2025-12-23
149.28.247.86,9000,win.sectop_rat,100,2025-12-23
41.147.199.45,80,win.pupy,100,2025-12-23
101.200.165.71,443,win.cobalt_strike,100,2025-12-23
156.238.234.15,8080,win.cobalt_strike,100,2025-12-23
115.190.160.206,443,win.cobalt_strike,100,2025-12-23
74.48.31.97,443,win.deimos_c2,75,2025-12-23
5.252.21.176,443,win.deimos_c2,75,2025-12-23
39.91.200.45,10250,win.deimos_c2,75,2025-12-23
3.24.130.204,443,win.deimos_c2,75,2025-12-23
223.215.161.165,10250,win.deimos_c2,75,2025-12-23
217.76.57.92,58008,win.sliver,75,2025-12-23
198.23.173.170,33911,win.sliver,75,2025-12-23
188.23.175.59,8000,win.eye_pyramid,75,2025-12-23
