ip,port,malware,confidence_level,first_seen_utc_date
54.253.204.164,2077,win.meterpreter,100,2026-01-23
108.131.58.244,4567,win.meterpreter,100,2026-01-23
3.148.240.239,42485,win.meterpreter,100,2026-01-23
13.60.201.69,44819,win.meterpreter,100,2026-01-23
98.130.44.139,10261,win.meterpreter,100,2026-01-23
35.181.4.57,20548,win.meterpreter,100,2026-01-23
13.246.44.126,58341,win.meterpreter,100,2026-01-23
13.246.44.126,4891,win.meterpreter,100,2026-01-23
13.247.230.154,48594,win.meterpreter,100,2026-01-23
3.144.255.19,10002,win.meterpreter,100,2026-01-23
3.144.255.19,502,win.meterpreter,100,2026-01-23
13.38.44.144,28863,win.meterpreter,100,2026-01-23
13.38.44.144,17713,win.meterpreter,100,2026-01-23
103.177.46.13,3790,win.meterpreter,100,2026-01-23
52.199.15.126,48641,win.meterpreter,100,2026-01-23
13.37.239.190,54063,win.meterpreter,100,2026-01-23
13.37.239.190,1963,win.meterpreter,100,2026-01-23
16.62.214.182,17777,win.meterpreter,100,2026-01-23
35.161.91.38,25122,win.meterpreter,100,2026-01-23
16.78.40.103,1962,win.meterpreter,100,2026-01-23
43.210.3.49,2443,win.meterpreter,100,2026-01-23
16.78.101.132,20001,win.meterpreter,100,2026-01-23
16.78.101.132,9301,win.meterpreter,100,2026-01-23
16.78.101.132,9001,win.meterpreter,100,2026-01-23
56.155.45.242,2083,win.meterpreter,100,2026-01-23
54.176.53.20,389,win.meterpreter,100,2026-01-23
13.126.207.183,22777,win.meterpreter,100,2026-01-23
43.204.19.30,503,win.meterpreter,100,2026-01-23
13.62.50.136,38706,win.meterpreter,100,2026-01-23
35.157.246.63,56716,win.meterpreter,100,2026-01-23
15.228.227.9,7896,win.meterpreter,100,2026-01-23
16.79.61.179,2079,win.meterpreter,100,2026-01-23
13.245.4.173,1099,win.meterpreter,100,2026-01-23
15.237.101.135,2053,win.meterpreter,100,2026-01-23
18.191.189.39,32416,win.meterpreter,100,2026-01-23
13.247.181.176,2456,win.meterpreter,100,2026-01-23
45.129.230.38,4321,win.adaptix_c2,100,2026-01-23
85.158.57.170,7443,unknown,100,2026-01-23
154.8.184.197,3260,win.quasar_rat,100,2026-01-23
144.124.227.226,9000,win.sectop_rat,100,2026-01-23
92.255.85.68,9000,win.sectop_rat,100,2026-01-23
66.154.127.200,8443,win.sliver,100,2026-01-23
194.68.44.25,443,unknown_rat,100,2026-01-23
194.68.44.25,80,unknown_rat,100,2026-01-23
23.249.28.75,14994,win.ghost_rat,100,2026-01-23
143.92.34.55,19020,win.valley_rat,100,2026-01-23
173.249.55.38,3333,unknown,100,2026-01-23
112.94.22.102,820,unknown,100,2026-01-23
141.164.42.5,443,win.shadowpad,90,2026-01-23
169.40.135.2,31337,win.sliver,90,2026-01-23
45.64.109.10,35627,win.cobalt_strike,100,2026-01-23
119.28.195.39,6666,win.valley_rat,100,2026-01-23
223.26.62.188,23456,win.ghost_rat,100,2026-01-23
143.92.32.25,8443,win.ghost_rat,100,2026-01-23
143.92.32.194,19190,win.ghost_rat,100,2026-01-23
156.247.40.89,8888,win.ghost_rat,100,2026-01-23
156.247.40.169,6666,win.ghost_rat,100,2026-01-23
192.229.116.155,447,win.ghost_rat,100,2026-01-23
192.229.116.167,447,win.ghost_rat,100,2026-01-23
202.61.160.201,10086,win.ghost_rat,100,2026-01-23
47.237.95.113,6524,win.ghost_rat,100,2026-01-23
47.237.105.38,11223,win.ghost_rat,100,2026-01-23
47.237.108.120,1000,win.ghost_rat,100,2026-01-23
47.238.104.19,6666,win.ghost_rat,100,2026-01-23
81.69.43.28,6767,win.ghost_rat,100,2026-01-23
137.220.152.136,5050,win.ghost_rat,100,2026-01-23
137.220.155.75,6788,win.ghost_rat,100,2026-01-23
8.222.204.62,2002,win.ghost_rat,100,2026-01-23
27.124.20.229,5050,win.ghost_rat,100,2026-01-23
43.106.25.77,5005,win.ghost_rat,100,2026-01-23
45.207.199.73,10801,win.ghost_rat,100,2026-01-23
47.84.82.1,6666,win.ghost_rat,100,2026-01-23
94.159.113.32,80,win.castleloader,100,2026-01-23
104.193.195.196,2404,win.remcos,75,2026-01-23
149.104.4.149,80,win.cobalt_strike,100,2026-01-23
65.108.121.254,443,win.vidar,100,2026-01-23
138.226.236.106,443,win.vidar,100,2026-01-23
77.42.48.197,443,win.vidar,100,2026-01-23
192.177.26.143,443,win.vidar,100,2026-01-23
65.109.240.214,443,win.vidar,100,2026-01-23
138.226.237.10,443,win.vidar,100,2026-01-23
94.141.122.173,443,win.vidar,100,2026-01-23
138.226.237.99,443,win.vidar,100,2026-01-23
77.42.48.199,443,win.vidar,100,2026-01-23
83.147.192.28,443,win.deimos_c2,75,2026-01-23
194.48.248.75,443,win.bianlian,75,2026-01-23
158.158.8.193,443,win.bianlian,75,2026-01-23
13.248.136.128,443,win.deimos_c2,75,2026-01-23
83.229.17.75,443,unknown,75,2026-01-23
16.50.207.187,9600,win.meterpreter,100,2026-01-23
51.44.182.195,10847,win.meterpreter,100,2026-01-23
199.101.111.102,3790,win.meterpreter,100,2026-01-23
3.107.73.115,18899,win.meterpreter,100,2026-01-23
13.238.253.157,23606,win.meterpreter,100,2026-01-23
54.65.31.144,1962,win.meterpreter,100,2026-01-23
43.204.19.30,19903,win.meterpreter,100,2026-01-23
143.198.223.102,9090,unknown,100,2026-01-23
149.104.104.68,443,win.havoc,100,2026-01-23
13.71.137.28,443,win.havoc,100,2026-01-23
155.138.155.226,7443,unknown,100,2026-01-23
185.11.61.139,9000,win.sectop_rat,100,2026-01-23
144.208.127.217,31337,win.sliver,100,2026-01-23
45.148.102.208,22,win.remcos,100,2026-01-23
176.65.151.219,2404,win.remcos,100,2026-01-23
47.120.32.72,8075,win.cobalt_strike,100,2026-01-23
106.54.40.209,443,win.cobalt_strike,100,2026-01-23
47.97.31.229,8082,win.cobalt_strike,100,2026-01-23
64.89.163.189,443,win.cobalt_strike,100,2026-01-23
45.156.87.65,80,win.stealc,100,2026-01-23
94.103.1.30,80,win.stealc,100,2026-01-23
108.160.131.147,80,win.cobalt_strike,100,2026-01-23
119.3.156.32,90,win.cobalt_strike,100,2026-01-23
111.230.9.108,443,win.cobalt_strike,100,2026-01-23
130.12.182.225,2404,win.remcos,100,2026-01-23
18.175.134.132,3389,win.meterpreter,100,2026-01-23
18.175.134.132,4839,win.meterpreter,100,2026-01-23
16.50.207.187,51200,win.meterpreter,100,2026-01-23
16.50.207.187,60000,win.meterpreter,100,2026-01-23
16.50.207.187,7000,win.meterpreter,100,2026-01-23
13.126.136.91,5900,win.meterpreter,100,2026-01-23
13.126.136.91,13450,win.meterpreter,100,2026-01-23
199.101.111.54,3790,win.meterpreter,100,2026-01-23
199.101.111.31,3790,win.meterpreter,100,2026-01-23
98.130.136.223,44756,win.meterpreter,100,2026-01-23
18.237.102.144,888,win.meterpreter,100,2026-01-23
199.101.111.27,3790,win.meterpreter,100,2026-01-23
98.130.136.223,20256,win.meterpreter,100,2026-01-23
199.101.111.112,3790,win.meterpreter,100,2026-01-23
199.101.111.73,3790,win.meterpreter,100,2026-01-23
199.101.111.65,3790,win.meterpreter,100,2026-01-23
108.187.4.207,4449,win.venom,100,2026-01-23
77.83.39.207,443,win.havoc,100,2026-01-23
152.53.95.33,7443,unknown,100,2026-01-23
158.94.210.253,8808,win.asyncrat,100,2026-01-23
158.94.210.195,6006,win.asyncrat,100,2026-01-23
45.83.31.52,1000,win.remcos,100,2026-01-23
130.12.182.226,2404,win.remcos,100,2026-01-23
47.104.172.191,8443,win.cobalt_strike,75,2026-01-23
106.54.34.252,6788,win.valley_rat,75,2026-01-23
106.54.34.252,6789,win.valley_rat,75,2026-01-23
106.54.34.252,6787,win.valley_rat,100,2026-01-23
217.160.153.225,1337,win.empire_downloader,100,2026-01-23
51.20.115.188,50241,win.meterpreter,100,2026-01-23
51.20.115.188,27891,win.meterpreter,100,2026-01-23
54.151.5.51,50001,win.meterpreter,100,2026-01-23
54.151.5.51,1201,win.meterpreter,100,2026-01-23
15.160.233.170,44819,win.meterpreter,100,2026-01-23
13.208.172.23,33092,win.meterpreter,100,2026-01-23
13.38.45.1,32564,win.meterpreter,100,2026-01-23
16.78.4.237,9999,win.meterpreter,100,2026-01-23
108.136.249.172,587,win.meterpreter,100,2026-01-23
3.148.178.54,20548,win.meterpreter,100,2026-01-23
52.215.72.24,2004,win.meterpreter,100,2026-01-23
35.94.55.48,39581,win.meterpreter,100,2026-01-23
103.213.244.104,8000,win.mimikatz,100,2026-01-23
103.213.244.106,8000,win.mimikatz,100,2026-01-23
104.243.248.63,103,win.asyncrat,100,2026-01-23
155.94.144.226,9443,win.sliver,100,2026-01-23
124.198.131.156,1234,win.remcos,100,2026-01-23
185.241.208.150,62184,win.xworm,75,2026-01-22
31.57.219.210,62184,win.xworm,75,2026-01-22
151.241.154.12,62184,win.xworm,75,2026-01-22
185.100.157.186,62184,win.xworm,75,2026-01-22
151.241.154.109,62184,win.xworm,75,2026-01-22
13.213.78.225,3333,unknown,100,2026-01-22
192.253.245.199,7788,win.dcrat,100,2026-01-22
169.40.135.96,8090,win.dcrat,100,2026-01-22
