ip,port,malware,confidence_level,first_seen_utc_date
13.49.227.219,9000,apk.spynote,100,2026-01-01
159.203.9.141,443,unknown,100,2026-01-01
52.73.40.138,24994,win.meterpreter,100,2026-01-01
52.73.40.138,1194,win.meterpreter,100,2026-01-01
194.110.247.150,7443,unknown,100,2026-01-01
196.251.107.94,2404,win.remcos,100,2026-01-01
198.135.48.109,5178,win.remcos,100,2026-01-01
192.238.204.149,808,elf.kaiji,75,2026-01-01
154.89.152.240,443,win.cobalt_strike,50,2026-01-01
165.22.75.232,3333,unknown,100,2026-01-01
20.196.109.183,3333,unknown,100,2026-01-01
51.91.100.22,3333,unknown,100,2026-01-01
16.171.54.42,443,win.havoc,100,2026-01-01
157.20.104.237,8808,win.asyncrat,100,2026-01-01
104.243.254.66,8808,win.asyncrat,100,2026-01-01
120.46.196.31,8888,win.cobalt_strike,100,2026-01-01
119.3.217.207,80,win.cobalt_strike,100,2026-01-01
167.71.25.237,443,win.sliver,75,2026-01-01
167.71.25.237,8084,win.sliver,75,2026-01-01
167.71.25.237,8888,win.sliver,75,2026-01-01
159.65.183.188,443,win.sliver,75,2026-01-01
137.184.87.69,3306,win.sliver,75,2026-01-01
137.184.87.69,8888,win.sliver,75,2026-01-01
107.172.22.231,443,win.sliver,75,2026-01-01
38.60.220.112,443,win.sliver,75,2026-01-01
213.199.62.11,443,win.sliver,75,2026-01-01
213.199.62.11,8888,win.sliver,75,2026-01-01
3.14.240.188,80,unknown,100,2026-01-01
3.14.240.188,443,unknown,100,2026-01-01
83.229.85.197,80,unknown,100,2026-01-01
185.236.203.114,80,unknown,100,2026-01-01
46.226.167.241,80,apk.hook,100,2026-01-01
157.20.104.237,9000,win.asyncrat,100,2026-01-01
182.92.117.223,80,win.cobalt_strike,100,2026-01-01
2.57.19.146,3778,elf.mirai,80,2026-01-01
13.53.62.252,443,unknown,100,2026-01-01
38.91.107.72,443,unknown,100,2026-01-01
82.146.58.204,443,unknown,100,2026-01-01
18.190.122.198,80,unknown,100,2026-01-01
44.222.227.143,43359,win.meterpreter,100,2026-01-01
104.128.183.59,80,unknown,100,2026-01-01
38.60.220.112,58741,win.sliver,100,2026-01-01
185.196.11.126,2404,win.remcos,100,2026-01-01
156.233.233.213,443,win.cobalt_strike,100,2026-01-01
45.9.148.195,443,win.cobalt_strike,100,2026-01-01
47.109.61.156,5678,win.cobalt_strike,100,2026-01-01
119.206.136.181,10798,win.ghost_rat,100,2026-01-01
196.251.100.51,11200,win.purelogs,100,2026-01-01
3.13.119.144,443,unknown,100,2026-01-01
206.189.58.84,443,unknown,100,2026-01-01
18.176.75.171,80,unknown,100,2026-01-01
69.164.207.137,443,unknown,100,2026-01-01
3.13.119.144,80,unknown,100,2026-01-01
18.190.122.198,443,unknown,100,2026-01-01
94.156.114.118,80,win.cobalt_strike,100,2026-01-01
47.83.149.23,443,win.cobalt_strike,100,2026-01-01
45.9.148.195,80,win.cobalt_strike,100,2026-01-01
