ip,port,malware,confidence_level,first_seen_utc_date
192.229.116.171,888,win.valley_rat,100,2026-01-16
192.229.116.171,449,win.valley_rat,100,2026-01-16
192.229.116.171,443,win.valley_rat,100,2026-01-16
23.132.132.138,6666,win.valley_rat,100,2026-01-16
23.132.132.138,18809,win.valley_rat,100,2026-01-16
3.20.104.66,443,unknown,100,2026-01-16
3.80.112.229,20000,win.meterpreter,100,2026-01-16
3.80.112.229,5000,win.meterpreter,100,2026-01-16
3.80.112.229,4000,win.meterpreter,100,2026-01-16
35.170.246.138,44818,win.meterpreter,100,2026-01-16
100.53.0.248,2456,win.meterpreter,100,2026-01-16
124.170.95.168,4782,win.quasar_rat,100,2026-01-16
103.216.220.43,4782,win.quasar_rat,100,2026-01-16
128.199.84.174,49132,win.adaptix_c2,100,2026-01-16
103.79.79.66,80,win.mimikatz,100,2026-01-16
194.71.107.38,80,unknown_rat,100,2026-01-16
194.68.225.136,80,unknown_rat,100,2026-01-16
193.138.195.17,4447,win.remcos,100,2026-01-16
89.149.243.171,3400,win.remcos,100,2026-01-16
101.43.103.154,2096,win.cobalt_strike,100,2026-01-16
158.94.210.160,9331,win.remcos,50,2026-01-16
172.245.152.196,29090,win.remcos,50,2026-01-16
195.24.236.176,1910,win.remcos,50,2026-01-16
195.24.236.8,1910,win.remcos,50,2026-01-16
23.26.129.180,24052,win.remcos,50,2026-01-16
45.74.8.75,2027,win.remcos,50,2026-01-16
185.39.19.195,80,win.netsupportmanager_rat,100,2026-01-16
194.61.116.72,8848,win.dcrat,50,2026-01-16
120.77.61.1,0,win.danabot,50,2026-01-16
69.235.49.58,7707,win.asyncrat,50,2026-01-16
47.217.196.109,23684,win.asyncrat,50,2026-01-16
86.25.78.129,3333,win.asyncrat,50,2026-01-16
172.245.242.117,2083,win.adaptix_c2,50,2026-01-16
139.84.231.177,8080,win.adaptix_c2,50,2026-01-16
64.111.93.34,80,win.fickle,50,2026-01-16
61.1.230.82,48020,elf.mozi,50,2026-01-16
103.23.172.132,80,unknown,50,2026-01-16
107.175.243.87,123,unknown,50,2026-01-16
59.37.17.212,12345,unknown,50,2026-01-16
144.124.229.240,9000,win.sectop_rat,50,2026-01-16
144.124.230.61,9000,win.sectop_rat,50,2026-01-16
189.150.86.233,1604,win.darkcomet,50,2026-01-16
3.135.196.200,1604,win.darkcomet,50,2026-01-16
154.38.116.247,7443,unknown,50,2026-01-16
103.253.22.98,54984,win.nanocore,50,2026-01-16
198.96.94.94,54984,win.nanocore,50,2026-01-16
124.198.131.146,5555,unknown,50,2026-01-16
158.94.210.181,3000,unknown,50,2026-01-16
87.251.78.238,5555,unknown,50,2026-01-16
144.172.88.193,4443,unknown,50,2026-01-16
216.126.227.219,4443,unknown,50,2026-01-16
45.11.59.81,4443,unknown,50,2026-01-16
87.92.182.7,6001,win.netsupportmanager_rat,50,2026-01-16
27.102.138.146,80,win.kimsuky,50,2026-01-16
27.102.137.103,80,win.kimsuky,50,2026-01-16
27.102.138.146,443,win.kimsuky,50,2026-01-16
51.195.209.197,8083,win.shadowpad,50,2026-01-16
51.68.204.240,8083,win.shadowpad,50,2026-01-16
84.46.239.89,2083,win.brute_ratel_c4,50,2026-01-16
135.235.8.201,3333,unknown,50,2026-01-16
207.246.104.84,3333,unknown,50,2026-01-16
203.69.23.128,3333,unknown,50,2026-01-16
1.92.87.99,3333,unknown,50,2026-01-16
51.254.134.142,3333,unknown,50,2026-01-16
172.235.130.104,31337,win.sliver,50,2026-01-16
91.208.162.25,31337,win.sliver,50,2026-01-16
45.79.201.227,31337,win.sliver,50,2026-01-16
4.201.155.137,31337,win.sliver,50,2026-01-16
47.110.255.240,31337,win.sliver,50,2026-01-16
195.24.237.166,31337,win.sliver,50,2026-01-16
89.125.255.234,31337,win.sliver,50,2026-01-16
77.42.72.82,31337,win.sliver,50,2026-01-16
96.44.169.165,31337,win.sliver,50,2026-01-16
104.248.163.130,31337,win.sliver,50,2026-01-16
96.30.198.189,31337,win.sliver,50,2026-01-16
45.197.145.12,31337,win.sliver,50,2026-01-16
169.40.135.48,31337,win.sliver,50,2026-01-16
86.54.42.223,31337,win.sliver,50,2026-01-16
23.94.28.185,31337,win.sliver,50,2026-01-16
146.190.127.20,31337,win.sliver,50,2026-01-16
45.84.242.201,31337,win.sliver,50,2026-01-16
45.84.196.137,31337,win.sliver,50,2026-01-16
154.12.94.210,31337,win.sliver,50,2026-01-16
84.247.168.191,31337,win.sliver,50,2026-01-16
167.71.43.200,31337,win.sliver,50,2026-01-16
20.81.164.199,31337,win.sliver,50,2026-01-16
8.138.184.79,31337,win.sliver,50,2026-01-16
80.87.206.156,31337,win.sliver,50,2026-01-16
41.242.2.102,31337,win.sliver,50,2026-01-16
164.68.126.4,31337,win.sliver,50,2026-01-16
154.201.83.133,31337,win.sliver,50,2026-01-16
86.48.5.53,31337,win.sliver,50,2026-01-16
103.255.209.54,31337,win.sliver,50,2026-01-16
51.210.159.174,31337,win.sliver,50,2026-01-16
2.57.241.81,31337,win.sliver,50,2026-01-16
67.213.212.5,31337,win.sliver,50,2026-01-16
176.124.212.37,31337,win.sliver,50,2026-01-16
64.23.231.32,31337,win.sliver,50,2026-01-16
45.55.58.87,31337,win.sliver,50,2026-01-16
217.198.6.180,31337,win.sliver,50,2026-01-16
207.154.204.90,31337,win.sliver,50,2026-01-16
45.143.167.7,31337,win.sliver,50,2026-01-16
