ip,port,malware,confidence_level,first_seen_utc_date
162.19.205.184,443,win.cobalt_strike,100,2025-12-15
45.88.186.199,8808,win.asyncrat,100,2025-12-15
23.95.106.22,35490,win.asyncrat,100,2025-12-15
77.3.217.7,7443,unknown,100,2025-12-15
14.103.142.173,3333,unknown,100,2025-12-15
8.211.156.87,8090,win.bianlian,100,2025-12-15
46.246.4.4,7076,win.vjw0rm,100,2025-12-15
154.12.87.24,800,win.valley_rat,100,2025-12-15
199.101.111.158,3790,win.meterpreter,100,2025-12-15
199.101.111.168,3790,win.meterpreter,100,2025-12-15
54.249.141.45,80,win.brute_ratel_c4,100,2025-12-15
206.71.149.162,8090,win.dcrat,100,2025-12-15
143.198.176.156,443,unknown,100,2025-12-15
178.18.255.229,8089,win.sliver,100,2025-12-15
144.34.182.81,8001,win.sliver,100,2025-12-15
47.83.182.65,443,win.cobalt_strike,100,2025-12-15
38.147.170.55,443,win.cobalt_strike,75,2025-12-15
38.147.170.55,9999,win.cobalt_strike,75,2025-12-15
95.217.242.205,443,win.vidar,100,2025-12-15
95.217.25.1,443,win.vidar,100,2025-12-15
65.109.241.240,443,win.vidar,100,2025-12-15
95.217.241.248,443,win.vidar,100,2025-12-15
91.107.252.37,443,win.vidar,100,2025-12-15
157.90.147.67,443,win.vidar,100,2025-12-15
91.124.149.229,443,win.vidar,100,2025-12-15
78.47.123.242,443,win.vidar,100,2025-12-15
95.217.240.117,443,win.vidar,100,2025-12-15
95.217.242.95,443,win.vidar,100,2025-12-15
95.217.25.244,443,win.vidar,100,2025-12-15
46.224.107.187,443,win.vidar,100,2025-12-15
65.109.242.86,443,win.vidar,100,2025-12-15
91.124.149.231,443,win.vidar,100,2025-12-15
95.216.176.2,443,win.vidar,100,2025-12-15
46.224.48.142,443,win.vidar,100,2025-12-15
86.54.42.138,443,win.vidar,100,2025-12-15
95.217.28.117,443,win.vidar,100,2025-12-15
95.216.177.27,443,win.vidar,100,2025-12-15
95.216.181.100,443,win.vidar,100,2025-12-15
116.202.3.184,443,win.vidar,100,2025-12-15
219.246.21.240,8860,win.deimos_c2,75,2025-12-15
219.246.21.241,8860,win.deimos_c2,75,2025-12-15
195.20.17.33,443,win.sliver,75,2025-12-15
192.227.217.229,21722,win.remcos,50,2025-12-15
118.107.6.209,5000,unknown,50,2025-12-15
154.12.50.119,4888,unknown,50,2025-12-15
20.195.41.174,443,win.cobalt_strike,100,2025-12-15
103.177.47.32,3790,win.meterpreter,100,2025-12-15
103.177.47.48,3790,win.meterpreter,100,2025-12-15
103.177.47.37,3790,win.meterpreter,100,2025-12-15
103.177.46.95,3790,win.meterpreter,100,2025-12-15
103.177.46.28,3790,win.meterpreter,100,2025-12-15
103.177.46.8,3790,win.meterpreter,100,2025-12-15
103.177.46.22,3790,win.meterpreter,100,2025-12-15
103.177.46.78,3790,win.meterpreter,100,2025-12-15
103.177.47.21,3790,win.meterpreter,100,2025-12-15
103.177.47.28,3790,win.meterpreter,100,2025-12-15
103.177.46.91,3790,win.meterpreter,100,2025-12-15
103.177.47.23,3790,win.meterpreter,100,2025-12-15
103.177.46.12,3790,win.meterpreter,100,2025-12-15
103.177.46.108,3790,win.meterpreter,100,2025-12-15
103.177.47.68,3790,win.meterpreter,100,2025-12-15
103.177.47.22,3790,win.meterpreter,100,2025-12-15
103.177.47.25,3790,win.meterpreter,100,2025-12-15
103.177.47.42,3790,win.meterpreter,100,2025-12-15
103.177.47.27,3790,win.meterpreter,100,2025-12-15
103.177.47.51,3790,win.meterpreter,100,2025-12-15
103.177.46.11,3790,win.meterpreter,100,2025-12-15
143.20.185.91,808,elf.kaiji,100,2025-12-15
45.154.98.138,4782,win.quasar_rat,100,2025-12-15
62.164.177.103,9000,win.sectop_rat,100,2025-12-15
151.243.95.207,8888,unknown,100,2025-12-15
149.104.30.242,81,win.cobalt_strike,100,2025-12-15
111.170.148.153,6666,win.cobalt_strike,100,2025-12-15
134.175.186.196,31303,win.cobalt_strike,100,2025-12-15
192.210.239.172,2219,unknown_loader,75,2025-12-15
193.233.175.123,1488,unknown_stealer,75,2025-12-15
45.148.8.121,5000,unknown,100,2025-12-15
45.93.20.187,80,win.stealc,100,2025-12-15
196.251.107.97,3000,osx.unidentified_001,75,2025-12-15
82.22.184.127,3778,elf.mirai,80,2025-12-15
158.94.208.102,80,unknown_stealer,75,2025-12-15
51.68.244.77,7032,win.xworm,75,2025-12-15
3.82.249.160,47001,win.meterpreter,100,2025-12-15
44.211.123.84,28131,win.meterpreter,100,2025-12-15
103.177.46.40,3790,win.meterpreter,100,2025-12-15
199.101.111.98,3790,win.meterpreter,100,2025-12-15
62.164.177.104,15647,win.sectop_rat,100,2025-12-15
89.110.122.152,9000,win.sectop_rat,100,2025-12-15
62.164.177.103,15647,win.sectop_rat,100,2025-12-15
144.172.103.138,443,win.asyncrat,100,2025-12-15
144.172.103.138,8080,win.asyncrat,100,2025-12-15
217.76.56.238,2404,win.remcos,100,2025-12-15
139.159.149.202,443,win.cobalt_strike,100,2025-12-15
2.59.219.26,7000,win.xworm,100,2025-12-15
143.92.62.89,6666,win.valley_rat,100,2025-12-15
3.34.125.22,80,unknown,100,2025-12-15
199.101.111.47,3790,win.meterpreter,100,2025-12-15
23.105.252.167,43211,win.adaptix_c2,100,2025-12-15
217.60.249.120,4321,win.adaptix_c2,100,2025-12-15
179.95.160.102,9990,win.netsupportmanager_rat,100,2025-12-15
18.158.60.15,9999,win.sliver,100,2025-12-15
176.117.107.202,2404,win.remcos,100,2025-12-15
172.245.93.89,2404,win.remcos,100,2025-12-15
23.235.174.8,9812,win.cobalt_strike,100,2025-12-15
132.145.75.68,6597,win.xworm,100,2025-12-14
216.92.60.88,443,unknown,100,2025-12-14
156.234.152.176,9812,win.cobalt_strike,100,2025-12-14
23.235.163.209,9812,win.cobalt_strike,100,2025-12-14
103.48.135.217,9812,win.cobalt_strike,100,2025-12-14
43.240.239.252,9812,win.cobalt_strike,100,2025-12-14
23.235.174.10,9812,win.cobalt_strike,100,2025-12-14
23.235.174.18,9812,win.cobalt_strike,100,2025-12-14
156.234.152.175,9812,win.cobalt_strike,100,2025-12-14
